OrganizationUUID,VariableSpecificUUID,ReportingUnitUUID,PrimaryUseCategory,BeneficialUseCategory,WaterSourceUUID,MethodUUID,TimeframeStart,TimeframeEnd,DataPublicationDate,DataPublicationDOI,ReportYearCV,Amount,PopulationServed,PowerGeneratedGWh,PowerType,IrrigatedAcreage,InterbasinTransferToID,InterbasinTransferFromID,CustomerTypeCV,AllocationCropDutyAmount,IrrigationMethodCV,CropTypeCV,CommunityWaterSupplySystem,SDWISIdentifierCV
WWDO,WY_Consumptive Use,WY_1,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,82.53799035,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,431718.2795,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,3260.851711,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,CrossBasin_Diversion,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,15300,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,6577.91,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,884,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,3041.022584,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,56865,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,1954,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,49459.476,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,11608.6704,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,2424.333105,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,2109.7146,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,815.6008043,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,23406.80615,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,479042.9625,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,51789.99755,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,10972.73886,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,20404.33632,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,12267.80663,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,20979.23665,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,66022.72314,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,182010.5436,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,207.8551865,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,3271.598331,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,327.8157041,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,3542.507629,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,49254.41805,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,81335.50709,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,549.6716574,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,6895.813898,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,2672.073984,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,112,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,1082529.938,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,7471.843485,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,4438.971,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,9317.590408,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,2482.623078,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,7065.927221,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,78534.00988,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2005,10880.62561,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,88735.54934,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,1826.625609,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,1004.096218,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,40.07736944,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,485.839213,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,125.1476676,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,81.34072668,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,363490.3247,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,2745.512765,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,CrossBasin_Diversion,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,15470.68493,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,6737.428577,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,920.760396,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,3117.271464,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,56673.59473,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,2153.138181,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,31883.4395,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,7483.3858,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,2515.177844,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,2204.014475,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,791.4338731,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,23175.03322,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,359072.1,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,38819.7816,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,11082.55622,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,20604.73574,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,12387.28499,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,20902.00065,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,69080.62716,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,77434.07415,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,88.42934923,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,3311.848731,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,331.3217544,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,3586.09102,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,63088.27503,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,66171.29799,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,447.1907576,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,7046.716282,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,2730.547479,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_6,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,897649.6624,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,6195.761936,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,4494.22164,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,9317.590408,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,2506.326865,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,7133.391845,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,79645.1041,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_7,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2006,11034.56401,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,68861.23497,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,1417.511879,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,1027.801987,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,40.77369439,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,497.1790933,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,76.60420958,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_1,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,77.53562496,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,287734.8331,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,2173.316877,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,CrossBasin_Diversion,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,15604.93151,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,7015.085023,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,993.4059406,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,3251.403749,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,56870.98537,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_2,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,2439.537439,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,40647.1065,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,9540.3126,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,2653.887837,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,2328.796919,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,876.536228,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_3,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,16696.91791,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,432492.2688,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,46757.33764,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,11215.44965,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Municipal  Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,20843.17827,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Domestic Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,0,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Domestic Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,12533.79065,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Industrial Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,21196.85584,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_4,Irrigation,Industrial Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,73924.79869,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Agricultural Consumptive Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,168807.3441,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Agricultural Consumptive Use,Fresh_Ground,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,192.7771946,,,,,,,,,,,,
WWDO,WY_Consumptive Use,WY_5,Irrigation,Municipal  Use,Fresh_Surface,WWDO_Water_uses,1-Jan,31-Dec,12/19/2019,,2007,3379.457943,,,,,,,,,,,,
