WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OR_13444,13444,SHAKE CR/RESERVOIR P162                           ,storage,Fresh,,
OR_13445,13445,RUNOFF/RESERVOIR P163                             ,storage,Fresh,,
OR_13446,13446,SHAKE CR/RESERVOIR P176                           ,storage,Fresh,,
OR_13447,13447,RUNOFF/RESERVOIR P178                             ,storage,Fresh,,
OR_13448,13448,UNNAMED STREAM/RESERVOIR B23                      ,storage,Fresh,,
OR_13449,13449,UNNAMED STREAM/RESERVOIR B30                      ,storage,Fresh,,
OR_13450,13450,UNNAMED STREAM/RESERVOIR B31                      ,storage,Fresh,,
OR_13451,13451,RUNOFF/RESERVOIR P119                             ,storage,Fresh,,
OR_13452,13452,RUNOFF/RESERVOIR P120                             ,storage,Fresh,,
OR_13453,13453,RUNOFF/RESERVOIR P122                             ,storage,Fresh,,
OR_13454,13454,RUNOFF/RESERVOIR P123                             ,storage,Fresh,,
OR_13455,13455,RUNOFF/RESERVOIR P184                             ,storage,Fresh,,
OR_13456,13456,RUNOFF/RESERVOIR P188                             ,storage,Fresh,,
OR_13457,13457,RUNOFF/RESERVOIR P192                             ,storage,Fresh,,
OR_13458,13458,RUNOFF/RESERVOIR P193                             ,storage,Fresh,,
OR_13459,13459,RUNOFF/RESERVOIR P194                             ,storage,Fresh,,
OR_13460,13460,RUNOFF/RESERVOIR P213                             ,storage,Fresh,,
OR_13461,13461,RUNOFF/RESERVOIR P261                             ,storage,Fresh,,
OR_13462,13462,A SPRING/RESERVOIR B34                            ,storage,Fresh,,
OR_13463,13463,SCHOOL CREEK                                      ,storage,Fresh,,
OR_13464,13464,RUNOFF/RESERVOIR P358                             ,storage,Fresh,,
OR_13465,13465,RUNOFF/RESERVOIR P359                             ,storage,Fresh,,
OR_13466,13466,RUNOFF/RESERVOIR P361                             ,storage,Fresh,,
OR_13467,13467,RUNOFF/RESERVOIR P364                             ,storage,Fresh,,
OR_13468,13468,CHOCKTOOT CREEK                                  ,storage,Fresh,,
OR_13469,13469,GRAHAM CREEK                                      ,storage,Fresh,,
OR_13470,13470,TIMOTHY CREEK                                     ,storage,Fresh,,
OR_13471,13471,RUNOFF/RESERVOIR S170                             ,storage,Fresh,,
OR_13472,13472,ASH SWALE CR/CHAPIN                               ,storage,Fresh,,
OR_13473,13473,DICKEY CREEK                                      ,storage,Fresh,,
OR_13474,13474,MCKAY CR/RESERVOIR                                ,storage,Fresh,,
OR_13475,13475,INDIAN FORD CR/RESERVOIR                          ,storage,Fresh,,
OR_13476,13476,RUTABEGA CR/RESERVOIR 110                         ,storage,Fresh,,
OR_13477,13477,RUTABEGA CR/RESERVOIR 111                         ,storage,Fresh,,
OR_13478,13478,UNNAMED STREAM/RESERVOIR 81                       ,storage,Fresh,,
OR_13479,13479,TUPPER CR/RESERVOIR 82                            ,storage,Fresh,,
OR_13480,13480,UNNAMED STREAM/RESERVOIR 83                       ,storage,Fresh,,
OR_13481,13481,UNNAMED STREAM/RESERVOIR 84                       ,storage,Fresh,,
OR_13482,13482,RUNOFF/RESERVOIR 85                               ,storage,Fresh,,
OR_13483,13483,RUNOFF/RESERVOIR 86                               ,storage,Fresh,,
OR_13484,13484,TUPPER CR/RESERVOIR 87                            ,storage,Fresh,,
OR_13485,13485,RUNOFF/RESERVOIR 88                               ,storage,Fresh,,
OR_13486,13486,RUNOFF/RESERVOIR 89                               ,storage,Fresh,,
OR_13487,13487,DAVIDSON CR/RESERVOIR 71                          ,storage,Fresh,,
OR_13488,13488,DAVIDSON CR/RESERVOIR 73                          ,storage,Fresh,,
OR_13489,13489,WESLEY CAN/RESERVOIR 74                           ,storage,Fresh,,
OR_13490,13490,WESLEY CAN/RESERVOIR 75                           ,storage,Fresh,,
OR_13491,13491,WESLEY CAN/RESERVOIR 77                           ,storage,Fresh,,
OR_13492,13492,UNNAMED STREAM/RESERVOIR 78                       ,storage,Fresh,,
OR_13493,13493,HARRINGTON CR/RESERVOIR 79,storage,Fresh,,
OR_13494,13494,HARRINGTON CR/RESERVOIR 80,storage,Fresh,,
OR_13495,13495,INDIAN CR/RESERVOIR 61                            ,storage,Fresh,,
OR_13496,13496,JOHNSTON CR/RESERVOIR 64                          ,storage,Fresh,,
OR_13497,13497,ALLEN CAN/RESERVOIR 65                            ,storage,Fresh,,
OR_13498,13498,ALLEN CAN/RESERVOIR 66                            ,storage,Fresh,,
OR_13499,13499,UNNAMED STREAM/RESERVOIR 68                       ,storage,Fresh,,
OR_13500,13500,DAVIDSON CR/RESERVOIR 69                          ,storage,Fresh,,
OR_13501,13501,DAVIDSON CR/RESERVOIR 70                          ,storage,Fresh,,
OR_13502,13502,UNNAMED STREAM/RESERVOIR 51                       ,storage,Fresh,,
OR_13503,13503,UNNAMED STREAM/RESERVOIR 52                       ,storage,Fresh,,
OR_13504,13504,UNNAMED STREAM/RESERVOIR 53                       ,storage,Fresh,,
OR_13505,13505,DAVIDSON CR/RESERVOIR 56                          ,storage,Fresh,,
OR_13506,13506,ALLEN SPRING CAN/RESERVOIR 57                     ,storage,Fresh,,
OR_13507,13507,ALLEN SPRING CAN/RESERVOIR 58                     ,storage,Fresh,,
OR_13508,13508,DAVIDSON CR/RESERVOIR 55                          ,storage,Fresh,,
OR_13509,13509,UNNAMED STREAM/RESERVOIR 42                       ,storage,Fresh,,
OR_13510,13510,HARRIS CAN/RESERVOIR 43                           ,storage,Fresh,,
OR_13511,13511,BOOT CAN/RESERVOIR 48                             ,storage,Fresh,,
OR_13512,13512,BOOT CAN/RESERVOIR 49                             ,storage,Fresh,,
OR_13513,13513,BOOT BAN/RESERVOIR 50                             ,storage,Fresh,,
OR_13514,13514,TREE ROOT CAN/RESERVOIR 32                        ,storage,Fresh,,
OR_13515,13515,UNNAMED STREAM/RESERVOIR 34                       ,storage,Fresh,,
OR_13516,13516,UNNAMED STREAM/RESERVOIR 35                       ,storage,Fresh,,
OR_13517,13517,UNNAMED STREAM/RESERVOIR 36                       ,storage,Fresh,,
OR_13518,13518,UNNAMED STREAM/RESERVOIR 37                       ,storage,Fresh,,
OR_13519,13519,JOHN CAN/RESERVOIR 38                             ,storage,Fresh,,
OR_13520,13520,JOHN CAN/RESERVOIR 39                             ,storage,Fresh,,
OR_13521,13521,JOHN CAN/RESERVOIR 40                             ,storage,Fresh,,
OR_13522,13522,HARRIS CAN/RESERVOIR 11                           ,storage,Fresh,,
OR_13523,13523,HOLLYWOOD CR/RESERVOIR 19                         ,storage,Fresh,,
OR_13524,13524,RUNOFF/RESERVOIR P21                              ,storage,Fresh,,
OR_13525,13525,RUNOFF/RESERVOIR P22                              ,storage,Fresh,,
OR_13526,13526,RUNOFF/RESERVOIR P23                              ,storage,Fresh,,
OR_13527,13527,RUNOFF/RESERVOIR P24                              ,storage,Fresh,,
OR_13528,13528,RUNOFF/RESERVOIR P25                              ,storage,Fresh,,
OR_13529,13529,RUNOFF/RESERVOIR P30                              ,storage,Fresh,,
OR_13530,13530,RUNOFF/RESERVOIR P11                              ,storage,Fresh,,
OR_13531,13531,RUNOFF/RESERVOIR P12                              ,storage,Fresh,,
OR_13532,13532,RUNOFF/RESERVOIR P13                              ,storage,Fresh,,
OR_13533,13533,RUNOFF/RESERVOIR P14                              ,storage,Fresh,,
OR_13534,13534,RUNOFF/RESERVOIR P15                              ,storage,Fresh,,
OR_13535,13535,RUNOFF/RESERVOIR P16                              ,storage,Fresh,,
OR_13536,13536,RUNOFF/RESERVOIR P17                              ,storage,Fresh,,
OR_13537,13537,RUNOFF/RESERVOIR P18                              ,storage,Fresh,,
OR_13538,13538,RUNOFF/RESERVOIR P19                              ,storage,Fresh,,
OR_13539,13539,RUNOFF/RESERVOIR P20                              ,storage,Fresh,,
OR_13540,13540,RUNOFF/RESERVOIR P70                              ,storage,Fresh,,
OR_13541,13541,RUNOFF/RESERVOIR P71                              ,storage,Fresh,,
OR_13542,13542,RUNOFF/RESERVOIR P72                              ,storage,Fresh,,
OR_13543,13543,RUNOFF/RESERVOIR P73                              ,storage,Fresh,,
OR_13544,13544,RUNOFF/RESERVOIR P74                              ,storage,Fresh,,
OR_13545,13545,RUNOFF/RESERVOIR P75                              ,storage,Fresh,,
OR_13546,13546,RUNOFF/RESERVOIR P61                              ,storage,Fresh,,
OR_13547,13547,RUNOFF/RESERVOIR P62                              ,storage,Fresh,,
OR_13548,13548,RUNOFF/RESERVOIR P63                              ,storage,Fresh,,
OR_13549,13549,RUNOFF/RESERVOIR P64                              ,storage,Fresh,,
OR_13550,13550,RUNOFF/RESERVOIR P65                              ,storage,Fresh,,
OR_13551,13551,RUNOFF/RESERVOIR P66                              ,storage,Fresh,,
OR_13552,13552,RUNOFF/RESERVOIR P67                              ,storage,Fresh,,
OR_13553,13553,RUNOFF/RESERVOIR P68                              ,storage,Fresh,,
OR_13554,13554,RUNOFF/RESERVOIR P69                              ,storage,Fresh,,
OR_13555,13555,SPRS/RESERVOIR P51                               ,storage,Fresh,,
OR_13556,13556,SPRS/RESERVOIR P52                               ,storage,Fresh,,
OR_13557,13557,SPRS/RESERVOIR P53                               ,storage,Fresh,,
OR_13558,13558,SPRS/RESERVOIR P54                               ,storage,Fresh,,
OR_13559,13559,SPRS/RESERVOIR P55                               ,storage,Fresh,,
OR_13560,13560,SPRS/RESERVOIR P56                               ,storage,Fresh,,
OR_13561,13561,SPRS/RESERVOIR P57                               ,storage,Fresh,,
OR_13562,13562,SPRS/RESERVOIR P58                               ,storage,Fresh,,
OR_13563,13563,SPRS/RESERVOIR P59                               ,storage,Fresh,,
OR_13564,13564,SPRS/RESERVOIR P60                               ,storage,Fresh,,
OR_13565,13565,SPRS/RESERVOIR P31                               ,storage,Fresh,,
OR_13566,13566,SPRS/RESERVOIR P32                               ,storage,Fresh,,
OR_13567,13567,SPRS/RESERVOIR P33                               ,storage,Fresh,,
OR_13568,13568,SPRS/RESERVOIR P34                               ,storage,Fresh,,
OR_13569,13569,SPRS/RESERVOIR P35                               ,storage,Fresh,,
OR_13570,13570,SPRS/RESERVOIR P36                               ,storage,Fresh,,
OR_13571,13571,SPRS/RESERVOIR P37                               ,storage,Fresh,,
OR_13572,13572,SPRS/RESERVOIR P38                               ,storage,Fresh,,
OR_13573,13573,SPRS/RESERVOIR P39                               ,storage,Fresh,,
OR_13574,13574,SPRS/RESERVOIR 13                                 ,storage,Fresh,,
OR_13575,13575,SPRS/RESERVOIR 14                                 ,storage,Fresh,,
OR_13576,13576,SPRS/RESERVOIR 15                                 ,storage,Fresh,,
OR_13577,13577,SPRS/RESERVOIR 16                                 ,storage,Fresh,,
OR_13578,13578,SPRS/RESERVOIR 17                                 ,storage,Fresh,,
OR_13579,13579,SPRS/RESERVOIR 18                                 ,storage,Fresh,,
OR_13580,13580,BUCKHOLLOW CR/RESERVOIR                           ,storage,Fresh,,
OR_13581,13581,COYOTE CR/RESERVOIR 2                             ,storage,Fresh,,
OR_13582,13582,MARSHALL CR/RESERVOIR                             ,storage,Fresh,,
OR_13583,13583,RUNOFF/RESERVOIR P5                               ,storage,Fresh,,
OR_13584,13584,UNNAMED STREAM/RESERVOIR P1                       ,storage,Fresh,,
OR_13585,13585,UNNAMED STREAM/RESERVOIR P2                       ,storage,Fresh,,
OR_13586,13586,A SPRING/THANE 3                                  ,storage,Fresh,,
OR_13587,13587,A SPRING/THANE 4                                  ,storage,Fresh,,
OR_13588,13588,SPRS/UPPER RESERVOIR,storage,Fresh,,
OR_13589,13589,SPRS/MIDDLE RESERVOIR,storage,Fresh,,
OR_13590,13590,CHICAHOMINY CREEK,storage,Fresh,,
OR_13591,13591,UN STR/RESERVOIR                                  ,storage,Fresh,,
OR_13592,13592,WISDOM CR/RESERVOIR 1                             ,storage,Fresh,,
OR_13593,13593,HOG CR/RESERVOIR 1                               ,storage,Fresh,,
OR_13594,13594,HOG CR/RESERVOIR 2                               ,storage,Fresh,,
OR_13595,13595,RUNOFF/WILD RIVER 1                               ,storage,Fresh,,
OR_13596,13596,WEST FORK PHIPPS CR/RESERVOIR                     ,storage,Fresh,,
OR_13597,13597,UNNAMED STREAM/RESERVOIR 33                       ,storage,Fresh,,
OR_13598,13598,UNNAMED STREAM/RESERVOIR 31                       ,storage,Fresh,,
OR_13599,13599,UNNAMED STREAM/RESERVOIR 32                       ,storage,Fresh,,
OR_13600,13600,UNNAMED STREAM/RESERVOIR 29                       ,storage,Fresh,,
OR_13601,13601,UNNAMED STREAM/RESERVOIR 30                       ,storage,Fresh,,
OR_13602,13602,RUNOFF/ROSS RESERVOIR                             ,storage,Fresh,,
OR_13603,13603,UNNAMED STREAM/WILSEY DRW RIVER                   ,storage,Fresh,,
OR_13604,13604,SPRS/RESERVOIR 21                                 ,storage,Fresh,,
OR_13605,13605,SPRS/RESERVOIR 22                                 ,storage,Fresh,,
OR_13606,13606,SPRS/RESERVOIR 23                                 ,storage,Fresh,,
OR_13607,13607,HIGH CAMP CR/RESERVOIR 9                          ,storage,Fresh,,
OR_13608,13608,DEAD HORSE CR/RESERVOIR 10                        ,storage,Fresh,,
OR_13609,13609,DORN CREEK                                        ,storage,Fresh,,
OR_13610,13610,SPRS/RESERVOIR 19                                 ,storage,Fresh,,
OR_13611,13611,SPRS/RESERVOIR 20                                 ,storage,Fresh,,
OR_13612,13612,SPRS/RESERVOIR 24                                 ,storage,Fresh,,
OR_13613,13613,SPRS/RESERVOIR 25                                 ,storage,Fresh,,
OR_13614,13614,SPRS/RESERVOIR 26                                 ,storage,Fresh,,
OR_13615,13615,SPRS/RESERVOIR 27                                 ,storage,Fresh,,
OR_13616,13616,SPRS/RESERVOIR 28                                 ,storage,Fresh,,
OR_13617,13617,SPRS/RESERVOIR 29                                 ,storage,Fresh,,
OR_13618,13618,SPRS/RESERVOIR 30                                 ,storage,Fresh,,
OR_13619,13619,A SPRING/RESERVOIR 49                            ,storage,Fresh,,
OR_13620,13620,A SPRING/RESERVOIR 52                            ,storage,Fresh,,
OR_13621,13621,A SPRING/RESERVOIR 53                            ,storage,Fresh,,
OR_13622,13622,A SPRING/RESERVOIR 54                            ,storage,Fresh,,
OR_13623,13623,A SPRING/RESERVOIR 64                            ,storage,Fresh,,
OR_13624,13624,A SPRING/RESERVOIR 65                            ,storage,Fresh,,
OR_13625,13625,A SPRING/RESERVOIR 69                            ,storage,Fresh,,
OR_13626,13626,BUCK CR/RESERVOIR 3                               ,storage,Fresh,,
OR_13627,13627,COYOTE CR/RESERVOIR 7                             ,storage,Fresh,,
OR_13628,13628,PINE CR/RESERVOIR 25                              ,storage,Fresh,,
OR_13629,13629,PINE CR/RESERVOIR 27                              ,storage,Fresh,,
OR_13630,13630,ALDER CR/RESERVOIR 6                              ,storage,Fresh,,
OR_13631,13631,UNNAMED STREAM/RESERVOIR 9,storage,Fresh,,
OR_13632,13632,BIRCH CR/RESERVOIR 15                             ,storage,Fresh,,
OR_13633,13633,BIRCH CR/RESERVOIR 16                             ,storage,Fresh,,
OR_13634,13634,BIRCH CR/RESERVOIR 17                             ,storage,Fresh,,
OR_13635,13635,UNNAMED STREAM/RESERVOIR P 18                     ,storage,Fresh,,
OR_13636,13636,UNNAMED STREAM/RESERVOIR P 26                     ,storage,Fresh,,
OR_13637,13637,FRUITLAND CR/RESERVOIR                            ,storage,Fresh,,
OR_13638,13638,RUNOFF/MINERS RESERVOIR                           ,storage,Fresh,,
OR_13639,13639,COLD SPRING CREEK                                 ,storage,Fresh,,
OR_13640,13640,CRANE CR/RESERVOIR 9                              ,storage,Fresh,,
OR_13641,13641,A SPRING/POLE CR/RESERVOIR 11                     ,storage,Fresh,,
OR_13642,13642,A SPRING/PONDEROSA RESERVOIR                      ,storage,Fresh,,
OR_13643,13643,A SPRING/EILEEN RESERVOIR                         ,storage,Fresh,,
OR_13644,13644,A SPRING/DAPPAHA RESERVOIR                        ,storage,Fresh,,
