WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OR_6029,6029,<SPR 1                                            ,surface water,Fresh,,
OR_6030,6030,GETHSEMANI CEMET WE                               ,groundwater,Fresh,,
OR_6031,6031,CANBY CAMP WELL                                   ,groundwater,Fresh,,
OR_6032,6032,JOHN MITSCH WELL                                  ,groundwater,Fresh,,
OR_6033,6033,UNNAMED STREAM/BRISCOE RS                         ,surface water,Fresh,,
OR_6034,6034,PARROTT CR/RS                                     ,surface water,Fresh,,
OR_6035,6035,NORTH FORK PARROT CR/RS                           ,surface water,Fresh,,
OR_6036,6036,DRESCHER CR/RS                                    ,surface water,Fresh,,
OR_6037,6037,TWO RESERVOIRS                                    ,surface water,Fresh,,
OR_6038,6038,SUTHERLIN CR/HOLM RS                              ,surface water,Fresh,,
OR_6039,6039,POE SPRING                                        ,surface water,Fresh,,
OR_6040,6040,OSBORN CREEK,surface water,Fresh,,
OR_6041,6041,CEDAR FLAT CREEK                                  ,surface water,Fresh,,
OR_6042,6042,SLIDE IR DRAINGE D                                ,surface water,Fresh,,
OR_6043,6043,UNNAMED STREAM/JOHNSON RS                         ,surface water,Fresh,,
OR_6044,6044,SPRING VALLEY CR/RESERVOIR                        ,surface water,Fresh,,
OR_6045,6045,SPR/RESERVOIR                                     ,surface water,Fresh,,
OR_6046,6046,PIKE CREEK                                        ,surface water,Fresh,,
OR_6047,6047,YOKOM RESERVOIR                                   ,surface water,Fresh,,
OR_6048,6048,FRENCH GULCH,surface water,Fresh,,
OR_6049,6049,NORTH FORK QUEENS BR                              ,surface water,Fresh,,
OR_6050,6050,UNNAMED STREAM/MORRIS RESERVOIR                   ,surface water,Fresh,,
OR_6051,6051,SNIDER CR/RESERVOIR                               ,surface water,Fresh,,
OR_6052,6052,REINHARDT RESERVOIR                               ,surface water,Fresh,,
OR_6053,6053,UNNAMED STREAM/W RESERVOIR                        ,storage,Fresh,,
OR_6054,6054,UNNAMED STREAM/E RESERVOIR                        ,storage,Fresh,,
OR_6055,6055,UNNAMED STREAM/F S RES 1                          ,surface water,Fresh,,
OR_6056,6056,UNNAMED STREAM/F S RES 2                          ,surface water,Fresh,,
OR_6057,6057,BEAR WALLOW/FS RS3                                ,surface water,Fresh,,
OR_6058,6058,MOUNT CREEK                                       ,surface water,Fresh,,
OR_6059,6059,MARSHALL WELL                                     ,groundwater,Fresh,,
OR_6060,6060,POOLE WELL 1                                     ,groundwater,Fresh,,
OR_6061,6061,ODESSA SPRING                                     ,surface water,Fresh,,
OR_6062,6062,BRYANT CREEK                                      ,surface water,Fresh,,
OR_6063,6063,GILL WELL                                         ,groundwater,Fresh,,
OR_6064,6064,RICHEY WELL                                       ,groundwater,Fresh,,
OR_6065,6065,FURRY WELL                                        ,groundwater,Fresh,,
OR_6066,6066,PIERCE RESERVOIR                                  ,surface water,Fresh,,
OR_6067,6067,UNNAMED SPRING STR/RESERVOIR                      ,surface water,Fresh,,
OR_6068,6068,SCHREINERS WELL 1                                 ,groundwater,Fresh,,
OR_6069,6069,HARTZLER WELL 1                                   ,groundwater,Fresh,,
OR_6070,6070,CRAWFORD WELL 1                                   ,groundwater,Fresh,,
OR_6071,6071,WILLIAMSON RIVER                                 ,surface water,Fresh,,
OR_6072,6072,AMAZON CREEK                                     ,surface water,Fresh,,
OR_6073,6073,VAN LEEUWEN WELL 1                                ,groundwater,Fresh,,
OR_6074,6074,UNNAMED SL,surface water,Fresh,,
OR_6075,6075,DAVIDSON RESERVOIR                               ,surface water,Fresh,,
OR_6076,6076,ALDER CR/RESERVOIR                                ,surface water,Fresh,,
OR_6077,6077,ALDER CR/KIMSEY RESERVOIR                         ,surface water,Fresh,,
OR_6078,6078,WHITAKER LAKE,surface water,Fresh,,
OR_6079,6079,MYNATT CR/BRADY P                                 ,surface water,Fresh,,
OR_6080,6080,MOORE WELL 12                                     ,groundwater,Fresh,,
OR_6081,6081,KILGORE SPRING,surface water,Fresh,,
OR_6082,6082,WASTE & DRAINAGE                                  ,surface water,Fresh,,
OR_6083,6083,NORTH SL                                          ,surface water,Fresh,,
OR_6084,6084,HOLMASON WE                                       ,groundwater,Fresh,,
OR_6085,6085,LUSTED CR/RS                                     ,surface water,Fresh,,
OR_6086,6086,HEDGES CR/RESERVOIR                               ,surface water,Fresh,,
OR_6087,6087,SPRING/RESERVOIR                                  ,surface water,Fresh,,
OR_6088,6088,SOUTH FORK BURNT R/RESERVOIR                      ,surface water,Fresh,,
OR_6089,6089,UNNAMED SEEPAGE/RS                                ,surface water,Fresh,,
OR_6090,6090,BIG LICK CR/RS                                    ,surface water,Fresh,,
OR_6091,6091,BATTLE CR/RS                                     ,surface water,Fresh,,
OR_6092,6092,ALLEN WELL                                        ,groundwater,Fresh,,
OR_6093,6093,HILLCREST WE                                     ,groundwater,Fresh,,
OR_6094,6094,BUSH SU                                           ,groundwater,Fresh,,
OR_6095,6095,HOLMES WELL                                       ,groundwater,Fresh,,
OR_6096,6096,BAUM SL/RESERVOIR                                 ,surface water,Fresh,,
OR_6097,6097,STEINHAUER CREEK                                  ,surface water,Fresh,,
OR_6098,6098,BRICE CREEK                                       ,surface water,Fresh,,
OR_6099,6099,SCHELER WELL #1                                   ,groundwater,Fresh,,
OR_6100,6100,HILL WELL #1                                     ,groundwater,Fresh,,
OR_6101,6101,JORDAN CR/RESERVOIR                               ,surface water,Fresh,,
OR_6102,6102,EIGHT MILE CAN/NO RS                              ,storage,Fresh,,
OR_6103,6103,EIGHT MILE CAN/M RS                               ,storage,Fresh,,
OR_6104,6104,EIGHT MILE CAN/SO RS                              ,storage,Fresh,,
OR_6105,6105,JOHN HOCKSTRE RESERVOIR                           ,surface water,Fresh,,
OR_6106,6106,WEST FORK CLEAR CREEK                             ,storage,Fresh,,
OR_6107,6107,CLEAR CREEK RESERVOIR                             ,surface water,Fresh,,
OR_6108,6108,MEHLHORN BASSETT RESERVOIR                        ,surface water,Fresh,,
OR_6109,6109,BIRCH CR/RESERVOIR 3                              ,surface water,Fresh,,
OR_6110,6110,RED CREEK                                         ,surface water,Fresh,,
OR_6111,6111,EM HULDEN WELL 1                                  ,groundwater,Fresh,,
OR_6112,6112,HOAG WE                                           ,groundwater,Fresh,,
OR_6113,6113,LEMON WELL 1                                     ,groundwater,Fresh,,
OR_6114,6114,LAZY CREEK                                        ,surface water,Fresh,,
OR_6115,6115,STEER CREEK                                       ,surface water,Fresh,,
OR_6116,6116,LITTLE STEER CREEK                                ,surface water,Fresh,,
OR_6117,6117,HYMES CREEK                                       ,surface water,Fresh,,
OR_6118,6118,COX WELL 1                                        ,groundwater,Fresh,,
OR_6119,6119,CHRISTENSEN WELL #1                               ,groundwater,Fresh,,
OR_6120,6120,WELL #4                                           ,groundwater,Fresh,,
OR_6121,6121,UNNAMED SPRING 1/RESERVOIR                        ,surface water,Fresh,,
OR_6122,6122,UNNAMED SPRING 2/RESERVOIR                        ,surface water,Fresh,,
OR_6123,6123,SALT CR/RESERVOIR,surface water,Fresh,,
OR_6124,6124,KIGER CUTOFF                                     ,surface water,Fresh,,
OR_6125,6125,DELANO WELL                                       ,groundwater,Fresh,,
OR_6126,6126,O VIEW CEMETERY WELL                              ,groundwater,Fresh,,
OR_6127,6127,GWINN SPRING CREEK,surface water,Fresh,,
OR_6128,6128,GOAR WELL 1                                       ,groundwater,Fresh,,
OR_6129,6129,DOWELL RESERVOIR                                  ,surface water,Fresh,,
OR_6130,6130,WELL SU                                           ,groundwater,Fresh,,
OR_6131,6131,BLACKBURN WELL 1                                  ,groundwater,Fresh,,
OR_6132,6132,HOVEY WELL                                        ,groundwater,Fresh,,
OR_6133,6133,HOOVER CR/RESERVOIR                               ,surface water,Fresh,,
OR_6134,6134,TUTTLE CREEK                                      ,surface water,Fresh,,
OR_6135,6135,PETTY WE                                          ,groundwater,Fresh,,
OR_6136,6136,CANNELL WELL 1                                    ,groundwater,Fresh,,
OR_6137,6137,ARMSTRONG WELL 1                                  ,groundwater,Fresh,,
OR_6138,6138,GOVER WE                                          ,groundwater,Fresh,,
OR_6139,6139,MIDDLE WELL                                       ,groundwater,Fresh,,
OR_6140,6140,ROGERS WE                                         ,groundwater,Fresh,,
OR_6141,6141,JESUIT HIGH SCH WE                                ,groundwater,Fresh,,
OR_6142,6142,H.V. JR HIGH WELL                                 ,groundwater,Fresh,,
OR_6143,6143,EDDINGTON CREEK                                  ,surface water,Fresh,,
OR_6144,6144,SCOTTIE CREEK                                     ,surface water,Fresh,,
OR_6145,6145,POTAHA CREEK,surface water,Fresh,,
OR_6146,6146,GREENLEAF CREEK                                  ,surface water,Fresh,,
OR_6147,6147,MANGNELL WELL 1                                   ,groundwater,Fresh,,
OR_6148,6148,HOLLINGSWORTH WELL 1                              ,groundwater,Fresh,,
OR_6149,6149,ANLIKER WELL                                     ,groundwater,Fresh,,
OR_6150,6150,GRIFFITTS WE                                     ,groundwater,Fresh,,
OR_6151,6151,MARENGO WELL                                     ,groundwater,Fresh,,
OR_6152,6152,WILLARD BERG WELL 1                               ,groundwater,Fresh,,
OR_6153,6153,UHDEN WELL #1                                     ,groundwater,Fresh,,
OR_6154,6154,DEMANETTE WELL 1                                  ,groundwater,Fresh,,
OR_6155,6155,BOWERS WELL #1                                    ,groundwater,Fresh,,
OR_6156,6156,PAUL PUGH WELL #1                                 ,groundwater,Fresh,,
OR_6157,6157,AYERS WELL #1                                     ,groundwater,Fresh,,
OR_6158,6158,HORST WELL #1                                     ,groundwater,Fresh,,
OR_6159,6159,UNNAMED STREAM/HOWELLS PD                         ,surface water,Fresh,,
OR_6160,6160,STUCKART WE                                       ,groundwater,Fresh,,
OR_6161,6161,CHASE WELL                                        ,groundwater,Fresh,,
OR_6162,6162,HULL WELL                                         ,groundwater,Fresh,,
OR_6163,6163,WILDCAT SPRINGS                                  ,surface water,Fresh,,
OR_6164,6164,PONTIUS CREEK                                     ,surface water,Fresh,,
OR_6165,6165,DAVIS WELL 2                                     ,groundwater,Fresh,,
OR_6166,6166,BREMER WELL 1                                     ,groundwater,Fresh,,
OR_6167,6167,HOLT WELL 2                                       ,groundwater,Fresh,,
OR_6168,6168,WASCO CEMETERY WE                                 ,groundwater,Fresh,,
OR_6169,6169,FONG SPRING                                       ,surface water,Fresh,,
OR_6170,6170,PLMERS INFILT TRNCH,groundwater,Fresh,,
OR_6171,6171,TUNNEL CREEK                                      ,surface water,Fresh,,
OR_6172,6172,SIUSLAW RIVER                                     ,surface water,Fresh,,
OR_6173,6173,MCGEE WELL 1                                     ,groundwater,Fresh,,
OR_6174,6174,UFFORD WELL 2                                     ,groundwater,Fresh,,
OR_6175,6175,LEWIS CREEK                                       ,storage,Fresh,,
OR_6176,6176,MORIKAWA WELL                                     ,groundwater,Fresh,,
OR_6177,6177,BARNES WELL 1                                     ,groundwater,Fresh,,
OR_6178,6178,PUDDING RIVER                                     ,storage,Fresh,,
OR_6179,6179,POWELL VLY NURSRY WE                              ,groundwater,Fresh,,
OR_6180,6180,OVERFLOW FM BAKER RS                              ,surface water,Fresh,,
OR_6181,6181,SUCCOR CREEK                                      ,surface water,Fresh,,
OR_6182,6182,HENDRICKS BR                                     ,surface water,Fresh,,
OR_6183,6183,OTIS CREEK                                        ,storage,Fresh,,
OR_6184,6184,POISON CR WW                                     ,surface water,Fresh,,
OR_6185,6185,PRATER CR WW                                     ,surface water,Fresh,,
OR_6186,6186,COUGAR CR WW                                     ,surface water,Fresh,,
OR_6187,6187,SOLDIER CR WW                                     ,surface water,Fresh,,
OR_6188,6188,G C SMITH WELL                                    ,groundwater,Fresh,,
OR_6189,6189,BOSWELL CAN CR/RS                                 ,surface water,Fresh,,
OR_6190,6190,SPENCE RESERVOIR                                  ,surface water,Fresh,,
OR_6191,6191,FENIMORE WELL #2                                  ,groundwater,Fresh,,
OR_6192,6192,L.D.S. WELL                                       ,groundwater,Fresh,,
OR_6193,6193,WEST M GARDENS WELL #2                            ,groundwater,Fresh,,
OR_6194,6194,UNNAMED STR 1/RESERVOIR 1,surface water,Fresh,,
OR_6195,6195,UNNAMED STR 2/RESERVOIR 2,surface water,Fresh,,
OR_6196,6196,UNNAMED STR 3/RESERVOIR 3,surface water,Fresh,,
OR_6197,6197,ADAMS WE                                          ,groundwater,Fresh,,
OR_6198,6198,HARRISON RESERVOIR                               ,surface water,Fresh,,
OR_6199,6199,UNNAMED STREAM/NELSON RS                          ,surface water,Fresh,,
OR_6200,6200,HORIGAN RESERVOIR                                 ,groundwater,Fresh,,
OR_6201,6201,OSBORN CREEK                                      ,surface water,Fresh,,
OR_6202,6202,ALDER CR/GREENS RESERVOIR,surface water,Fresh,,
OR_6203,6203,ROBBINS WELL 2                                    ,groundwater,Fresh,,
OR_6204,6204,VILSMEYER WELL 1                                  ,groundwater,Fresh,,
OR_6205,6205,BRUCKERT WELL 1                                   ,groundwater,Fresh,,
OR_6206,6206,GRASS VALLEY CAN                                  ,surface water,Fresh,,
OR_6207,6207,CAMPBELL CREEK,surface water,Fresh,,
OR_6208,6208,BEARWALLOW GULCH                                 ,surface water,Fresh,,
OR_6209,6209,FARRER WELL                                       ,groundwater,Fresh,,
OR_6210,6210,SNIPTION CAN                                     ,surface water,Fresh,,
OR_6211,6211,KOELLNER RES 2                                    ,surface water,Fresh,,
OR_6212,6212,VIEIRA WELL 1                                     ,groundwater,Fresh,,
OR_6213,6213,DRAINAGE/SEEPAGE,surface water,Fresh,,
OR_6214,6214,LANDER WELL 1                                     ,groundwater,Fresh,,
OR_6215,6215,BEACHLER WELL 1                                   ,groundwater,Fresh,,
OR_6216,6216,BR FALL CR/S RESERVOIR                            ,surface water,Fresh,,
OR_6217,6217,FALL CR/E RESERVOIR                               ,surface water,Fresh,,
OR_6218,6218,FALL CR/W RESERVOIR                               ,surface water,Fresh,,
OR_6219,6219,WALTER WELL 1                                     ,groundwater,Fresh,,
OR_6220,6220,MOORE SUMP 1                                     ,groundwater,Fresh,,
OR_6221,6221,UNNAMED INT DRAINAGWY/RS                          ,surface water,Fresh,,
OR_6222,6222,FINNEGAN HOLL CR/RS                               ,surface water,Fresh,,
OR_6223,6223,CONKLIN WE 1                                     ,groundwater,Fresh,,
OR_6224,6224,CONKLIN WE 3                                     ,groundwater,Fresh,,
OR_6225,6225,CLYDE FEMIMORE RESERVOIR                          ,surface water,Fresh,,
OR_6226,6226,GREGORY CREEK                                     ,surface water,Fresh,,
OR_6227,6227,HOPE DR,surface water,Fresh,,
OR_6228,6228,WORRY WE                                          ,groundwater,Fresh,,
OR_6229,6229,EDWARDS WE 3                                     ,groundwater,Fresh,,
OR_6230,6230,UNNAMED INT STR/RS                                ,surface water,Fresh,,
OR_6231,6231,SKIPANON RIVER                                    ,surface water,Fresh,,
OR_6232,6232,NORTH FORK SMITH RIVER                           ,surface water,Fresh,,
OR_6233,6233,TAYLOR WELL 1                                     ,groundwater,Fresh,,
OR_6234,6234,FULLER WELL 1                                     ,groundwater,Fresh,,
OR_6235,6235,BROWN WELL                                        ,groundwater,Fresh,,
OR_6236,6236,LILE WELL 2                                       ,groundwater,Fresh,,
OR_6237,6237,MEGY WELL                                         ,groundwater,Fresh,,
OR_6238,6238,UNNAMED DRAINAGE DITCH                            ,surface water,Fresh,,
OR_6239,6239,LEWIS RES 2                                       ,surface water,Fresh,,
OR_6240,6240,WW IN UNN SWALE                                   ,storage,Fresh,,
OR_6241,6241,SQUAW LAKE RS                                     ,surface water,Fresh,,
OR_6242,6242,FRITZ CREEK                                       ,storage,Fresh,,
OR_6243,6243,FRITZ CREEK RESERVOIR,surface water,Fresh,,
OR_6244,6244,SCHULER WE 1                                     ,groundwater,Fresh,,
OR_6245,6245,SHEILA WE 1                                       ,groundwater,Fresh,,
OR_6246,6246,PIONEER SPR                                       ,surface water,Fresh,,
OR_6247,6247,ROLAND CREEK                                      ,surface water,Fresh,,
OR_6248,6248,HELPHENSTEIN CREEK,surface water,Fresh,,
OR_6249,6249,UNNAMED G/STANLEY RS                              ,surface water,Fresh,,
OR_6250,6250,MORGAN ARTESIAN WE 1                              ,groundwater,Fresh,,
OR_6251,6251,HART L                                            ,surface water,Fresh,,
OR_6252,6252,FUNKE WELL 1                                     ,groundwater,Fresh,,
OR_6253,6253,HORN WELL 1                                       ,groundwater,Fresh,,
OR_6254,6254,CHAMBERS WELL 5                                   ,groundwater,Fresh,,
OR_6255,6255,BUTLER FARM RESERVOIR                             ,surface water,Fresh,,
OR_6256,6256,WAYMIRE CREEK                                     ,surface water,Fresh,,
OR_6257,6257,TRASK RIVER,surface water,Fresh,,
OR_6258,6258,JULIUS SANDOZ WE                                  ,groundwater,Fresh,,
OR_6259,6259,JACA RESERVOIR                                    ,surface water,Fresh,,
OR_6260,6260,JACKSON CR/RESERVOIR                              ,surface water,Fresh,,
OR_6261,6261,NORTH UNN SWALE                                   ,surface water,Fresh,,
OR_6262,6262,M UNN SWALE                                       ,surface water,Fresh,,
OR_6263,6263,SOUTH UNN SWALE                                   ,surface water,Fresh,,
OR_6264,6264,DEVOS RESERVOIR                                   ,surface water,Fresh,,
OR_6265,6265,STEWART SL                                        ,surface water,Fresh,,
OR_6266,6266,PONY SL                                           ,surface water,Fresh,,
OR_6267,6267,WLL 3                                             ,groundwater,Fresh,,
OR_6268,6268,SKINNER WELL                                     ,groundwater,Fresh,,
OR_6269,6269,PAYNE SL                                          ,surface water,Fresh,,
OR_6270,6270,BORROW PIT,groundwater,Fresh,,
OR_6271,6271,COOPER WE 14                                     ,groundwater,Fresh,,
OR_6272,6272,WILSON WE 1                                       ,groundwater,Fresh,,
OR_6273,6273,SOUTH FORK CEDAR CREEK,surface water,Fresh,,
OR_6274,6274,NORTH FORK FALL CREEK,surface water,Fresh,,
OR_6275,6275,SIEGMUND RESERVOIR                               ,surface water,Fresh,,
OR_6276,6276,CARNES CREEK                                      ,surface water,Fresh,,
OR_6277,6277,KARNES DITCH                                     ,surface water,Fresh,,
OR_6278,6278,BYRON WELL                                        ,groundwater,Fresh,,
OR_6279,6279,STATE DITCH,surface water,Fresh,,
OR_6280,6280,BYRON SPRS/SL CH                                  ,storage,Fresh,,
OR_6281,6281,BYRONS SPRING/SL/RESERVOIR                        ,surface water,Fresh,,
OR_6282,6282,JERRY CAN                                         ,surface water,Fresh,,
OR_6283,6283,CAMP CR RESERVOIR                                 ,surface water,Fresh,,
OR_6284,6284,MURRAY GULCH                                      ,surface water,Fresh,,
OR_6285,6285,FECHT WELL 1                                     ,groundwater,Fresh,,
OR_6286,6286,STATE DITCH                                       ,surface water,Fresh,,
OR_6287,6287,BIG SPRINGS CREEK,surface water,Fresh,,
OR_6288,6288,NOEL CREEK                                        ,surface water,Fresh,,
OR_6289,6289,C W CLEMENS WE                                    ,groundwater,Fresh,,
OR_6290,6290,ANDERS WE                                         ,groundwater,Fresh,,
OR_6291,6291,CLEMMER WE 1                                     ,groundwater,Fresh,,
OR_6292,6292,CLEMMER WE 2                                     ,groundwater,Fresh,,
OR_6293,6293,INGRAM WE 2                                       ,groundwater,Fresh,,
OR_6294,6294,LEO MATNEY WELL 1                                 ,groundwater,Fresh,,
OR_6295,6295,CONRAD GUNDERSON WE                               ,groundwater,Fresh,,
OR_6296,6296,UMATILLA R/MCKAY RS                               ,surface water,Fresh,,
OR_6297,6297,UNNAMED STR 1,storage,Fresh,,
OR_6298,6298,RAMERS WE                                         ,groundwater,Fresh,,
OR_6299,6299,MILLER WELL 2                                     ,groundwater,Fresh,,
OR_6300,6300,SANTO WE 2                                        ,groundwater,Fresh,,
OR_6301,6301,HUST WE                                           ,groundwater,Fresh,,
OR_6302,6302,WEST WE                                           ,groundwater,Fresh,,
OR_6303,6303,MCDONOUGH WE                                     ,groundwater,Fresh,,
OR_6304,6304,NATURAL L                                         ,surface water,Fresh,,
OR_6305,6305,HOESING WELL 1                                    ,groundwater,Fresh,,
OR_6306,6306,BERNEY WE                                         ,groundwater,Fresh,,
OR_6307,6307,SHOESTRING CREEK,surface water,Fresh,,
OR_6308,6308,PENLAND WELL                                     ,groundwater,Fresh,,
OR_6309,6309,BILLINGS RESERVOIR                               ,surface water,Fresh,,
OR_6310,6310,NORTH FORK ANDERSON CREEK                         ,storage,Fresh,,
OR_6311,6311,STASEK SL                                         ,surface water,Fresh,,
OR_6312,6312,KELLOW CREEK                                      ,surface water,Fresh,,
OR_6313,6313,HOLCOMB L                                         ,surface water,Fresh,,
OR_6314,6314,PLUNKETT CREEK                                    ,surface water,Fresh,,
OR_6315,6315,PARROTT CREEK                                     ,storage,Fresh,,
OR_6316,6316,ENDICOTT CR/RESERVOIR                             ,surface water,Fresh,,
OR_6317,6317,NORTH DEER CREEK,surface water,Fresh,,
OR_6318,6318,TYLER WELL 2                                     ,groundwater,Fresh,,
OR_6319,6319,EAST FORK FOLEY SLOUGH,surface water,Fresh,,
OR_6320,6320,KIEWIT WE                                         ,groundwater,Fresh,,
OR_6321,6321,INFILTRATION TRNCH 1,groundwater,Fresh,,
OR_6322,6322,INFILTRATION TRNCH 2,groundwater,Fresh,,
OR_6323,6323,ADMIN BLDG WE                                     ,groundwater,Fresh,,
OR_6324,6324,UNNAMED DRAINGEWAY/RS                             ,surface water,Fresh,,
OR_6325,6325,CELILO PARK WE                                    ,groundwater,Fresh,,
OR_6326,6326,THISTLEDEW SPR                                    ,surface water,Fresh,,
OR_6327,6327,KIST CREEK                                        ,surface water,Fresh,,
OR_6328,6328,JACKSON CTY WELL                                  ,groundwater,Fresh,,
OR_6329,6329,OATNEY WELL                                       ,groundwater,Fresh,,
OR_6330,6330,STEVENS INFIL.WELL                                ,groundwater,Fresh,,
OR_6331,6331,KEITH WELL                                        ,groundwater,Fresh,,
OR_6332,6332,UNNAMED DRAINWAY,surface water,Fresh,,
OR_6333,6333,SIJOTA CREEK                                      ,surface water,Fresh,,
OR_6334,6334,ROBERT MEYER WE 1                                 ,groundwater,Fresh,,
OR_6335,6335,MURPHREE WE 1                                     ,groundwater,Fresh,,
OR_6336,6336,BURGEN CREEK                                      ,surface water,Fresh,,
OR_6337,6337,WALCREST WE 3                                     ,groundwater,Fresh,,
OR_6338,6338,SCHMID RESERVOIR                                  ,surface water,Fresh,,
OR_6339,6339,DRIFT CREEK                                       ,storage,Fresh,,
OR_6340,6340,RYAN CR/RESERVOIR                                 ,surface water,Fresh,,
OR_6341,6341,FORTIER WELL #2                                   ,groundwater,Fresh,,
OR_6342,6342,THRUSH CR/RESERVOIR                               ,surface water,Fresh,,
OR_6343,6343,BARAGER CREEK                                     ,surface water,Fresh,,
OR_6344,6344,BIG INDIAN CREEK,surface water,Fresh,,
OR_6345,6345,LOWER RESERVOIR                                   ,surface water,Fresh,,
OR_6346,6346,UPPER RESERVOIR                                   ,surface water,Fresh,,
OR_6347,6347,UNNAMED STREAM/LUTTON POND                        ,surface water,Fresh,,
OR_6348,6348,MCTIMMONDS CREEK                                  ,surface water,Fresh,,
OR_6349,6349,WALNUMS WELL                                     ,groundwater,Fresh,,
OR_6350,6350,SKIRVING WE,groundwater,Fresh,,
OR_6351,6351,SKIRVING WE                                       ,groundwater,Fresh,,
OR_6352,6352,CRABTREE CREEK,surface water,Fresh,,
OR_6353,6353,UPTON SL                                          ,surface water,Fresh,,
OR_6354,6354,FAYE CANYON CR/RS                                 ,surface water,Fresh,,
OR_6355,6355,UNNAMED CR/2 RESERVOIRS                           ,surface water,Fresh,,
OR_6356,6356,PINCHOT RS                                        ,surface water,Fresh,,
OR_6357,6357,ROOSEVELT RS                                     ,surface water,Fresh,,
OR_6358,6358,STEWART RS                                        ,surface water,Fresh,,
OR_6359,6359,LITTLE COTTONWOOD CREEK                           ,surface water,Fresh,,
OR_6360,6360,LESTER JAMES RES 3                                ,surface water,Fresh,,
OR_6361,6361,WATERHOUSE SL                                     ,surface water,Fresh,,
OR_6362,6362,BARNES WELL #1                                    ,groundwater,Fresh,,
OR_6363,6363,CROOK WELL #6                                     ,groundwater,Fresh,,
OR_6364,6364,WILSON L                                          ,surface water,Fresh,,
OR_6365,6365,DE JONG RESERVOIR                                 ,surface water,Fresh,,
OR_6366,6366,2 SMALL STREAMS                                   ,surface water,Fresh,,
OR_6367,6367,DRY RIVER                                         ,surface water,Fresh,,
OR_6368,6368,KUENY CAN                                         ,surface water,Fresh,,
OR_6369,6369,BLACK CAN                                         ,surface water,Fresh,,
OR_6370,6370,ROARING SPRINGS CAN,surface water,Fresh,,
OR_6371,6371,ANDY HILL RS                                     ,surface water,Fresh,,
OR_6372,6372,POLANDER CREEK                                    ,surface water,Fresh,,
OR_6373,6373,FALK WE 1                                         ,groundwater,Fresh,,
OR_6374,6374,UNNAMED DRAIN CANAL                               ,surface water,Fresh,,
OR_6375,6375,LITTLE SPRING CREEK                               ,surface water,Fresh,,
OR_6376,6376,SPRING CR 2                                       ,surface water,Fresh,,
OR_6377,6377,SPRING CR 3                                       ,surface water,Fresh,,
OR_6378,6378,TAYLOR WE 1                                       ,groundwater,Fresh,,
OR_6379,6379,DODGE SL                                          ,surface water,Fresh,,
OR_6380,6380,BLUE L SL                                         ,surface water,Fresh,,
OR_6381,6381,CHARMAN CREEK                                     ,storage,Fresh,,
OR_6382,6382,GUANO CR/RES                                     ,surface water,Fresh,,
OR_6383,6383,DEAD SOLDIER CREEK                                ,surface water,Fresh,,
OR_6384,6384,JOHNSON SUMP #1                                   ,groundwater,Fresh,,
OR_6385,6385,ULRICH WE #1                                     ,groundwater,Fresh,,
OR_6386,6386,FOLSOMS POND                                      ,surface water,Fresh,,
OR_6387,6387,STEWART WE #1                                     ,groundwater,Fresh,,
OR_6388,6388,LAVENDER WELL #1                                  ,groundwater,Fresh,,
OR_6389,6389,REDSULL WE #1                                     ,groundwater,Fresh,,
OR_6390,6390,HART WELL #1                                     ,groundwater,Fresh,,
OR_6391,6391,THORN CREEK                                       ,storage,Fresh,,
OR_6392,6392,HUBBARD L CREEK                                  ,surface water,Fresh,,
OR_6393,6393,RICHARD CREEK                                     ,surface water,Fresh,,
OR_6394,6394,GEPPERT CREEK                                     ,surface water,Fresh,,
OR_6395,6395,HOBART L                                          ,surface water,Fresh,,
OR_6396,6396,CHAPPIN CREEK,surface water,Fresh,,
OR_6397,6397,CHERRY GULCH                                      ,surface water,Fresh,,
OR_6398,6398,POWELL CREEK,surface water,Fresh,,
OR_6399,6399,STRUGIS FORK CARBERRY                             ,surface water,Fresh,,
OR_6400,6400,BENJAMIN GULCH                                    ,surface water,Fresh,,
OR_6401,6401,LITTLE PARK RESERVOIR                             ,surface water,Fresh,,
OR_6402,6402,JACKSON CREEK,surface water,Fresh,,
OR_6403,6403,WEESE WE 1                                        ,groundwater,Fresh,,
OR_6404,6404,RYAN WELL 2                                       ,groundwater,Fresh,,
OR_6405,6405,JACOBS WELL 2                                     ,groundwater,Fresh,,
OR_6406,6406,HOMESTEAD GULCH                                   ,surface water,Fresh,,
OR_6407,6407,ALBRIGHT GULCH                                    ,surface water,Fresh,,
OR_6408,6408,MILLER WELL 1                                     ,groundwater,Fresh,,
OR_6409,6409,UNNAMED GL/WHITELINE RS                           ,surface water,Fresh,,
OR_6410,6410,WHITELINE RESERVOIR,surface water,Fresh,,
OR_6411,6411,ANDERSON CR/RESERVOIR                             ,surface water,Fresh,,
OR_6412,6412,MCGOWAN CREEK                                     ,surface water,Fresh,,
OR_6413,6413,BRONSON WELL 3                                    ,groundwater,Fresh,,
OR_6414,6414,ELSNER WELL 2                                     ,groundwater,Fresh,,
OR_6415,6415,SILVER CREEK                                      ,storage,Fresh,,
OR_6416,6416,UNNAMED STREAM/OLFERT RESERVOIR                   ,surface water,Fresh,,
OR_6417,6417,APPLEGATE CREEK                                  ,surface water,Fresh,,
