SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
AKwr_S3,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Big Lake,,,lake,AK,,Bad Latitude,2.0
AKwr_S4,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well 14,,,well,AK,,Bad Latitude,3.0
AKwr_S8,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,R-25 Creek,,,creek,AK,,Bad Latitude,7.0
AKwr_S10,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lacy Lane,,,well,AK,,Bad Latitude,9.0
AKwr_S11,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mission Hills,,,well,AK,,Bad Latitude,10.0
AKwr_S12,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,GRUENING,,,well,AK,,Bad Latitude,11.0
AKwr_S13,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point Unit Well #A-2A,,,well,AK,,Bad Latitude,12.0
AKwr_S14,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point Unit,,,well,AK,,Bad Latitude,13.0
AKwr_S15,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point Unit Well #B-1,,,well,AK,,Bad Latitude,14.0
AKwr_S16,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MPU Source Water Well CFP-1,,,well,AK,,Bad Latitude,15.0
AKwr_S20,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L Pad Lake,,,lake,AK,,Bad Latitude,19.0
AKwr_S21,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point Unit Unnamed Lake,,,lake,AK,,Bad Latitude,20.0
AKwr_S22,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MPU B Pad Lake,,,lake,AK,,Bad Latitude,21.0
AKwr_S23,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site B,,,well,AK,,Bad Latitude,22.0
AKwr_S24,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,K309,,,lake,AK,,Bad Latitude,23.0
AKwr_S25,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,EKLUTNA WTF,,,lake,AK,,Bad Latitude,24.0
AKwr_S26,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,K214,,,lake,AK,,Bad Latitude,25.0
AKwr_S27,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Bradley Lake Powerhouse,,,lake,AK,,Bad Latitude,26.0
AKwr_S32,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,WELL #2,,,well,AK,,Bad Latitude,31.0
AKwr_S33,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #06 MCALPINE,,,well,AK,,Bad Latitude,32.0
AKwr_S34,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #09 PALO VERDES,,,well,AK,,Bad Latitude,33.0
AKwr_S35,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Honnor Garden,,,well,AK,,Bad Latitude,34.0
AKwr_S36,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,East Susitna,,,well,AK,,Bad Latitude,35.0
AKwr_S37,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Muck,,,well,AK,,Bad Latitude,36.0
AKwr_S38,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Spruce Avenue,,,well,AK,,Bad Latitude,37.0
AKwr_S39,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Spruce Stand-by well,,,well,AK,,Bad Latitude,38.0
AKwr_S40,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Wonderland Irrigation well,,,well,AK,,Bad Latitude,39.0
AKwr_S43,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,WELL,,,well,AK,,Bad Latitude,42.0
AKwr_S44,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Little Campbell Creek, Lot 11",,,creek,AK,,Bad Latitude,43.0
AKwr_S45,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Pillar Creek,,,creek,AK,,Bad Latitude,44.0
AKwr_S46,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Eyak Lake,,,lake,AK,,Bad Latitude,45.0
AKwr_S48,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well E,,,well,AK,,Bad Latitude,47.0
AKwr_S49,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Old Field,,,well,AK,,Bad Latitude,48.0
AKwr_S51,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Buskin Lake,,,well,AK,,Bad Latitude,50.0
AKwr_S53,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,St Nicholas - North Fork Lake,,,lake,AK,,Bad Latitude,52.0
AKwr_S54,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,wells,,,well,AK,,Bad Latitude,53.0
AKwr_S57,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Haines - Lutak,,,lake,AK,,Bad Latitude,56.0
AKwr_S58,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,creek,,,creek,AK,,Bad Latitude,57.0
AKwr_S59,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,North PRB State No. 2,,,lake,AK,,Bad Latitude,58.0
AKwr_S64,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,East Drill Site 4  Area Lake,,,lake,AK,,Bad Latitude,63.0
AKwr_S65,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,South Drill Site 4  Area Lake,,,lake,AK,,Bad Latitude,64.0
AKwr_S66,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,West Drill Site 4  Area Lake,,,lake,AK,,Bad Latitude,65.0
AKwr_S73,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,T3C Lake,,,lake,AK,,Bad Latitude,72.0
AKwr_S75,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lisburne Production Center LPC Lake,,,lake,AK,,Bad Latitude,74.0
AKwr_S77,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,well 9,,,well,AK,,Bad Latitude,76.0
AKwr_S78,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,307 ft,,,well,AK,,Bad Latitude,77.0
AKwr_S79,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ship Creek,,,creek,AK,,Bad Latitude,78.0
AKwr_S81,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,well at Akakeek and Ridgecrest Roads,,,well,AK,,Bad Latitude,80.0
AKwr_S82,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well 1,,,well,AK,,Bad Latitude,81.0
AKwr_S83,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS115,,,well,AK,,Bad Latitude,82.0
AKwr_S84,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS116,,,well,AK,,Bad Latitude,83.0
AKwr_S85,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Battle Creek,,,river,AK,,Bad Latitude,84.0
AKwr_S86,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well House #2,,,well,AK,,Bad Latitude,85.0
AKwr_S87,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well House #1,,,well,AK,,Bad Latitude,86.0
AKwr_S89,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Tract A,,,well,AK,,Bad Latitude,88.0
AKwr_S90,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS105,,,well,AK,,Bad Latitude,89.0
AKwr_S91,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,well,,,well,AK,,Bad Latitude,90.0
AKwr_S92,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Interceptor Wells,,,well,AK,,Bad Latitude,91.0
AKwr_S93,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,TSF incl Heap Leach,,,well,AK,,Bad Latitude,92.0
AKwr_S95,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Chum Creek,,,creek,AK,,Bad Latitude,94.0
AKwr_S98,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CHUGIAK #3,,,well,AK,,Bad Latitude,97.0
AKwr_S100,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Goat Lake,,,lake,AK,,Bad Latitude,99.0
AKwr_S104,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Pyramid Creek/ Icy Lake,,,well,AK,,Bad Latitude,103.0
AKwr_S106,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MPU F Pad Wells,,,well,AK,,Bad Latitude,105.0
AKwr_S110,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well # 4,,,well,AK,,Bad Latitude,109.0
AKwr_S111,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MPU K Pad Wells,,,well,AK,,Bad Latitude,110.0
AKwr_S113,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Softball Fields,,,well,AK,,Bad Latitude,112.0
AKwr_S114,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Bldg 4972-Well 1,,,well,AK,,Bad Latitude,113.0
AKwr_S115,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Bldg 4972-Well 2,,,well,AK,,Bad Latitude,114.0
AKwr_S116,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Bldg 6983-Well 1,,,well,AK,,Bad Latitude,115.0
AKwr_S117,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Pit Dewatering,,,lake,AK,,Bad Latitude,116.0
AKwr_S118,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,South Fork Hydro Plant,,,lake,AK,,Bad Latitude,117.0
AKwr_S119,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake Hood Well,,,well,AK,,Bad Latitude,118.0
AKwr_S120,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Shotgun Creek,,,creek,AK,,Bad Latitude,119.0
AKwr_S121,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Falls Creek,,,creek,AK,,Bad Latitude,120.0
AKwr_S122,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Rolling Rock,,,creek,AK,,Bad Latitude,121.0
AKwr_S126,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9312,,,lake,AK,,Bad Latitude,125.0
AKwr_S127,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9321,,,lake,AK,,Bad Latitude,126.0
AKwr_S128,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9322,,,lake,AK,,Bad Latitude,127.0
AKwr_S129,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site D,,,lake,AK,,Bad Latitude,128.0
AKwr_S130,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9313,,,lake,AK,,Bad Latitude,129.0
AKwr_S131,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,K209,,,lake,AK,,Bad Latitude,130.0
AKwr_S132,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Mine Site F,,,lake,AK,,Bad Latitude,131.0
AKwr_S137,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Wells #1, #2, & #3 combined",,,well,AK,,Bad Latitude,136.0
AKwr_S138,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Office/Camp Well and Well 43-5,,,well,AK,,Bad Latitude,137.0
AKwr_S139,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Swanson River Field Tank Setting,,,well,AK,,Bad Latitude,138.0
AKwr_S140,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Swanson River Field Compressor wells,,,well,AK,,Bad Latitude,139.0
AKwr_S141,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Swanson River Field Tank Setting 1-33 Well,,,well,AK,,Bad Latitude,140.0
AKwr_S142,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,well 11,,,well,AK,,Bad Latitude,141.0
AKwr_S143,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Johnson Creek,,,creek,AK,,Bad Latitude,142.0
AKwr_S144,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Ranch well 1, 281'",,,well,AK,,Bad Latitude,143.0
AKwr_S145,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Ranch well 3, 299'",,,well,AK,,Bad Latitude,144.0
AKwr_S146,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.942143582999,64.4486002175,,,POD,DW02 & DW03,WaDEAK_S146,,well,AK,,Bad Latitude,145.0
AKwr_S147,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.940939436,64.4489260332999,,,POD,Gravel Pit Pond,WaDEAK_S147,,well,AK,,Bad Latitude,146.0
AKwr_S148,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.91643764399998,64.47342224479999,,,POD,Goodpaster River ORTW influent,WaDEAK_S148,,well,AK,,Bad Latitude,147.0
AKwr_S149,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.89395734299998,64.4499992638999,,,POD,Recycle Tailings Pond (RTP),WaDEAK_S149,,well,AK,,Bad Latitude,148.0
AKwr_S150,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.943083604,64.4473976884,,,POD,GW from mine to ORTW or recycled underground,WaDEAK_S150,,well,AK,,Bad Latitude,149.0
AKwr_S152,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Drilled Well(s),,,well,AK,,Bad Latitude,151.0
AKwr_S153,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Moonlight Wells,,,well,AK,,Bad Latitude,152.0
AKwr_S154,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,New Field,,,well,AK,,Bad Latitude,153.0
AKwr_S155,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,496' well on Tract C Block 9,,,well,AK,,Bad Latitude,154.0
AKwr_S156,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,491' well at Bethel Regional High School site,,,well,AK,,Bad Latitude,155.0
AKwr_S161,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Tr K-1, Bernard Subd.",,,well,AK,,Bad Latitude,160.0
AKwr_S162,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well,,,well,AK,,Bad Latitude,161.0
AKwr_S163,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,A012,,,well,AK,,Bad Latitude,162.0
AKwr_S165,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,cooling well,,,well,AK,,Bad Latitude,164.0
AKwr_S166,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Gravel Pit,,,lake,AK,,Bad Latitude,165.0
AKwr_S167,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Tyee Lake Hydro,,,lake,AK,,Bad Latitude,166.0
AKwr_S168,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well C-2,,,well,AK,,Bad Latitude,167.0
AKwr_S169,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Wilderness Lodge Well,,,well,AK,,Bad Latitude,168.0
AKwr_S170,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Nikiski well,,,well,AK,,Bad Latitude,169.0
AKwr_S173,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS157,,,well,AK,,Bad Latitude,172.0
AKwr_S174,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Tr A & Tr C,,,well,AK,,Bad Latitude,173.0
AKwr_S175,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS153,,,well,AK,,Bad Latitude,174.0
AKwr_S176,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS114,,,well,AK,,Bad Latitude,175.0
AKwr_S177,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS111,,,well,AK,,Bad Latitude,176.0
AKwr_S179,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS122,,,well,AK,,Bad Latitude,178.0
AKwr_S180,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Big Creek Well,,,well,AK,,Bad Latitude,179.0
AKwr_S181,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS124,,,well,AK,,Bad Latitude,180.0
AKwr_S184,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well B,,,well,AK,,Bad Latitude,183.0
AKwr_S189,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Snettisham project,,,well,AK,,Bad Latitude,188.0
AKwr_S197,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Dewey Lake,,,lake,AK,,Bad Latitude,196.0
AKwr_S198,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Wells, Dewey Lake & W Creek",,,well,AK,,Bad Latitude,197.0
AKwr_S199,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #07 SUNNY SLOPE,,,well,AK,,Bad Latitude,198.0
AKwr_S201,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 01 - AIRPORT HEIGHTS,,,well,AK,,Bad Latitude,200.0
AKwr_S202,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 02 - MERRILL FIELD,,,well,AK,,Bad Latitude,201.0
AKwr_S203,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 03 -CONCRETE STREET,,,well,AK,,Bad Latitude,202.0
AKwr_S204,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 04 - COMMERCIAL DRIVE,,,well,AK,,Bad Latitude,203.0
AKwr_S205,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 05 - ARCTIC BOULEVARD,,,well,AK,,Bad Latitude,204.0
AKwr_S206,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 06 - NORTHWOOD DRIVE,,,well,AK,,Bad Latitude,205.0
AKwr_S207,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 08 - GOOSE LAKE,,,well,AK,,Bad Latitude,206.0
AKwr_S208,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,GIRDWOOD #2,,,well,AK,,Bad Latitude,207.0
AKwr_S209,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,SHIP CREEK WTF,,,river,AK,,Bad Latitude,208.0
AKwr_S210,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 44 - BROOKWOOD NO. 1,,,well,AK,,Bad Latitude,209.0
AKwr_S211,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 34 - HOLLOWBROOK,,,well,AK,,Bad Latitude,210.0
AKwr_S212,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Salmon Creek Reservoir,,,creek,AK,,Bad Latitude,211.0
AKwr_S213,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Annex Creek Development,,,creek,AK,,Bad Latitude,212.0
AKwr_S215,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Freshwater Reservoir,,,lake,AK,,Bad Latitude,214.0
AKwr_S217,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ARCTIC IND. #1,,,well,AK,,Bad Latitude,216.0
AKwr_S218,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 20 - CREEKSIDE PARK,,,well,AK,,Bad Latitude,217.0
AKwr_S219,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 40 - DIMOND,,,well,AK,,Bad Latitude,218.0
AKwr_S220,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 37 - CAMPBELL LAKE,,,well,AK,,Bad Latitude,219.0
AKwr_S221,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 27 - HOMESTEAD,,,well,AK,,Bad Latitude,220.0
AKwr_S222,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 21 - KLUANE TERRACE,,,well,AK,,Bad Latitude,221.0
AKwr_S223,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 33 - MESA VERDE,,,well,AK,,Bad Latitude,222.0
AKwr_S224,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,NUNAKA VALLEY #01,,,well,AK,,Bad Latitude,223.0
AKwr_S225,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 23 - NUNAKA VALLEY,,,well,AK,,Bad Latitude,224.0
AKwr_S226,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,NUNAKA VALLEY #03,,,well,AK,,Bad Latitude,225.0
AKwr_S227,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,PIERCE,,,well,AK,,Bad Latitude,226.0
AKwr_S228,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,SCENIC PARK,,,well,AK,,Bad Latitude,227.0
AKwr_S229,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 22 - SHADY LANE,,,well,AK,,Bad Latitude,228.0
AKwr_S230,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,SHADY BIRCH TERRACE,,,well,AK,,Bad Latitude,229.0
AKwr_S231,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,SOUTHWOOD PARK,,,well,AK,,Bad Latitude,230.0
AKwr_S232,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 32 - STATE MANOR NO. 2,,,well,AK,,Bad Latitude,231.0
AKwr_S233,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 41 - TOWN AND COUNTRY,,,well,AK,,Bad Latitude,232.0
AKwr_S234,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 26 - WICKERSHAM PARK,,,well,AK,,Bad Latitude,233.0
AKwr_S235,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 42 - WINDEMERE,,,well,AK,,Bad Latitude,234.0
AKwr_S239,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #04 EAGLE RIVER HEIGHTS NORTH,,,well,AK,,Bad Latitude,238.0
AKwr_S240,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #05 EAGLE RIVER HEIGHTS SOUTH,,,well,AK,,Bad Latitude,239.0
AKwr_S245,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Crystal Creek Pond - Tailrace,,,lake,AK,,Bad Latitude,244.0
AKwr_S247,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well #1,,,well,AK,,Bad Latitude,246.0
AKwr_S248,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well #2,,,well,AK,,Bad Latitude,247.0
AKwr_S249,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well #3,,,well,AK,,Bad Latitude,248.0
AKwr_S250,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 10 - NF CAMPBELL CREEK,,,well,AK,,Bad Latitude,249.0
AKwr_S251,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 11 - NF CAMPBELL CREEK,,,well,AK,,Bad Latitude,250.0
AKwr_S252,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS127,,,well,AK,,Bad Latitude,251.0
AKwr_S253,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,WOODLAND LAKES,,,well,AK,,Bad Latitude,252.0
AKwr_S254,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 24 - CHUGACH FOOTHILLS,,,well,AK,,Bad Latitude,253.0
AKwr_S255,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,GIRDWOOD #1,,,well,AK,,Bad Latitude,254.0
AKwr_S256,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 25 - MILITARY NO. 1,,,well,AK,,Bad Latitude,255.0
AKwr_S257,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 28 - WINCHESTER,,,well,AK,,Bad Latitude,256.0
AKwr_S260,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ARCTIC IND. NO. 2,,,well,AK,,Bad Latitude,259.0
AKwr_S261,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 36 - QUEENSGATE,,,well,AK,,Bad Latitude,260.0
AKwr_S262,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Snettisham,,,well,AK,,Bad Latitude,261.0
AKwr_S263,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 07 - KHAR TOWER,,,well,AK,,Bad Latitude,262.0
AKwr_S264,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 9 - SHIP CREEK FAN,,,well,AK,,Bad Latitude,263.0
AKwr_S265,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Solomon Gulch Hydro,,,river,AK,,Bad Latitude,264.0
