SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
UTSS_S321,,Unspecified,Duchesne,EPSG:4326,,,,,40.36284671,-110.284123,,,Existing Well #6,108542973,,Well,UT,
UTSS_S322,,Unspecified,Duchesne,EPSG:4326,,,,,40.35604989,-110.2900183,,,Existing Well #4,108542974,,Well,UT,
UTSS_S323,,Unspecified,Duchesne,EPSG:4326,,,,,40.35609665,-110.2900322,,,Existing Well #5,108542975,,Well,UT,
UTSS_S324,,Unspecified,Duchesne,EPSG:4326,,,,,40.55938346,-110.3334353,,,Upper Spring (WS002),14180001,,Spring,UT,
UTSS_S325,,Unspecified,Duchesne,EPSG:4326,,,,,40.57240278,-110.3297596,,,Lower Cow Canyon Spring 2 (WS003),14180002,,Spring,UT,
UTSS_S326,,Unspecified,Wasatch,EPSG:4326,,,,,40.7838135,-111.7962385,,,Storm Haven Well 2 (WS002),108545748,,Well,UT,
UTSS_S327,,Unspecified,Wasatch,EPSG:4326,,,,,40.44823987,-111.3692787,,,Storm Haven Well 1 (WS001),14200001,,Well,UT,
UTSS_S328,,Unspecified,Tooele,EPSG:4326,,,,,40.59823851,-112.31624340000002,,,Nelson Well,14230002,,Well,UT,
UTSS_S329,,Unspecified,Utah,EPSG:4326,,,,,39.99979568,-111.68858,,,Dixon Spring (WS001),14240001,,Spring,UT,
UTSS_S330,,Unspecified,Utah,EPSG:4326,,,,,40.01669039,-111.6952944,,,Shuler Well (WS002),14240002,,Well,UT,
UTSS_S331,,Unspecified,Iron,EPSG:4326,,,,,37.63372051,-113.038926,,,East Greens Lake Spr #1,14290005,,Spring,UT,
UTSS_S332,,Unspecified,Washington,EPSG:4326,,,,,37.13888121,-113.367376,,,SH18 Well,108541005,,Well,UT,
UTSS_S333,,Unspecified,Washington,EPSG:4326,,,,,37.12949045,-113.3689415,,,SH20 Well,108541006,,Well,UT,
UTSS_S334,,Unspecified,Washington,EPSG:4326,,,,,37.12292055,-113.3661838,,,SH21 Well,108541007,,Well,UT,
UTSS_S335,,Unspecified,Washington,EPSG:4326,,,,,37.11382044,-113.35959579999998,,,SH22 Well,108541008,,Well,UT,
UTSS_S336,,Unspecified,Washington,EPSG:4326,,,,,37.12062711,-113.39008590000002,,,SH10A Well,108541012,,Well,UT,
UTSS_S337,,Unspecified,Washington,EPSG:4326,,,,,37.10525891,-113.3572243,,,SH03 Well,108541013,,Well,UT,
UTSS_S338,,Unspecified,Washington,EPSG:4326,,,,,37.52268221,-113.0293314,,,Crystal Creek,108541030,,Stream,UT,
UTSS_S339,,Unspecified,Washington,EPSG:4326,,,,,37.16216163,-113.7085403,,,Well (Kayenta Upper Well),108541223,,Well,UT,
UTSS_S340,,Unspecified,Washington,EPSG:4326,,,,,37.12898546,-113.650726,,,Old Farm Road Well,108542508,,Well,UT,
UTSS_S341,,Unspecified,Washington,EPSG:4326,,,,,37.27654421,-113.3183631,,,Cottam Well #2B,14350001,,Well,UT,
UTSS_S342,,Unspecified,Washington,EPSG:4326,,,,,37.15638033,-113.7085976,,,Ence Lower Well (delivered to Ivins),108540013,,Well,UT,
UTSS_S343,,Unspecified,Iron,EPSG:4326,,,,,37.71179807,-113.6547228,,,Well #2 Repl-1 (WS003),14360001,,Well,UT,
UTSS_S344,,Unspecified,Sanpete,EPSG:4326,,,,,39.20050912,-111.6630659,,,Morrison Tunnel (WS001),14380001,,Tunnel,UT,
UTSS_S345,,Unspecified,Box Elder,EPSG:4326,,,,,41.70858451,-112.3283366,,,Marble Hills Well (WS001),14400001,,Well,UT,
UTSS_S346,,Unspecified,Washington,EPSG:4326,,,,,37.00280534,-113.0049298,,,Power Plant Well (WS012),108543555,,Well,UT,
UTSS_S347,,Unspecified,Washington,EPSG:4326,,,,,37.02107917,-112.9718412,,,Springs (Group),108545314,,Spring,UT,
UTSS_S348,,Unspecified,Washington,EPSG:4326,,,,,36.99071936,-112.9836195,,,Treatment Plant Wells (Group),108545315,,Well,UT,
UTSS_S349,,Unspecified,Washington,EPSG:4326,,,,,37.32774571,-113.6456357,,,North Ridge Well #4 (WS005),108540481,,Well,UT,
UTSS_S350,,Unspecified,Washington,EPSG:4326,,,,,37.32679388,-113.6461576,,,North Ridge Well #3 (WS003),14450003,,Well,UT,
UTSS_S351,,Unspecified,Utah,EPSG:4326,,,,,40.30268664,-112.1013203,,,White Hills Well #1 (WS001),14460001,,Well,UT,
UTSS_S352,,Unspecified,Weber,EPSG:4326,,,,,41.26985,-111.7324658,,,Well #1 (WS001),14490001,,Well,UT,
UTSS_S353,,Unspecified,Beaver,EPSG:4326,,,,,38.34145588,-112.3582301,,,Forest Service Spring (WS005),108543188,,Spring,UT,
UTSS_S354,,Unspecified,Beaver,EPSG:4326,,,,,38.3277946,-112.3597707,,,Puffer Lake Upper/Middle Springs Group,14550005,,Spring,UT,
UTSS_S355,,Unspecified,Beaver,EPSG:4326,,,,,38.32982096,-112.3688087,,,Triple Chair Well (WS010),14550001,,Spring,UT,
UTSS_S356,,Unspecified,Sanpete,EPSG:4326,,,,,39.48843997,-111.4008249,,,Meadows Well  - (WS002) Sec. Water Only,19030001,,Well,UT,
UTSS_S357,,Unspecified,Summit,EPSG:4326,,,,,40.91069676,-111.3716189,,,Coalville Well (6 inch),19040005,,Well,UT,
UTSS_S358,,Unspecified,Summit,EPSG:4326,,,,,40.91069653,-111.3716913,,,Coalville Well (8 inch),19040001,,Well,UT,
UTSS_S359,,Unspecified,Garfield,EPSG:4326,,,,,37.6938966,-112.1751805,,,Wells  (Combined),19100003,,Well,UT,
UTSS_S360,,Unspecified,Tooele,EPSG:4326,,,,,40.69256808,-112.2571619,,,Well (6`),19150001,,Well,UT,
UTSS_S361,,Unspecified,Summit,EPSG:4326,,,,,40.78480807,-111.1622729,,,Beaver Spring Ranch Well (WS002),108542632,,Well,UT,
UTSS_S362,,Unspecified,Box Elder,EPSG:4326,,,,,41.63260589,-112.06022140000002,,,North Springs Group,108544312,,Spring,UT,
UTSS_S363,,Unspecified,Kane,EPSG:4326,,,,,37.11374499,-111.83310120000002,,,Well #1 (8`),108540165,,Well,UT,
UTSS_S364,,Unspecified,Beaver,EPSG:4326,,,,,38.33572619,-112.6346827,,,Last Chance Bench Well,108540291,,Well,UT,
UTSS_S365,,Unspecified,Wasatch,EPSG:4326,,,,,40.53981582,-111.39332749999998,,,Well,108540305,,Well,UT,
UTSS_S366,,Unspecified,Wasatch,EPSG:4326,,,,,40.50597933,-111.228506,,,Wolf Creek Well (WS001),108540317,,Well,UT,
UTSS_S367,,Unspecified,Sanpete,EPSG:4326,,,,,39.61860733,-111.3594922,,,Thads Peak Well (WS002),108540321,,Well,UT,
UTSS_S368,,Unspecified,Sanpete,EPSG:4326,,,,,39.598506,-111.4187711,,,Clubhouse Well (WS001),108540320,,Well,UT,
UTSS_S369,,Unspecified,San Juan,EPSG:4326,,,,,38.26689595,-109.3737446,,,Well #3 (WS003),108540412,,Well,UT,
