OID_,SensorCode,SensorID,SensorLabel,Comment,Description,isPublished,LocationName,LocationCode,LocationID,SubLocationCode,TimeSeriesType,Parameter,UnitOfMeasure,UtcOffset,ComputationMethod,ComputationPeriod,LastModifiedTime,ExtendedAttributeValues,ParameterLabel
248,Discharge.Daily Average@41O 04910,a7f9e3b554dc4c3d803c79328e982217,Daily Average,,,1,Upper Spring Creek,41O 04910,275adfdd3e85452080c1ffd37d3860d9,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 19:16:40,[],Discharge
249,Discharge.discharge@41O 04910,768bd14c735b4346bd6e4a8277e57e01,discharge,,,1,Upper Spring Creek,41O 04910,275adfdd3e85452080c1ffd37d3860d9,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:05,[],Discharge
250,Stage.working@41O 04910,7fb39069f46a45308dc59e0a203f8c9d,working,,,1,Upper Spring Creek,41O 04910,275adfdd3e85452080c1ffd37d3860d9,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 19:16:47,[],Stage
251,Discharge.Daily Average@41O 04950,ce1f848d713a42aaa70554de43439286,Daily Average,,,1,Middle Spring Creek,41O 04950,2709dbc9345b4c7190c5f182c06e5869,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 19:17:23,[],Discharge
252,Discharge.discharge@41O 04950,46701e2dbe06424995629d12f01fef2b,discharge,,,1,Middle Spring Creek,41O 04950,2709dbc9345b4c7190c5f182c06e5869,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:17:48,[],Discharge
253,Stage.working@41O 04950,5f19a413c4ae4d89943eaa038f119d78,working,,,1,Middle Spring Creek,41O 04950,2709dbc9345b4c7190c5f182c06e5869,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 19:17:56,[],Stage
254,Stage.Daily Average@41O 04970,703f978c961b436a8d8b633256a6bed4,Daily Average,,,1,Spring Creek at City Park,41O 04970,99dc89fae90943f59fe2ced0462217ac,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,3/8/2021 22:02:32,[],Stage
255,Discharge.Daily Average@41O 04970,0d78b8074f094842abb6beb9bbccd633,Daily Average,,,1,Spring Creek at City Park,41O 04970,99dc89fae90943f59fe2ced0462217ac,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 19:18:37,[],Discharge
256,Discharge.disharge@41O 04970,799a3151550f4d11ab9aaeba980b9331,disharge,,,1,Spring Creek at City Park,41O 04970,99dc89fae90943f59fe2ced0462217ac,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,3/8/2021 22:01:39,[],Discharge
257,Water Temp.water temp@41O 04970,3d41fe927c8f4246b1885dbbf29deba0,water temp,,,1,Spring Creek at City Park,41O 04970,99dc89fae90943f59fe2ced0462217ac,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,3/8/2021 22:01:19,[],Water Temp
258,Stage.working@41O 04970,8a87b4254e62453a8388696905601b75,working,,,1,Spring Creek at City Park,41O 04970,99dc89fae90943f59fe2ced0462217ac,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,3/8/2021 22:01:28,[],Stage
259,Discharge.Daily Average@41O 04990,7fad97dff22a49e3bac2608fccdfba92,Daily Average,,,1,Lower Spring Creek,41O 04990,2336346cd29543789b2164566b7610e4,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:05,[],Discharge
260,Discharge.discharge@41O 04990,f185936b40664936a200fd8046974c3a,discharge,,,1,Lower Spring Creek,41O 04990,2336346cd29543789b2164566b7610e4,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:05,[],Discharge
261,Discharge.Daily Average@41O 05000,efd71e060cae4506a59bea01a459694e,Daily Average,,,1,Teton River above Hwy 221 bridge,41O 05000,a2ee11ec5b2549df962285482b85dc8c,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 19:20:55,[],Discharge
262,Discharge.discharge@41O 05000,df316d8b54804fb7beac850dc7ffc597,discharge,,,1,Teton River above Hwy 221 bridge,41O 05000,a2ee11ec5b2549df962285482b85dc8c,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:21:03,[],Discharge
263,Stage.working@41O 05000,bbf4c95f97aa4814a716081fb38f2da5,working,,,1,Teton River above Hwy 221 bridge,41O 05000,a2ee11ec5b2549df962285482b85dc8c,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 19:21:21,[],Stage
264,Discharge.discharge@41O 06900,960cdb67d93e4caab45b6c1a75c59448,discharge,Site Name: Muddy Cr Tru Track,,1,Muddy Creek near Collins,41O 06900,8da2ea22c354406a88d91e1d1d02b983,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:22:15,[],Discharge
265,Stage.working@41O 06900,3ff5c9dc21724b13a02e8d5b470e0b27,working,,,1,Muddy Creek near Collins,41O 06900,8da2ea22c354406a88d91e1d1d02b983,,ProcessorBasic,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 19:22:24,[],Stage
266,Discharge.discharge@41O 08000,95546bf76a474083b1a353b259c29961,discharge,Site Name: Teton Bootlegger Br Tru Track,Bootlegger 110712.csv Datalogged,1,Teton River below Bootlegger Bridge,41O 08000,063f19b2113c407d879c51f63beb405c,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:23:42,[],Discharge
267,Stage.working@41O 08000,73b9fc28c3ee411d9f6c3d75f859b040,working,,,1,Teton River below Bootlegger Bridge,41O 08000,063f19b2113c407d879c51f63beb405c,,ProcessorBasic,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 19:23:36,[],Stage
268,Stage.Daily Average@41O 09000,40c51d944904414a9841e4d2d43b4323,Daily Average,,,1,Teton River below Buck Bridge,41O 09000,e36aa48b783d4b61b2cbc35572a08973,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:35:40,[],Stage
269,Discharge.Daily Average@41O 09000,20fca559c49346d39350a2276a562268,Daily Average,,,1,Teton River below Buck Bridge,41O 09000,e36aa48b783d4b61b2cbc35572a08973,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 19:26:17,[],Discharge
270,Discharge.discharge@41O 09000,4b9b6c044ccc44ea90e191a3e76df0d5,discharge,,,1,Teton River below Buck Bridge,41O 09000,e36aa48b783d4b61b2cbc35572a08973,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:26:26,[],Discharge
271,Stage.working@41O 09000,6a21e02a368b437d8b00da72d6cdc847,working,,,1,Teton River below Buck Bridge,41O 09000,e36aa48b783d4b61b2cbc35572a08973,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 19:26:40,[],Stage
272,Discharge.Daily Average@41A 02000,580d0e6c39604ad3b18bcfaadde41483,Daily Average,,,1,Red Rock River 1 abv Outlaw #6 Ditch,41A 02000,b1545177d2d54bd1bac3d4fa0bdc9f84,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,3/9/2021 15:04:37,[],Discharge
273,Discharge.Discharge@41A 02000,c398219a32e3431b89b1992e2c8ea92c,Discharge,,,1,Red Rock River 1 abv Outlaw #6 Ditch,41A 02000,b1545177d2d54bd1bac3d4fa0bdc9f84,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/3/2021 21:28:33,[],Discharge
274,Discharge.Daily Average@41A 03000,88f9ae94e67f4a63bf02eacf05372bb8,Daily Average,,Red Rock at Steelbridge,1,Red Rock River 2 at Steel Bridge Lane,41A 03000,6f91bf904b3d4bceb66da627cd26dfec,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,3/9/2021 14:39:26,[],Discharge
275,Discharge.Discharge@41A 03000,cb439fbda2624f339f5d1e141089d86a,Discharge,,Red Rock at Steelbridge,1,Red Rock River 2 at Steel Bridge Lane,41A 03000,6f91bf904b3d4bceb66da627cd26dfec,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/3/2021 21:29:14,[],Discharge
276,Discharge.Daily Average@41A 04000,3c8d05fc431344bba9714d9bdbdd47fb,Daily Average,,,1,Red Rock River 3 at Gravley Lane,41A 04000,66c96504569b4cf19057c09c387e6947,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,3/9/2021 14:23:53,[],Discharge
277,Discharge.Discharge@41A 04000,ff5cb5c07ecb43c9a347499c3c6ca840,Discharge,,,1,Red Rock River 3 at Gravley Lane,41A 04000,66c96504569b4cf19057c09c387e6947,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,3/9/2021 14:23:37,[],Discharge
278,Discharge.Daily Average Q@41A 06000,5d2eeaf04bdf484da27ac810cfe0f247,Daily Average Q,,Red Rock at Wolfe Lane,1,Red Rock River 4 at Wolfe Lane,41A 06000,cc720a0f9d32469a843cc4d6c1b554f4,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/3/2021 21:30:53,[],Discharge
279,Discharge.Discharge@41A 06000,c85eda4ff7f94f65abce0f0821c5196e,Discharge,,Red Rock at Wolfe Lane,1,Red Rock River 4 at Wolfe Lane,41A 06000,cc720a0f9d32469a843cc4d6c1b554f4,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/3/2021 21:30:38,[],Discharge
280,Stage.Daily Average@41A 10000,c9bac1b0bcdf46b08204f2f112de17c6,Daily Average,,,1,Red Rock River abv Clark Canyon Res,41A 10000,19432d305411475089b049ddf349c818,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 20:55:29,[],Stage
281,Discharge.Daily Average@41A 10000,28e09f61c78846fd809d909d84f8b4b1,Daily Average,,,1,Red Rock River abv Clark Canyon Res,41A 10000,19432d305411475089b049ddf349c818,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:03,[],Discharge
282,Water Temp.Daily Average@41A 10000,96d57b73ebf941eb95a1c69617bc5ad9,Daily Average,,,1,Red Rock River abv Clark Canyon Res,41A 10000,19432d305411475089b049ddf349c818,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 20:56:13,[],Water Temp
283,Discharge.discharge@41A 10000,a7124ecc7277485db5cafdc6db2acfc7,discharge,,,1,Red Rock River abv Clark Canyon Res,41A 10000,19432d305411475089b049ddf349c818,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:03,[],Discharge
284,Water Temp.water temp@41A 10000,576a10a5a5594ff8a9ce2d978e470384,water temp,,,1,Red Rock River abv Clark Canyon Res,41A 10000,19432d305411475089b049ddf349c818,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:13,[],Water Temp
285,Stage.working@41A 10000,1c970d75d4ce45dbad46b95bd3c12c45,working,,,1,Red Rock River abv Clark Canyon Res,41A 10000,19432d305411475089b049ddf349c818,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:03,[],Stage
286,Discharge.Daily Average@41A 07000,5d3e4b0b65354d0da38c02a847f3f7ce,Daily Average,,Ave Daily Q at Ashbough,1,Red Rock River 5 at Ashbough Trail,41A 07000,98858e05b9424db69b4c86c304a54b82,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,3/9/2021 14:31:45,[],Discharge
287,Discharge.Discharge@41A 07000,e1be56bfe6624bbfb92367fa4452914a,Discharge,,,1,Red Rock River 5 at Ashbough Trail,41A 07000,98858e05b9424db69b4c86c304a54b82,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,3/9/2021 14:31:55,[],Discharge
288,Stage.Daily Average@41J 01800,bcc997898bca46218b5f44f95bf8e507,Daily Average,Based on data from water level recorder,Daily Average Stage for Station,1,North Fork of Smith River near Forest Boundary,41J 01800,9a7eef3d33b642969f904587f86ddc19,,ProcessorBasic,HG,ft,-PT7H,Unknown,Unknown,3/8/2021 21:22:36,[],Stage
289,Discharge.Daily Average@41J 01800,586bdd8c235642c099c3a01492eb13e0,Daily Average,Based on average daily stage from water level recorder,Average Daily Discharge for Station,1,North Fork of Smith River near Forest Boundary,41J 01800,9a7eef3d33b642969f904587f86ddc19,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 18:57:32,[],Discharge
290,Discharge.Daily Average@41J 05000,fd86f43dff7f4260a9ec3139de5aa8c4,Daily Average,Based on daily average stage from water level logger,Daily Average Discharge for Station,1,Smith River at Hanson's below Forks,41J 05000,59d8f73760824eadaa40dd97953bb332,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 18:58:12,[],Discharge
291,Discharge.DailyAverage@41J 06500,9fd39a35a92445ecaec88d8922e1adbe,DailyAverage,Based on daily average flow from water level recorder,Daily Average Discharge for Station,1,Big Birch Creek below Gipsey Creek,41J 06500,1da4b1e145bd4eae9e12288e2b5d11af,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 18:58:46,[],Discharge
292,Discharge.Daily Average@41J 08500,7bf9110063bb4e05b2e74915aded2762,Daily Average,Based on daily average stage from water level logger,Daily Average Discharge for Station,1,Camas Creek at Teague's,41J 08500,9f01541782bc412fac540756646fa71e,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 18:59:18,[],Discharge
293,Discharge.Daily Average@41J 09000,1b8a6f5a6bc044e4ac7bed0e8cd5bd11,Daily Average,Based on daily average stage from water level logger,Daily Average Discharge for Station,1,Smith River at Buckingham's,41J 09000,f14b1fbf828d43a698863056a679a263,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 18:59:55,[],Discharge
294,Discharge.Daily Average@41J 09500,e44d5704c1d84adeb04bde357e79a10e,Daily Average,Based on daily average stage from water level recorder,Daily Average Discharge for Station,1,Smith River above Sheep Creek near Camp Baker,41J 09500,19e41f7dc25a44288fc0d722f050fb99,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:00:25,[],Discharge
295,Discharge.Daily Average@46J 07500,1d3cb0e5f8714ca996563dc853547a57,Daily Average,Based on daily average stage,Discharge for Station,1,Newlan Creek above Reservoir,46J 07500,fda875ff59d84bd299e06ce7ef956efe,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:39:14,[],Discharge
296,Discharge.Daily Average@46J 07800,116108ecfbb246cdbd2d26b1fd02578d,Daily Average,Based on daily average stage from water level recorder,Daily Average Discharge for Station,1,Newlan Creek below Reservoir,46J 07800,8c9eea4859ef4aacb47801a3ecdb19b2,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 19:39:04,[],Discharge
297,Stage.Daily Average@41H 08950,b0d517ec27484c9085efeb1619d1efba,Daily Average,,,1,Sourdough Creek above City Intake,41H 08950,0f5b8678a0404da1bf45b3b23a35631c,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:12:33,[],Stage
298,Discharge.Daily Average@41H 08950,4e8cbfe625164d649319aedfe663f627,Daily Average,,,1,Sourdough Creek above City Intake,41H 08950,0f5b8678a0404da1bf45b3b23a35631c,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:04,[],Discharge
299,Discharge.discharge@41H 08950,d62cb40badda4ddaafc490e473404dfe,discharge,,,1,Sourdough Creek above City Intake,41H 08950,0f5b8678a0404da1bf45b3b23a35631c,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 17:04:20,[],Discharge
300,Stage.working@41H 08950,f5d2fbd3c9544f83a4005333cf7db9b0,working,,,1,Sourdough Creek above City Intake,41H 08950,0f5b8678a0404da1bf45b3b23a35631c,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 17:04:34,[],Stage
301,Stage.Daily Average@41H 08990,b2b588bdbec745ee89d2571cb2011968,Daily Average,,,1,"Bozeman Creek at Bozeman, MT",41H 08990,1c42261650ae4e40a5f532c8e7b1fe37,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:14:31,[],Stage
302,Discharge.Daily Average@41H 08990,460070b6d0034d208518303065a689ee,Daily Average,,,1,"Bozeman Creek at Bozeman, MT",41H 08990,1c42261650ae4e40a5f532c8e7b1fe37,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 17:05:34,[],Discharge
303,Water Temp.Daily Average@41H 08990,34e8d7d9d1cc477494bfa1987efc1499,Daily Average,,,1,"Bozeman Creek at Bozeman, MT",41H 08990,1c42261650ae4e40a5f532c8e7b1fe37,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:15:03,[],Water Temp
304,Discharge.discharge@41H 08990,71d0dd3f6c4a47188a2890833bcc6abc,discharge,,,1,"Bozeman Creek at Bozeman, MT",41H 08990,1c42261650ae4e40a5f532c8e7b1fe37,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 17:05:43,[],Discharge
305,Water Temp.water temp@41H 08990,b95087775e2049f8a95ce31fbfbae150,water temp,,,1,"Bozeman Creek at Bozeman, MT",41H 08990,1c42261650ae4e40a5f532c8e7b1fe37,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/4/2021 17:05:57,[],Water Temp
306,Stage.working@41H 08990,bf1a0527d5ec4bd4975d41d242384b03,working,,,1,"Bozeman Creek at Bozeman, MT",41H 08990,1c42261650ae4e40a5f532c8e7b1fe37,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 17:05:50,[],Stage
307,Stage.Daily Average@41H 08900,d2f0410596244d9b99ac6350d13cf95e,Daily Average,,,1,East Gallatin Rvr nr Manhattan,41H 08900,c27241a217f7492ea3b5a26ce275decb,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:22:21,[],Stage
308,Discharge.Daily Average@41H 08900,3defdc657e5b43efa79b10d0e4c398f9,Daily Average,,,1,East Gallatin Rvr nr Manhattan,41H 08900,c27241a217f7492ea3b5a26ce275decb,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 17:07:20,[],Discharge
309,Water Temp.Daily Average@41H 08900,35fb2c5ac3444dd0be3eea28cb56393a,Daily Average,,,1,East Gallatin Rvr nr Manhattan,41H 08900,c27241a217f7492ea3b5a26ce275decb,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:22:58,[],Water Temp
310,Discharge.discharge@41H 08900,08667206d7624b5c8f4055bd74584b3b,discharge,,,1,East Gallatin Rvr nr Manhattan,41H 08900,c27241a217f7492ea3b5a26ce275decb,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 17:07:30,[],Discharge
311,Water Temp.water temp@41H 08900,9e04094997d748819ea54e80022e3abd,water temp,,,1,East Gallatin Rvr nr Manhattan,41H 08900,c27241a217f7492ea3b5a26ce275decb,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/4/2021 17:07:43,[],Water Temp
312,Stage.working@41H 08900,50d77d3631e74cd0bee35c87f080f893,working,,,1,East Gallatin Rvr nr Manhattan,41H 08900,c27241a217f7492ea3b5a26ce275decb,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 17:07:37,[],Stage
313,Discharge.Daily Average@76F 02000,c0f01d81148c4af891eaf6fcac9d1e92,Daily Average,,,1,Blackfoot River above Hwy 141,76F 02000,963c57ed45c848119aa272893311f1f3,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Discharge
314,Stage.Daily Average@76F 03500,73f2a24c154b4b9c82d8690ce5818c8c,Daily Average,,,1,North Fork Blackfoot at Ryan Bridge,76F 03500,c95968dd109e47f6b17b58d322980e8e,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:51:23,[],Stage
315,Discharge.Daily Average@76F 03500,b1a3a72fbe8341458559b55c30f1203e,Daily Average,,,1,North Fork Blackfoot at Ryan Bridge,76F 03500,c95968dd109e47f6b17b58d322980e8e,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
316,Water Temp.Daily Average@76F 03500,46562d691bdc4ef683c74057fe6cef2c,Daily Average,,,1,North Fork Blackfoot at Ryan Bridge,76F 03500,c95968dd109e47f6b17b58d322980e8e,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:52:39,[],Water Temp
317,Discharge.discharge@76F 03500,5aa425c8876c409e9be687133929d63d,discharge,,Realtime GOES feed,1,North Fork Blackfoot at Ryan Bridge,76F 03500,c95968dd109e47f6b17b58d322980e8e,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
318,Water Temp.water temp@76F 03500,a725c3f195964d81ae4b0e6bb834efed,water temp,,,1,North Fork Blackfoot at Ryan Bridge,76F 03500,c95968dd109e47f6b17b58d322980e8e,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Water Temp
319,Stage.working@76F 03500,8d352a78f88042a889e0b7b31ee70335,working,,Working,1,North Fork Blackfoot at Ryan Bridge,76F 03500,c95968dd109e47f6b17b58d322980e8e,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
320,Discharge.Daily Average@76F 05000,7496bcde0ab646239d09726055bfc8f4,Daily Average,,,1,Blackfoot River blw Clearwater River,76F 05000,890879270bed49328bd721c5a9156bda,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
321,Stage.Daily Average@76F 05200,7c15d3957f2844519b87e12f287b5432,Daily Average,,,1,"Clearwater River nr Clearwater Junction, MT",76F 05200,88239e7af8434f45b5a4b13ff498b288,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:55:51,[],Stage
322,Discharge.Daily Average@76F 05200,c7c00e87924b4dea88270a37257339eb,Daily Average,,,1,"Clearwater River nr Clearwater Junction, MT",76F 05200,88239e7af8434f45b5a4b13ff498b288,,ProcessorDerived,QR,ft^3/s,-PT7H,Max,Daily,2/2/2021 6:24:06,[],Discharge
323,Water Temp.Daily Average@76F 05200,de1c3d6f89944f00b8d79aa530d8fd41,Daily Average,,,1,"Clearwater River nr Clearwater Junction, MT",76F 05200,88239e7af8434f45b5a4b13ff498b288,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:56:20,[],Water Temp
324,Discharge.discharge@76F 05200,1654933d997b4207b4c9429005a74569,discharge,,,1,"Clearwater River nr Clearwater Junction, MT",76F 05200,88239e7af8434f45b5a4b13ff498b288,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
325,Water Temp.water temp@76F 05200,18ca4a0778ad4c54b0adb1ebe57dde16,water temp,,,1,"Clearwater River nr Clearwater Junction, MT",76F 05200,88239e7af8434f45b5a4b13ff498b288,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Water Temp
326,Stage.working@76F 05200,a3a4bc9c168548b0afa12a58a251ac47,working,,,1,"Clearwater River nr Clearwater Junction, MT",76F 05200,88239e7af8434f45b5a4b13ff498b288,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
327,Stage.Daily Average@76F 05300,eaca59480d97454383056543b987e8df,Daily Average,,,1,"Blackfoot River nr Clearwater Junction, MT",76F 05300,0fdf7f772a3e480c826fc321c6ac32aa,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:58:00,[],Stage
328,Discharge.Daily Average@76F 05300,9f4b22d24a4c44c5ae183f8e60f62663,Daily Average,,,1,"Blackfoot River nr Clearwater Junction, MT",76F 05300,0fdf7f772a3e480c826fc321c6ac32aa,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
329,Water Temp.Daily Average@76F 05300,e27a4ef1588840178508cf1e76d9d643,Daily Average,,,1,"Blackfoot River nr Clearwater Junction, MT",76F 05300,0fdf7f772a3e480c826fc321c6ac32aa,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:58:29,[],Water Temp
330,Discharge.discharge@76F 05300,05aeabe35a554edb824f42ae1bca3621,discharge,,,1,"Blackfoot River nr Clearwater Junction, MT",76F 05300,0fdf7f772a3e480c826fc321c6ac32aa,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,4/12/2021 17:20:48,[],Discharge
331,Water Temp.water temp@76F 05300,7e6c01dd786442cf828f9211521072dd,water temp,,,1,"Blackfoot River nr Clearwater Junction, MT",76F 05300,0fdf7f772a3e480c826fc321c6ac32aa,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Water Temp
332,Stage.working@76F 05300,67a0064b62b447e4967a878396db81d0,working,,,1,"Blackfoot River nr Clearwater Junction, MT",76F 05300,0fdf7f772a3e480c826fc321c6ac32aa,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
333,Discharge.discharge@76HF 05000,1295531e7b86450eb25c16dfa08250ab,discharge,,,1,Mill Creek at Pack Bridge abv Forest Boundary,76HF 05000,9c2cda5ea4474349bf6818542dbdc1b1,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
334,Stage.Daily Average@76M 01100,6893fc7bc154402a9ab23dae1745f692,Daily Average,,,1,"Rattlesnake Cr nr Missoula, MT",76M 01100,bbc1c75b738446e3843baed619b1cd8c,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 22:13:01,[],Stage
335,Discharge.Daily Average@76M 01100,9920da05dcfd47dc9afeb12bcdad348f,Daily Average,,,1,"Rattlesnake Cr nr Missoula, MT",76M 01100,bbc1c75b738446e3843baed619b1cd8c,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:07,[],Discharge
336,Water Temp.Daily Average@76M 01100,30dbf0e416f74798abcc4f4df793bab6,Daily Average,,,1,"Rattlesnake Cr nr Missoula, MT",76M 01100,bbc1c75b738446e3843baed619b1cd8c,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 22:13:23,[],Water Temp
337,Discharge.discharge@76M 01100,07978901d2d54d6e9ec5e448f7309422,discharge,,,1,"Rattlesnake Cr nr Missoula, MT",76M 01100,bbc1c75b738446e3843baed619b1cd8c,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
338,Water Temp.water temp@76M 01100,15dacbfeda8a4d779f586e5a3fc7f59c,water temp,,,1,"Rattlesnake Cr nr Missoula, MT",76M 01100,bbc1c75b738446e3843baed619b1cd8c,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:17,[],Water Temp
339,Stage.working@76M 01100,a7082930386e42c486621759163c228d,working,,,1,"Rattlesnake Cr nr Missoula, MT",76M 01100,bbc1c75b738446e3843baed619b1cd8c,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
