Amount,BeneficialUseCV,ReportYearCV,STATE,COUNTY,WaterSource,in_ReportingUnitName,in_TimeframeStart,in_TimeframeEnd,in_WaterSourceNativeID,in_ReportingUnitNativeID
2369.0,Minerals,2016,UT,san juan,colorado river,UT_colorado river,01/01/2016,12/31/2016,WaDEUSBR_WS1,WaDEUSBR_RU8
2369.0,Minerals,2017,UT,san juan,colorado river,UT_colorado river,01/01/2017,12/31/2017,WaDEUSBR_WS1,WaDEUSBR_RU8
2369.0,Minerals,2018,UT,san juan,colorado river,UT_colorado river,01/01/2018,12/31/2018,WaDEUSBR_WS1,WaDEUSBR_RU8
11080.0,Minerals,1971,WY,,green river,WY_green river,01/01/1971,12/31/1971,WaDEUSBR_WS2,WaDEUSBR_RU9
11960.0,Minerals,1972,WY,,green river,WY_green river,01/01/1972,12/31/1972,WaDEUSBR_WS2,WaDEUSBR_RU9
12840.0,Minerals,1973,WY,,green river,WY_green river,01/01/1973,12/31/1973,WaDEUSBR_WS2,WaDEUSBR_RU9
13720.0,Minerals,1974,WY,,green river,WY_green river,01/01/1974,12/31/1974,WaDEUSBR_WS2,WaDEUSBR_RU9
14600.0,Minerals,1975,WY,,green river,WY_green river,01/01/1975,12/31/1975,WaDEUSBR_WS2,WaDEUSBR_RU9
15500.0,Minerals,1976,WY,,green river,WY_green river,01/01/1976,12/31/1976,WaDEUSBR_WS2,WaDEUSBR_RU9
16400.0,Minerals,1977,WY,,green river,WY_green river,01/01/1977,12/31/1977,WaDEUSBR_WS2,WaDEUSBR_RU9
17200.0,Minerals,1978,WY,,green river,WY_green river,01/01/1978,12/31/1978,WaDEUSBR_WS2,WaDEUSBR_RU9
18100.0,Minerals,1979,WY,,green river,WY_green river,01/01/1979,12/31/1979,WaDEUSBR_WS2,WaDEUSBR_RU9
19000.0,Minerals,1980,WY,,green river,WY_green river,01/01/1980,12/31/1980,WaDEUSBR_WS2,WaDEUSBR_RU9
16440.0,Minerals,1981,WY,,green river,WY_green river,01/01/1981,12/31/1981,WaDEUSBR_WS2,WaDEUSBR_RU9
13870.0,Minerals,1982,WY,,green river,WY_green river,01/01/1982,12/31/1982,WaDEUSBR_WS2,WaDEUSBR_RU9
11300.0,Minerals,1983,WY,,green river,WY_green river,01/01/1983,12/31/1983,WaDEUSBR_WS2,WaDEUSBR_RU9
8700.0,Minerals,1984,WY,,green river,WY_green river,01/01/1984,12/31/1984,WaDEUSBR_WS2,WaDEUSBR_RU9
6200.0,Minerals,1985,WY,,green river,WY_green river,01/01/1985,12/31/1985,WaDEUSBR_WS2,WaDEUSBR_RU9
7107.0,Minerals,1986,WY,,green river,WY_green river,01/01/1986,12/31/1986,WaDEUSBR_WS2,WaDEUSBR_RU9
9327.0,Minerals,1987,WY,,green river,WY_green river,01/01/1987,12/31/1987,WaDEUSBR_WS2,WaDEUSBR_RU9
11545.0,Minerals,1988,WY,,green river,WY_green river,01/01/1988,12/31/1988,WaDEUSBR_WS2,WaDEUSBR_RU9
13767.0,Minerals,1989,WY,,green river,WY_green river,01/01/1989,12/31/1989,WaDEUSBR_WS2,WaDEUSBR_RU9
15996.0,Minerals,1990,WY,,green river,WY_green river,01/01/1990,12/31/1990,WaDEUSBR_WS2,WaDEUSBR_RU9
13451.0,Minerals,1991,WY,,green river,WY_green river,01/01/1991,12/31/1991,WaDEUSBR_WS2,WaDEUSBR_RU9
10906.0,Minerals,1992,WY,,green river,WY_green river,01/01/1992,12/31/1992,WaDEUSBR_WS2,WaDEUSBR_RU9
8374.0,Minerals,1993,WY,,green river,WY_green river,01/01/1993,12/31/1993,WaDEUSBR_WS2,WaDEUSBR_RU9
5829.0,Minerals,1994,WY,,green river,WY_green river,01/01/1994,12/31/1994,WaDEUSBR_WS2,WaDEUSBR_RU9
3284.0,Minerals,1995,WY,,green river,WY_green river,01/01/1995,12/31/1995,WaDEUSBR_WS2,WaDEUSBR_RU9
2779.0,Minerals,1996,WY,,green river,WY_green river,01/01/1996,12/31/1996,WaDEUSBR_WS2,WaDEUSBR_RU9
2273.0,Minerals,1997,WY,,green river,WY_green river,01/01/1997,12/31/1997,WaDEUSBR_WS2,WaDEUSBR_RU9
1767.0,Minerals,1998,WY,,green river,WY_green river,01/01/1998,12/31/1998,WaDEUSBR_WS2,WaDEUSBR_RU9
1262.0,Minerals,1999,WY,,green river,WY_green river,01/01/1999,12/31/1999,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2000,WY,,green river,WY_green river,01/01/2000,12/31/2000,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2001,WY,,green river,WY_green river,01/01/2001,12/31/2001,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2002,WY,,green river,WY_green river,01/01/2002,12/31/2002,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2003,WY,,green river,WY_green river,01/01/2003,12/31/2003,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2004,WY,,green river,WY_green river,01/01/2004,12/31/2004,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2005,WY,,green river,WY_green river,01/01/2005,12/31/2005,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2006,WY,,green river,WY_green river,01/01/2006,12/31/2006,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2007,WY,,green river,WY_green river,01/01/2007,12/31/2007,WaDEUSBR_WS2,WaDEUSBR_RU9
758.0,Minerals,2008,WY,,green river,WY_green river,01/01/2008,12/31/2008,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2009,WY,,green river,WY_green river,01/01/2009,12/31/2009,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2010,WY,,green river,WY_green river,01/01/2010,12/31/2010,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2011,WY,,green river,WY_green river,01/01/2011,12/31/2011,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2012,WY,,green river,WY_green river,01/01/2012,12/31/2012,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2013,WY,,green river,WY_green river,01/01/2013,12/31/2013,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2014,WY,,green river,WY_green river,01/01/2014,12/31/2014,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2015,WY,,green river,WY_green river,01/01/2015,12/31/2015,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2016,WY,,green river,WY_green river,01/01/2016,12/31/2016,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2017,WY,,green river,WY_green river,01/01/2017,12/31/2017,WaDEUSBR_WS2,WaDEUSBR_RU9
738.0,Minerals,2018,WY,,green river,WY_green river,01/01/2018,12/31/2018,WaDEUSBR_WS2,WaDEUSBR_RU9
0.0,Exports/Imports,1971,AZ,san juan,colorado river,AZ_colorado river,01/01/1971,12/31/1971,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1972,AZ,san juan,colorado river,AZ_colorado river,01/01/1972,12/31/1972,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1973,AZ,san juan,colorado river,AZ_colorado river,01/01/1973,12/31/1973,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1974,AZ,san juan,colorado river,AZ_colorado river,01/01/1974,12/31/1974,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1975,AZ,san juan,colorado river,AZ_colorado river,01/01/1975,12/31/1975,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1976,AZ,san juan,colorado river,AZ_colorado river,01/01/1976,12/31/1976,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1977,AZ,san juan,colorado river,AZ_colorado river,01/01/1977,12/31/1977,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1978,AZ,san juan,colorado river,AZ_colorado river,01/01/1978,12/31/1978,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1979,AZ,san juan,colorado river,AZ_colorado river,01/01/1979,12/31/1979,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1980,AZ,san juan,colorado river,AZ_colorado river,01/01/1980,12/31/1980,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1981,AZ,san juan,colorado river,AZ_colorado river,01/01/1981,12/31/1981,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1982,AZ,san juan,colorado river,AZ_colorado river,01/01/1982,12/31/1982,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1983,AZ,san juan,colorado river,AZ_colorado river,01/01/1983,12/31/1983,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1984,AZ,san juan,colorado river,AZ_colorado river,01/01/1984,12/31/1984,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1985,AZ,san juan,colorado river,AZ_colorado river,01/01/1985,12/31/1985,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1986,AZ,san juan,colorado river,AZ_colorado river,01/01/1986,12/31/1986,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1987,AZ,san juan,colorado river,AZ_colorado river,01/01/1987,12/31/1987,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1988,AZ,san juan,colorado river,AZ_colorado river,01/01/1988,12/31/1988,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1989,AZ,san juan,colorado river,AZ_colorado river,01/01/1989,12/31/1989,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1990,AZ,san juan,colorado river,AZ_colorado river,01/01/1990,12/31/1990,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1991,AZ,san juan,colorado river,AZ_colorado river,01/01/1991,12/31/1991,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1992,AZ,san juan,colorado river,AZ_colorado river,01/01/1992,12/31/1992,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1993,AZ,san juan,colorado river,AZ_colorado river,01/01/1993,12/31/1993,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1994,AZ,san juan,colorado river,AZ_colorado river,01/01/1994,12/31/1994,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1995,AZ,san juan,colorado river,AZ_colorado river,01/01/1995,12/31/1995,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1996,AZ,san juan,colorado river,AZ_colorado river,01/01/1996,12/31/1996,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1997,AZ,san juan,colorado river,AZ_colorado river,01/01/1997,12/31/1997,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1998,AZ,san juan,colorado river,AZ_colorado river,01/01/1998,12/31/1998,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1999,AZ,san juan,colorado river,AZ_colorado river,01/01/1999,12/31/1999,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2000,AZ,san juan,colorado river,AZ_colorado river,01/01/2000,12/31/2000,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2001,AZ,san juan,colorado river,AZ_colorado river,01/01/2001,12/31/2001,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2002,AZ,san juan,colorado river,AZ_colorado river,01/01/2002,12/31/2002,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2003,AZ,san juan,colorado river,AZ_colorado river,01/01/2003,12/31/2003,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2004,AZ,san juan,colorado river,AZ_colorado river,01/01/2004,12/31/2004,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2005,AZ,san juan,colorado river,AZ_colorado river,01/01/2005,12/31/2005,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2006,AZ,san juan,colorado river,AZ_colorado river,01/01/2006,12/31/2006,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2007,AZ,san juan,colorado river,AZ_colorado river,01/01/2007,12/31/2007,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2008,AZ,san juan,colorado river,AZ_colorado river,01/01/2008,12/31/2008,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2009,AZ,san juan,colorado river,AZ_colorado river,01/01/2009,12/31/2009,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2010,AZ,san juan,colorado river,AZ_colorado river,01/01/2010,12/31/2010,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2011,AZ,san juan,colorado river,AZ_colorado river,01/01/2011,12/31/2011,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2012,AZ,san juan,colorado river,AZ_colorado river,01/01/2012,12/31/2012,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2013,AZ,san juan,colorado river,AZ_colorado river,01/01/2013,12/31/2013,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2014,AZ,san juan,colorado river,AZ_colorado river,01/01/2014,12/31/2014,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2015,AZ,san juan,colorado river,AZ_colorado river,01/01/2015,12/31/2015,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2016,AZ,san juan,colorado river,AZ_colorado river,01/01/2016,12/31/2016,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2017,AZ,san juan,colorado river,AZ_colorado river,01/01/2017,12/31/2017,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,2018,AZ,san juan,colorado river,AZ_colorado river,01/01/2018,12/31/2018,WaDEUSBR_WS1,WaDEUSBR_RU1
0.0,Exports/Imports,1971,CO,,green river,CO_green river,01/01/1971,12/31/1971,WaDEUSBR_WS2,WaDEUSBR_RU2
0.0,Exports/Imports,1972,CO,,green river,CO_green river,01/01/1972,12/31/1972,WaDEUSBR_WS2,WaDEUSBR_RU2
0.0,Exports/Imports,1973,CO,,green river,CO_green river,01/01/1973,12/31/1973,WaDEUSBR_WS2,WaDEUSBR_RU2
0.0,Exports/Imports,1974,CO,,green river,CO_green river,01/01/1974,12/31/1974,WaDEUSBR_WS2,WaDEUSBR_RU2
1753.83,Exports/Imports,1975,CO,,green river,CO_green river,01/01/1975,12/31/1975,WaDEUSBR_WS2,WaDEUSBR_RU2
588.9,Exports/Imports,1976,CO,,green river,CO_green river,01/01/1976,12/31/1976,WaDEUSBR_WS2,WaDEUSBR_RU2
240.0,Exports/Imports,1977,CO,,green river,CO_green river,01/01/1977,12/31/1977,WaDEUSBR_WS2,WaDEUSBR_RU2
1807.68,Exports/Imports,1978,CO,,green river,CO_green river,01/01/1978,12/31/1978,WaDEUSBR_WS2,WaDEUSBR_RU2
1821.73,Exports/Imports,1979,CO,,green river,CO_green river,01/01/1979,12/31/1979,WaDEUSBR_WS2,WaDEUSBR_RU2
1919.43,Exports/Imports,1980,CO,,green river,CO_green river,01/01/1980,12/31/1980,WaDEUSBR_WS2,WaDEUSBR_RU2
632.56,Exports/Imports,1981,CO,,green river,CO_green river,01/01/1981,12/31/1981,WaDEUSBR_WS2,WaDEUSBR_RU2
3149.93,Exports/Imports,1982,CO,,green river,CO_green river,01/01/1982,12/31/1982,WaDEUSBR_WS2,WaDEUSBR_RU2
3340.41,Exports/Imports,1983,CO,,green river,CO_green river,01/01/1983,12/31/1983,WaDEUSBR_WS2,WaDEUSBR_RU2
2336.33,Exports/Imports,1984,CO,,green river,CO_green river,01/01/1984,12/31/1984,WaDEUSBR_WS2,WaDEUSBR_RU2
3042.94,Exports/Imports,1985,CO,,green river,CO_green river,01/01/1985,12/31/1985,WaDEUSBR_WS2,WaDEUSBR_RU2
2942.03,Exports/Imports,1986,CO,,green river,CO_green river,01/01/1986,12/31/1986,WaDEUSBR_WS2,WaDEUSBR_RU2
1734.78,Exports/Imports,1987,CO,,green river,CO_green river,01/01/1987,12/31/1987,WaDEUSBR_WS2,WaDEUSBR_RU2
4687.38,Exports/Imports,1988,CO,,green river,CO_green river,01/01/1988,12/31/1988,WaDEUSBR_WS2,WaDEUSBR_RU2
3110.63,Exports/Imports,1989,CO,,green river,CO_green river,01/01/1989,12/31/1989,WaDEUSBR_WS2,WaDEUSBR_RU2
2824.62,Exports/Imports,1990,CO,,green river,CO_green river,01/01/1990,12/31/1990,WaDEUSBR_WS2,WaDEUSBR_RU2
3348.08,Exports/Imports,1991,CO,,green river,CO_green river,01/01/1991,12/31/1991,WaDEUSBR_WS2,WaDEUSBR_RU2
2575.9,Exports/Imports,1992,CO,,green river,CO_green river,01/01/1992,12/31/1992,WaDEUSBR_WS2,WaDEUSBR_RU2
3417.59,Exports/Imports,1993,CO,,green river,CO_green river,01/01/1993,12/31/1993,WaDEUSBR_WS2,WaDEUSBR_RU2
3222.71,Exports/Imports,1994,CO,,green river,CO_green river,01/01/1994,12/31/1994,WaDEUSBR_WS2,WaDEUSBR_RU2
3301.67,Exports/Imports,1995,CO,,green river,CO_green river,01/01/1995,12/31/1995,WaDEUSBR_WS2,WaDEUSBR_RU2
1975.87,Exports/Imports,1996,CO,,green river,CO_green river,01/01/1996,12/31/1996,WaDEUSBR_WS2,WaDEUSBR_RU2
2201.55,Exports/Imports,1997,CO,,green river,CO_green river,01/01/1997,12/31/1997,WaDEUSBR_WS2,WaDEUSBR_RU2
4485.11,Exports/Imports,1998,CO,,green river,CO_green river,01/01/1998,12/31/1998,WaDEUSBR_WS2,WaDEUSBR_RU2
1628.88,Exports/Imports,1999,CO,,green river,CO_green river,01/01/1999,12/31/1999,WaDEUSBR_WS2,WaDEUSBR_RU2
1774.16,Exports/Imports,2000,CO,,green river,CO_green river,01/01/2000,12/31/2000,WaDEUSBR_WS2,WaDEUSBR_RU2
2076.73,Exports/Imports,2001,CO,,green river,CO_green river,01/01/2001,12/31/2001,WaDEUSBR_WS2,WaDEUSBR_RU2
935.7,Exports/Imports,2002,CO,,green river,CO_green river,01/01/2002,12/31/2002,WaDEUSBR_WS2,WaDEUSBR_RU2
2645.1,Exports/Imports,2003,CO,,green river,CO_green river,01/01/2003,12/31/2003,WaDEUSBR_WS2,WaDEUSBR_RU2
1866.47,Exports/Imports,2004,CO,,green river,CO_green river,01/01/2004,12/31/2004,WaDEUSBR_WS2,WaDEUSBR_RU2
2773.17,Exports/Imports,2005,CO,,green river,CO_green river,01/01/2005,12/31/2005,WaDEUSBR_WS2,WaDEUSBR_RU2
2790.938,Exports/Imports,2006,CO,,green river,CO_green river,01/01/2006,12/31/2006,WaDEUSBR_WS2,WaDEUSBR_RU2
1795.9460000000001,Exports/Imports,2007,CO,,green river,CO_green river,01/01/2007,12/31/2007,WaDEUSBR_WS2,WaDEUSBR_RU2
2743.09,Exports/Imports,2008,CO,,green river,CO_green river,01/01/2008,12/31/2008,WaDEUSBR_WS2,WaDEUSBR_RU2
2994.6886,Exports/Imports,2009,CO,,green river,CO_green river,01/01/2009,12/31/2009,WaDEUSBR_WS2,WaDEUSBR_RU2
2878.136,Exports/Imports,2010,CO,,green river,CO_green river,01/01/2010,12/31/2010,WaDEUSBR_WS2,WaDEUSBR_RU2
5358.149,Exports/Imports,2011,CO,,green river,CO_green river,01/01/2011,12/31/2011,WaDEUSBR_WS2,WaDEUSBR_RU2
1966.5174,Exports/Imports,2012,CO,,green river,CO_green river,01/01/2012,12/31/2012,WaDEUSBR_WS2,WaDEUSBR_RU2
2378.0132,Exports/Imports,2013,CO,,green river,CO_green river,01/01/2013,12/31/2013,WaDEUSBR_WS2,WaDEUSBR_RU2
2278.3466,Exports/Imports,2014,CO,,green river,CO_green river,01/01/2014,12/31/2014,WaDEUSBR_WS2,WaDEUSBR_RU2
2138.629,Exports/Imports,2015,CO,,green river,CO_green river,01/01/2015,12/31/2015,WaDEUSBR_WS2,WaDEUSBR_RU2
3288.0809999999997,Exports/Imports,2016,CO,,green river,CO_green river,01/01/2016,12/31/2016,WaDEUSBR_WS2,WaDEUSBR_RU2
3312.1079999999997,Exports/Imports,2017,CO,,green river,CO_green river,01/01/2017,12/31/2017,WaDEUSBR_WS2,WaDEUSBR_RU2
374.9,Exports/Imports,2018,CO,,green river,CO_green river,01/01/2018,12/31/2018,WaDEUSBR_WS2,WaDEUSBR_RU2
398626.28,Exports/Imports,1971,CO,,upper main stem,CO_upper main stem,01/01/1971,12/31/1971,WaDEUSBR_WS3,WaDEUSBR_RU3
469725.2901,Exports/Imports,1972,CO,,upper main stem,CO_upper main stem,01/01/1972,12/31/1972,WaDEUSBR_WS3,WaDEUSBR_RU3
382613.22,Exports/Imports,1973,CO,,upper main stem,CO_upper main stem,01/01/1973,12/31/1973,WaDEUSBR_WS3,WaDEUSBR_RU3
630086.91,Exports/Imports,1974,CO,,upper main stem,CO_upper main stem,01/01/1974,12/31/1974,WaDEUSBR_WS3,WaDEUSBR_RU3
683572.13,Exports/Imports,1975,CO,,upper main stem,CO_upper main stem,01/01/1975,12/31/1975,WaDEUSBR_WS3,WaDEUSBR_RU3
643953.11,Exports/Imports,1976,CO,,upper main stem,CO_upper main stem,01/01/1976,12/31/1976,WaDEUSBR_WS3,WaDEUSBR_RU3
575656.74,Exports/Imports,1977,CO,,upper main stem,CO_upper main stem,01/01/1977,12/31/1977,WaDEUSBR_WS3,WaDEUSBR_RU3
770970.06,Exports/Imports,1978,CO,,upper main stem,CO_upper main stem,01/01/1978,12/31/1978,WaDEUSBR_WS3,WaDEUSBR_RU3
572674.2647,Exports/Imports,1979,CO,,upper main stem,CO_upper main stem,01/01/1979,12/31/1979,WaDEUSBR_WS3,WaDEUSBR_RU3
539197.84,Exports/Imports,1980,CO,,upper main stem,CO_upper main stem,01/01/1980,12/31/1980,WaDEUSBR_WS3,WaDEUSBR_RU3
695619.48,Exports/Imports,1981,CO,,upper main stem,CO_upper main stem,01/01/1981,12/31/1981,WaDEUSBR_WS3,WaDEUSBR_RU3
690807.04,Exports/Imports,1982,CO,,upper main stem,CO_upper main stem,01/01/1982,12/31/1982,WaDEUSBR_WS3,WaDEUSBR_RU3
543838.57,Exports/Imports,1983,CO,,upper main stem,CO_upper main stem,01/01/1983,12/31/1983,WaDEUSBR_WS3,WaDEUSBR_RU3
576785.63,Exports/Imports,1984,CO,,upper main stem,CO_upper main stem,01/01/1984,12/31/1984,WaDEUSBR_WS3,WaDEUSBR_RU3
627381.21,Exports/Imports,1985,CO,,upper main stem,CO_upper main stem,01/01/1985,12/31/1985,WaDEUSBR_WS3,WaDEUSBR_RU3
655512.3,Exports/Imports,1986,CO,,upper main stem,CO_upper main stem,01/01/1986,12/31/1986,WaDEUSBR_WS3,WaDEUSBR_RU3
505038.62,Exports/Imports,1987,CO,,upper main stem,CO_upper main stem,01/01/1987,12/31/1987,WaDEUSBR_WS3,WaDEUSBR_RU3
690896.88,Exports/Imports,1988,CO,,upper main stem,CO_upper main stem,01/01/1988,12/31/1988,WaDEUSBR_WS3,WaDEUSBR_RU3
743486.8,Exports/Imports,1989,CO,,upper main stem,CO_upper main stem,01/01/1989,12/31/1989,WaDEUSBR_WS3,WaDEUSBR_RU3
617554.14,Exports/Imports,1990,CO,,upper main stem,CO_upper main stem,01/01/1990,12/31/1990,WaDEUSBR_WS3,WaDEUSBR_RU3
677275.54,Exports/Imports,1991,CO,,upper main stem,CO_upper main stem,01/01/1991,12/31/1991,WaDEUSBR_WS3,WaDEUSBR_RU3
649638.18,Exports/Imports,1992,CO,,upper main stem,CO_upper main stem,01/01/1992,12/31/1992,WaDEUSBR_WS3,WaDEUSBR_RU3
746603.87,Exports/Imports,1993,CO,,upper main stem,CO_upper main stem,01/01/1993,12/31/1993,WaDEUSBR_WS3,WaDEUSBR_RU3
732937.43,Exports/Imports,1994,CO,,upper main stem,CO_upper main stem,01/01/1994,12/31/1994,WaDEUSBR_WS3,WaDEUSBR_RU3
639633.08,Exports/Imports,1995,CO,,upper main stem,CO_upper main stem,01/01/1995,12/31/1995,WaDEUSBR_WS3,WaDEUSBR_RU3
705560.0,Exports/Imports,1996,CO,,upper main stem,CO_upper main stem,01/01/1996,12/31/1996,WaDEUSBR_WS3,WaDEUSBR_RU3
694673.86,Exports/Imports,1997,CO,,upper main stem,CO_upper main stem,01/01/1997,12/31/1997,WaDEUSBR_WS3,WaDEUSBR_RU3
614318.62,Exports/Imports,1998,CO,,upper main stem,CO_upper main stem,01/01/1998,12/31/1998,WaDEUSBR_WS3,WaDEUSBR_RU3
574453.29,Exports/Imports,1999,CO,,upper main stem,CO_upper main stem,01/01/1999,12/31/1999,WaDEUSBR_WS3,WaDEUSBR_RU3
820281.92,Exports/Imports,2000,CO,,upper main stem,CO_upper main stem,01/01/2000,12/31/2000,WaDEUSBR_WS3,WaDEUSBR_RU3
858150.91,Exports/Imports,2001,CO,,upper main stem,CO_upper main stem,01/01/2001,12/31/2001,WaDEUSBR_WS3,WaDEUSBR_RU3
588603.41,Exports/Imports,2002,CO,,upper main stem,CO_upper main stem,01/01/2002,12/31/2002,WaDEUSBR_WS3,WaDEUSBR_RU3
651924.24,Exports/Imports,2003,CO,,upper main stem,CO_upper main stem,01/01/2003,12/31/2003,WaDEUSBR_WS3,WaDEUSBR_RU3
694838.46,Exports/Imports,2004,CO,,upper main stem,CO_upper main stem,01/01/2004,12/31/2004,WaDEUSBR_WS3,WaDEUSBR_RU3
645369.27,Exports/Imports,2005,CO,,upper main stem,CO_upper main stem,01/01/2005,12/31/2005,WaDEUSBR_WS3,WaDEUSBR_RU3
872199.902,Exports/Imports,2006,CO,,upper main stem,CO_upper main stem,01/01/2006,12/31/2006,WaDEUSBR_WS3,WaDEUSBR_RU3
738056.1240000001,Exports/Imports,2007,CO,,upper main stem,CO_upper main stem,01/01/2007,12/31/2007,WaDEUSBR_WS3,WaDEUSBR_RU3
909179.196,Exports/Imports,2008,CO,,upper main stem,CO_upper main stem,01/01/2008,12/31/2008,WaDEUSBR_WS3,WaDEUSBR_RU3
760929.4014,Exports/Imports,2009,CO,,upper main stem,CO_upper main stem,01/01/2009,12/31/2009,WaDEUSBR_WS3,WaDEUSBR_RU3
649451.17,Exports/Imports,2010,CO,,upper main stem,CO_upper main stem,01/01/2010,12/31/2010,WaDEUSBR_WS3,WaDEUSBR_RU3
923264.7790000001,Exports/Imports,2011,CO,,upper main stem,CO_upper main stem,01/01/2011,12/31/2011,WaDEUSBR_WS3,WaDEUSBR_RU3
842718.3306,Exports/Imports,2012,CO,,upper main stem,CO_upper main stem,01/01/2012,12/31/2012,WaDEUSBR_WS3,WaDEUSBR_RU3
619929.9228,Exports/Imports,2013,CO,,upper main stem,CO_upper main stem,01/01/2013,12/31/2013,WaDEUSBR_WS3,WaDEUSBR_RU3
703201.0714,Exports/Imports,2014,CO,,upper main stem,CO_upper main stem,01/01/2014,12/31/2014,WaDEUSBR_WS3,WaDEUSBR_RU3
518738.37700000004,Exports/Imports,2015,CO,,upper main stem,CO_upper main stem,01/01/2015,12/31/2015,WaDEUSBR_WS3,WaDEUSBR_RU3
700563.8620000001,Exports/Imports,2016,CO,,upper main stem,CO_upper main stem,01/01/2016,12/31/2016,WaDEUSBR_WS3,WaDEUSBR_RU3
