OID_,Join_Count,TARGET_FID,SiteUUID,Longitude,Latitude,Basin_Numb,Basin_Subb,Basin_Name,Basin_Su_1,Priority,GlobalID
9070,1,9070,CAwr_S18292,-117.7025474,34.15733603,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
9805,1,9805,CAwr_S18968,-117.6873911,34.12705679,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
9904,1,9904,CAwr_S19062,-118.0907652,34.06959964,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
9950,1,9950,CAwr_S19104,-117.7544,34.121,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
9954,1,9954,CAwr_S19109,-117.7068542,34.10057918,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
9956,1,9956,CAwr_S19110,-117.7068328,34.1289449,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
13058,1,13058,CAwr_S21972,-117.7517,34.1159,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
13121,1,13121,CAwr_S2203,-117.983,34.121361,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
13134,1,13134,CAwr_S22042,-117.7398,34.0988,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
14965,1,14965,CAwr_S23743,-117.7025474,34.15733603,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
14966,1,14966,CAwr_S23744,-117.7025474,34.15733603,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
15820,1,15820,CAwr_S24525,-117.7827,34.0609,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
18798,1,18798,CAwr_S27277,-117.6857,34.1256,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
19220,1,19220,CAwr_S27671,-117.772,34.1054,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
26971,1,26971,CAwr_S34885,-117.7090692,34.11623693,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
27442,1,27442,CAwr_S35334,-117.8359,34.0023,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
28454,1,28454,CAwr_S36271,-117.7766335,34.11948843,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
28456,1,28456,CAwr_S36274,-117.7068542,34.10057918,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
28457,1,28457,CAwr_S36275,-117.759124,34.11657151,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
31178,1,31178,CAwr_S39093,-117.7519,34.1202,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
36369,1,36369,CAwr_S44533,-117.7766335,34.11948843,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
36370,1,36370,CAwr_S44534,-117.7068542,34.10057918,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
36406,1,36406,CAwr_S44569,-117.9799838,34.10769271,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
36626,1,36626,CAwr_S4477,-117.9692052,34.08839851,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
37187,1,37187,CAwr_S45287,-117.7064864,34.16106584,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
37201,1,37201,CAwr_S453,-117.8303628,34.11959356,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
37311,1,37311,CAwr_S454,-117.8674363,34.10709977,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
37422,1,37422,CAwr_S455,-117.947276,34.13018426,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
37974,1,37974,CAwr_S45998,-117.676,34.173,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
39240,1,39240,CAwr_S47143,-117.7498,34.1173,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
39243,1,39243,CAwr_S47146,-117.7532,34.0811,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
39245,1,39245,CAwr_S47149,-117.724329,34.10354571,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
39248,1,39248,CAwr_S47152,-117.7966639,34.06208889,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
39250,1,39250,CAwr_S47154,-117.7243662,34.11445639,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
39716,1,39716,CAwr_S47579,-117.8484364,34.14889514,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
40125,1,40125,CAwr_S47952,-117.7068328,34.1289449,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
40159,1,40159,CAwr_S47983,-117.7068542,34.10057918,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
40163,1,40163,CAwr_S47988,-117.7309173,34.10539344,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
40438,1,40438,CAwr_S48235,-117.9084912,34.15478671,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
40663,1,40663,CAwr_S4844,-117.9463216,34.15036448,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
40959,1,40959,CAwr_S4872,-117.724329,34.10354571,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
41268,1,41268,CAwr_S48999,-117.6829218,34.16335813,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
41275,1,41275,CAwr_S49004,-117.9864857,34.08601901,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
41568,1,41568,CAwr_S49274,-117.7417876,34.11450045,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
41569,1,41569,CAwr_S49275,-117.7381,34.0819,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
41573,1,41573,CAwr_S49279,-117.7068542,34.10057918,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42302,1,42302,CAwr_S49946,-117.7041797,34.16009229,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42526,1,42526,CAwr_S50148,-117.9830114,34.11861318,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42743,1,42743,CAwr_S50343,-117.776668,34.14546648,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42757,1,42757,CAwr_S50356,-117.8334594,34.15477885,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42760,1,42760,CAwr_S50359,-118.0550291,34.02056257,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42762,1,42762,CAwr_S50360,-117.947276,34.13018426,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42763,1,42763,CAwr_S50361,-117.9035137,34.15861636,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
42764,1,42764,CAwr_S50362,-117.9555296,34.13185867,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
43471,1,43471,CAwr_S51002,-117.6762,34.1736,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
43475,1,43475,CAwr_S51006,-117.8089444,34.05153056,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
43482,1,43482,CAwr_S51012,-117.7503,34.0802,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
44211,1,44211,CAwr_S5168,-117.7265488,34.11263842,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
44222,1,44222,CAwr_S5169,-117.724329,34.10354571,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
45024,1,45024,CAwr_S52429,-117.8057,34.0584,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
45518,1,45518,CAwr_S52875,-117.7090692,34.11623693,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
45901,1,45901,CAwr_S5322,-117.7064864,34.16106584,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
47108,1,47108,CAwr_S54346,-118.0550291,34.02056257,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
47860,1,47860,CAwr_S55033,-117.9830108,34.11875058,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
48818,1,48818,CAwr_S55906,-117.8667756,34.10709726,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
49017,1,49017,CAwr_S56085,-117.9689946,34.11280186,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
49020,1,49020,CAwr_S56088,-117.9555296,34.13185867,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
49021,1,49021,CAwr_S56089,-117.9035137,34.15861636,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
49185,1,49185,CAwr_S5624,-117.724329,34.10354571,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
49962,1,49962,CAwr_S56956,-117.6548,34.1559,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
50988,1,50988,CAwr_S57890,-117.883252,34.11485286,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51354,1,51354,CAwr_S5822,-117.9799838,34.10769271,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51462,1,51462,CAwr_S58318,-117.7068328,34.1289449,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51464,1,51464,CAwr_S58320,-117.759124,34.11657151,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51465,1,51465,CAwr_S58321,-117.7766335,34.11948843,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51468,1,51468,CAwr_S58324,-117.7573,34.0989,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51470,1,51470,CAwr_S58326,-117.7243662,34.11445639,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
51882,1,51882,CAwr_S58700,-117.8410905,34.14680674,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
52884,1,52884,CAwr_S59608,-117.8701442,34.0939785,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
52914,1,52914,CAwr_S59637,-117.7068328,34.1289449,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
52944,1,52944,CAwr_S59665,-117.9956,34.0516,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
53813,1,53813,CAwr_S60454,-117.9692052,34.08839851,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
54106,1,54106,CAwr_S6072,-117.715,34.0952,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
54117,1,54117,CAwr_S6073,-117.7454,34.0767,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
54139,1,54139,CAwr_S6075,-117.7068328,34.1289449,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
55805,1,55805,CAwr_S7404,-117.8238,34.0324,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
56553,1,56553,CAwr_S8094,-117.7573,34.0988,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
56554,1,56554,CAwr_S8095,-117.724329,34.10354571,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
56555,1,56555,CAwr_S8096,-117.6898838,34.14330108,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
56557,1,56557,CAwr_S8098,-117.7068671,34.11440708,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
56558,1,56558,CAwr_S8099,-117.6895363,34.12886851,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
56914,1,56914,CAwr_S8424,-117.7877,34.0619,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
58320,1,58320,CAwr_S9703,-117.7068328,34.1289449,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
58322,1,58322,CAwr_S9706,-117.7068671,34.11440708,4-013,4-013,SAN GABRIEL VALLEY,SAN GABRIEL VALLEY,Very Low,{0E5623CD-3C50-400F-A3A4-1285E699687D}
319,1,319,CAwr_S10293,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
2980,1,2980,CAwr_S12726,-119.1930103,34.72217943,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
7207,1,7207,CAwr_S16583,-119.0993661,34.73817404,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
7451,1,7451,CAwr_S16805,-119.0980238,34.73736178,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
8804,1,8804,CAwr_S18049,-119.0842848,34.75589553,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
9299,1,9299,CAwr_S18499,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
10974,1,10974,CAwr_S20049,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
11233,1,11233,CAwr_S20283,-119.1341169,34.74774788,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
14052,1,14052,CAwr_S22904,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
14481,1,14481,CAwr_S23299,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
15030,1,15030,CAwr_S23801,-119.1341985,34.74786803,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
35063,1,35063,CAwr_S43347,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
38246,1,38246,CAwr_S46244,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
38849,1,38849,CAwr_S46788,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
42225,1,42225,CAwr_S49877,-119.0891645,34.72177839,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
42770,1,42770,CAwr_S50368,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
43135,1,43135,CAwr_S50697,-119.0266983,34.75708128,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
44701,1,44701,CAwr_S52129,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
49433,1,49433,CAwr_S56463,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
54324,1,54324,CAwr_S60917,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
54431,1,54431,CAwr_S6151,-119.1441182,34.72457206,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
54730,1,54730,CAwr_S6421,-119.1799139,34.73742051,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
56358,1,56358,CAwr_S7918,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
56359,1,56359,CAwr_S7919,-119.0929297,34.75499395,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
57901,1,57901,CAwr_S9322,-119.0458048,34.76722317,4-017,4-017,LOCKWOOD VALLEY,LOCKWOOD VALLEY,Very Low,{607B204D-F168-4E82-84BF-88F6A89BB8E0}
14723,1,14723,CAwr_S23518,-118.8237532,34.13526148,4-019,4-019,THOUSAND OAKS AREA,THOUSAND OAKS AREA,Very Low,{4C2FD86A-8E52-4BCE-B741-99949106CECD}
15031,1,15031,CAwr_S23802,-118.8172,34.139,4-019,4-019,THOUSAND OAKS AREA,THOUSAND OAKS AREA,Very Low,{4C2FD86A-8E52-4BCE-B741-99949106CECD}
15373,1,15373,CAwr_S24113,-118.8491,34.1478,4-019,4-019,THOUSAND OAKS AREA,THOUSAND OAKS AREA,Very Low,{4C2FD86A-8E52-4BCE-B741-99949106CECD}
29843,1,29843,CAwr_S37686,-118.8269058,34.13819124,4-019,4-019,THOUSAND OAKS AREA,THOUSAND OAKS AREA,Very Low,{4C2FD86A-8E52-4BCE-B741-99949106CECD}
7367,1,7367,CAwr_S1673,-118.7875174,34.14759373,4-020,4-020,RUSSELL VALLEY,RUSSELL VALLEY,Very Low,{5284ADB6-2629-4706-8B91-FB5DF5011965}
34110,1,34110,CAwr_S42351,-118.7915444,34.15262222,4-020,4-020,RUSSELL VALLEY,RUSSELL VALLEY,Very Low,{5284ADB6-2629-4706-8B91-FB5DF5011965}
12839,1,12839,CAwr_S21772,-118.0184746,34.17765044,4-023,4-023,RAYMOND,RAYMOND,Very Low,{77EAB7AE-B31B-48EA-A279-3528544DB295}
37166,1,37166,CAwr_S45268,-118.0793087,34.17792935,4-023,4-023,RAYMOND,RAYMOND,Very Low,{77EAB7AE-B31B-48EA-A279-3528544DB295}
42633,1,42633,CAwr_S50244,-118.0184746,34.17765044,4-023,4-023,RAYMOND,RAYMOND,Very Low,{77EAB7AE-B31B-48EA-A279-3528544DB295}
50972,1,50972,CAwr_S57876,-118.175176,34.18537284,4-023,4-023,RAYMOND,RAYMOND,Very Low,{77EAB7AE-B31B-48EA-A279-3528544DB295}
1927,1,1927,CAwr_S11753,-120.393231,41.71164295,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
4262,1,4262,CAwr_S13895,-120.3892382,41.68029791,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
5101,1,5101,CAwr_S14663,-120.4410018,41.68209785,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
8850,1,8850,CAwr_S18090,-120.3805038,41.73013144,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
9239,1,9239,CAwr_S18444,-120.4410018,41.68209785,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
11718,1,11718,CAwr_S2074,-120.3892382,41.68029791,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
15652,1,15652,CAwr_S2437,-120.3702447,41.78913637,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
15930,1,15930,CAwr_S24624,-120.4410018,41.68209785,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
17470,1,17470,CAwr_S26037,-120.3776,41.6614,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
17471,1,17471,CAwr_S26038,-120.3848,41.6644,5-001,5-001.01,GOOSE LAKE,GOOSE LAKE - GOOSE VALLEY,Very Low,{2E3943B4-3420-49DF-9768-C7E2C4DB0302}
