SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
AZ_5320,,Unspecified,,EPSG:4326,,,,,33.9525,-111.35138899999998,,,Unspecified,335709111210501,,GWSI,AZ,
AZ_5321,,Unspecified,,EPSG:4326,,,,,31.356556,-109.3035,,,Unspecified,312120109181101,,GWSI,AZ,
AZ_5322,,Unspecified,,EPSG:4326,,,,,31.392778000000003,-109.287944,,,Unspecified,312331109171601,,GWSI,AZ,
AZ_5323,,Unspecified,,EPSG:4326,,,,,31.349722,-109.230556,,,Unspecified,312059109135001,,GWSI,AZ,
AZ_5324,,Unspecified,,EPSG:4326,,,,,34.65225,-112.514472,,,Unspecified,343907112305401,,GWSI,AZ,
AZ_5325,,Unspecified,,EPSG:4326,,,,,34.652056,-112.502556,,,Unspecified,343905112301401,,INDEX,AZ,
AZ_5326,,Unspecified,,EPSG:4326,,,,,35.126528,-110.865694,,,Unspecified,350735110515601,,GWSI,AZ,
AZ_5327,,Unspecified,,EPSG:4326,,,,,31.350556,-109.68,,,Unspecified,312102109401601,,GWSI,AZ,
AZ_5328,,Unspecified,,EPSG:4326,,,,,33.628278,-113.769444,,,Unspecified,333737113460801,,INDEX,AZ,
AZ_5329,,Unspecified,,EPSG:4326,,,,,34.101389000000005,-111.341667,,,Unspecified,340605111203001,,GWSI,AZ,
AZ_5330,,Unspecified,,EPSG:4326,,,,,35.271667,-111.728333,,,Unspecified,351618111434201,,GWSI,AZ,
AZ_5331,,Unspecified,,EPSG:4326,,,,,32.991694,-111.9285,,,Unspecified,325928111554401,,INDEX,AZ,
AZ_5332,,Unspecified,,EPSG:4326,,,,,32.995360999999995,-111.928443,,,Unspecified,325443111554201,,GWSI,AZ,
AZ_5333,,Unspecified,,EPSG:4326,,,,,32.239722,-110.420278,,,Unspecified,321423110251301,,GWSI,AZ,
AZ_5334,,Unspecified,,EPSG:4326,,,,,34.148056,-114.292222,,,Unspecified,340853114173201,,GWSI,AZ,
AZ_5335,,Unspecified,,EPSG:4326,,,,,34.144721999999994,-114.284167,,,Unspecified,340841114170301,,GWSI,AZ,
AZ_5336,,Unspecified,,EPSG:4326,,,,,34.143611,-114.283611,,,Unspecified,340836114165701,,INDEX,AZ,
AZ_5337,,Unspecified,,EPSG:4326,,,,,34.155833,-114.283333,,,Unspecified,340921114170001,,GWSI,AZ,
AZ_5338,,Unspecified,,EPSG:4326,,,,,34.150139,-109.987917,,,Unspecified,340901109591601,,INDEX,AZ,
AZ_5339,,Unspecified,,EPSG:4326,,,,,33.665556,-114.231944,,,Unspecified,333952114134801,,GWSI,AZ,
AZ_5340,,Unspecified,,EPSG:4326,,,,,32.848889,-109.776944,,,Unspecified,325056109463701,,GWSI,AZ,
AZ_5341,,Unspecified,,EPSG:4326,,,,,31.903889000000003,-109.157222,,,Unspecified,315414109092601,,GWSI,AZ,
AZ_5342,,Unspecified,,EPSG:4326,,,,,33.675583,-113.952333,,,Unspecified,334031113570601,,GWSI,AZ,
AZ_5343,,Unspecified,,EPSG:4326,,,,,33.841389,-109.15,,,Unspecified,335029109090001,,GWSI,AZ,
AZ_5344,,Unspecified,,EPSG:4326,,,,,33.446944,-112.68188899999998,,,Unspecified,332648112405301,,GWSI,AZ,
AZ_5345,,Unspecified,,EPSG:4326,,,,,32.149167,-109.501944,,,Unspecified,320857109300701,,GWSI,AZ,
AZ_5346,,Unspecified,,EPSG:4326,,,,,32.1425,-109.542222,,,Unspecified,320833109323201,,GWSI,AZ,
AZ_5347,,Unspecified,,EPSG:4326,,,,,35.299861,-113.0295,,,Unspecified,351750113014001,,GWSI,AZ,
AZ_5348,,Unspecified,,EPSG:4326,,,,,35.526389,-112.165556,,,Unspecified,353134112094901,,GWSI,AZ,
AZ_5349,,Unspecified,,EPSG:4326,,,,,34.758667,-112.445583,,,Unspecified,344534112264201,,GWSI,AZ,
AZ_5350,,Unspecified,,EPSG:4326,,,,,34.757778,-112.445833,,,Unspecified,344528112264501,,GWSI,AZ,
AZ_5351,,Unspecified,,EPSG:4326,,,,,35.331111,-111.746389,,,Unspecified,351952111444701,,GWSI,AZ,
AZ_5352,,Unspecified,,EPSG:4326,,,,,34.759444,-112.445,,,Unspecified,344533112264201,,GWSI,AZ,
AZ_5353,,Unspecified,,EPSG:4326,,,,,33.549444,-112.435278,,,Unspecified,333258112260701,,GWSI,AZ,
AZ_5354,,Unspecified,,EPSG:4326,,,,,33.551111,-112.451944,,,Unspecified,333304112270701,,GWSI,AZ,
