MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1374.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1980,,12/31/1980,01/01/1980,Bad SiteUUID,9631.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1518.9,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1981,,12/31/1981,01/01/1981,Bad SiteUUID,9632.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1757.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1982,,12/31/1982,01/01/1982,Bad SiteUUID,9633.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1914.3,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1983,,12/31/1983,01/01/1983,Bad SiteUUID,9634.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2178.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1984,,12/31/1984,01/01/1984,Bad SiteUUID,9635.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2589.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1985,,12/31/1985,01/01/1985,Bad SiteUUID,9636.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2210.2,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1986,,12/31/1986,01/01/1986,Bad SiteUUID,9637.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2732.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1987,,12/31/1987,01/01/1987,Bad SiteUUID,9638.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2900.9,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1988,,12/31/1988,01/01/1988,Bad SiteUUID,9639.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2961.53,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1989,,12/31/1989,01/01/1989,Bad SiteUUID,9640.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2896.06,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1990,,12/31/1990,01/01/1990,Bad SiteUUID,9641.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3036.24,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1991,,12/31/1991,01/01/1991,Bad SiteUUID,9642.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3205.08,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1992,,12/31/1992,01/01/1992,Bad SiteUUID,9643.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2362.52,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1993,,12/31/1993,01/01/1993,Bad SiteUUID,9644.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3969.69,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1996,,12/31/1996,01/01/1996,Bad SiteUUID,9645.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3747.59,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,9646.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,4260.77,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1998,,12/31/1998,01/01/1998,Bad SiteUUID,9647.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3999.67,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1999,,12/31/1999,01/01/1999,Bad SiteUUID,9648.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,6516.27,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2000,,12/31/2000,01/01/2000,Bad SiteUUID,9649.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,4531.37,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2001,,12/31/2001,01/01/2001,Bad SiteUUID,9650.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3785.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad SiteUUID,9651.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2703.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad SiteUUID,9652.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3172.94,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,9653.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3733.18,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9654.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,8007.29,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad SiteUUID,9655.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3670.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9656.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,3938.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad SiteUUID,9657.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2468.12,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,9658.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,2137.3601,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,9659.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,543.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1975,,12/31/1975,01/01/1975,Bad SiteUUID,9660.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,409.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1989,,12/31/1989,01/01/1989,Bad SiteUUID,9661.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,6.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,9662.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,20.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9663.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,158.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9664.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,178.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad SiteUUID,9665.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,11.55,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,9666.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,10.34,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9667.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,65.42,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1998,,12/31/1998,01/01/1998,Bad SiteUUID,9668.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,39.59,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1999,,12/31/1999,01/01/1999,Bad SiteUUID,9669.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,32.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2000,,12/31/2000,01/01/2000,Bad SiteUUID,9670.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1.91,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2001,,12/31/2001,01/01/2001,Bad SiteUUID,9671.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,186.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9672.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,82.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad SiteUUID,9673.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,40.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9674.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,41.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1982,,12/31/1982,01/01/1982,Bad SiteUUID,9675.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,227.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1990,,12/31/1990,01/01/1990,Bad SiteUUID,9676.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,174.9,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1991,,12/31/1991,01/01/1991,Bad SiteUUID,9677.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,174.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1992,,12/31/1992,01/01/1992,Bad SiteUUID,9678.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,300.79,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1993,,12/31/1993,01/01/1993,Bad SiteUUID,9679.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,241.26,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1996,,12/31/1996,01/01/1996,Bad SiteUUID,9680.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,92.86,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,9681.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,457.2,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1976,,12/31/1976,01/01/1976,Bad SiteUUID,9682.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,535.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1977,,12/31/1977,01/01/1977,Bad SiteUUID,9683.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,461.3,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1978,,12/31/1978,01/01/1978,Bad SiteUUID,9684.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,439.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1979,,12/31/1979,01/01/1979,Bad SiteUUID,9685.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,461.7,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1980,,12/31/1980,01/01/1980,Bad SiteUUID,9686.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,549.6,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1981,,12/31/1981,01/01/1981,Bad SiteUUID,9687.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,288.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1982,,12/31/1982,01/01/1982,Bad SiteUUID,9688.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,292.2,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1983,,12/31/1983,01/01/1983,Bad SiteUUID,9689.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,273.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1984,,12/31/1984,01/01/1984,Bad SiteUUID,9690.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,352.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1985,,12/31/1985,01/01/1985,Bad SiteUUID,9691.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,303.7,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1986,,12/31/1986,01/01/1986,Bad SiteUUID,9692.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,358.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1987,,12/31/1987,01/01/1987,Bad SiteUUID,9693.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,432.4,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1988,,12/31/1988,01/01/1988,Bad SiteUUID,9694.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,18.75,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,9695.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,25.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9696.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,17.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad SiteUUID,9697.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,18.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9698.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,222.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1990,,12/31/1990,01/01/1990,Bad SiteUUID,9699.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,305.9,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1991,,12/31/1991,01/01/1991,Bad SiteUUID,9700.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,305.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1992,,12/31/1992,01/01/1992,Bad SiteUUID,9701.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,162.83,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1993,,12/31/1993,01/01/1993,Bad SiteUUID,9702.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,334.9,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1996,,12/31/1996,01/01/1996,Bad SiteUUID,9703.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,318.15,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,9704.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1.79,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2000,,12/31/2000,01/01/2000,Bad SiteUUID,9705.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,95.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1981,,12/31/1981,01/01/1981,Bad SiteUUID,9706.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,190.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1982,,12/31/1982,01/01/1982,Bad SiteUUID,9707.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,258.58,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1983,,12/31/1983,01/01/1983,Bad SiteUUID,9708.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,288.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1984,,12/31/1984,01/01/1984,Bad SiteUUID,9709.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,227.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1985,,12/31/1985,01/01/1985,Bad SiteUUID,9710.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,217.2,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1986,,12/31/1986,01/01/1986,Bad SiteUUID,9711.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,177.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1987,,12/31/1987,01/01/1987,Bad SiteUUID,9712.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,209.1,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1988,,12/31/1988,01/01/1988,Bad SiteUUID,9713.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,42.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9714.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,234.19,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,9715.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,651.55,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1998,,12/31/1998,01/01/1998,Bad SiteUUID,9716.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,610.17,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1999,,12/31/1999,01/01/1999,Bad SiteUUID,9717.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,707.63,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2000,,12/31/2000,01/01/2000,Bad SiteUUID,9718.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,655.45,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2001,,12/31/2001,01/01/2001,Bad SiteUUID,9719.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,639.67,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad SiteUUID,9720.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,606.48,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad SiteUUID,9721.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,618.29,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,9722.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,702.97,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9723.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,832.33,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad SiteUUID,9724.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,808.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9725.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,519.7,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1982,,12/31/1982,01/01/1982,Bad SiteUUID,9726.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,550.78,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1983,,12/31/1983,01/01/1983,Bad SiteUUID,9727.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,561.6,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1984,,12/31/1984,01/01/1984,Bad SiteUUID,9728.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,579.0,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1985,,12/31/1985,01/01/1985,Bad SiteUUID,9729.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,520.9,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1986,,12/31/1986,01/01/1986,Bad SiteUUID,9730.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,536.3,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1987,,12/31/1987,01/01/1987,Bad SiteUUID,9731.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,641.5,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1988,,12/31/1988,01/01/1988,Bad SiteUUID,9732.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,450.6,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1990,,12/31/1990,01/01/1990,Bad SiteUUID,9733.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,480.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1991,,12/31/1991,01/01/1991,Bad SiteUUID,9734.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,479.6,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1992,,12/31/1992,01/01/1992,Bad SiteUUID,9735.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,463.62,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1993,,12/31/1993,01/01/1993,Bad SiteUUID,9736.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,576.16,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1996,,12/31/1996,01/01/1996,Bad SiteUUID,9737.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,645.2,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,9738.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,716.97,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1998,,12/31/1998,01/01/1998,Bad SiteUUID,9739.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,649.76,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,1999,,12/31/1999,01/01/1999,Bad SiteUUID,9740.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,741.92,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2000,,12/31/2000,01/01/2000,Bad SiteUUID,9741.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,657.36,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2001,,12/31/2001,01/01/2001,Bad SiteUUID,9742.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,784.98,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad SiteUUID,9743.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,654.59,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,9744.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,944.31,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,9745.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,932.33,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad SiteUUID,9746.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS61,1067.8,,,Municipal,,,,03/09/2021,,,,,,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad SiteUUID,9747.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,9.5208,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,10047.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,16.6614,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,10048.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,13.0316,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,10049.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,12.0597,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,10050.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,0.46,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,10051.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,44.0734,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1997,,12/31/1997,01/01/1997,Bad SiteUUID,10052.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,50.1826,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1998,,12/31/1998,01/01/1998,Bad SiteUUID,10053.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,64.9993,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,1999,,12/31/1999,01/01/1999,Bad SiteUUID,10054.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,60.1001,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2000,,12/31/2000,01/01/2000,Bad SiteUUID,10055.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,60.1001,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2001,,12/31/2001,01/01/2001,Bad SiteUUID,10056.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,75.016,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2002,,12/31/2002,01/01/2002,Bad SiteUUID,10057.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,73.3895,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2003,,12/31/2003,01/01/2003,Bad SiteUUID,10058.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,74.9961,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2004,,12/31/2004,01/01/2004,Bad SiteUUID,10059.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS27,74.9763,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad SiteUUID,10060.0
