MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.09,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47811.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47812.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47813.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47814.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47815.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47816.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47817.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,47818.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,47819.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.9,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47820.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47821.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.1,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47822.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.1,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47823.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.1,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47824.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,8.1,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47825.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47826.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47827.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47828.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47829.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47830.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47831.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.76,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47832.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,3.1,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47833.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.35,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47834.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,3.09,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47835.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.94,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47836.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.31,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47837.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.7,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47838.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,624.23,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,47839.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,357.86,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47840.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,556.46,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47841.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,509.74,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47842.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1016.36,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47843.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,554.89,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47844.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47845.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.01,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47846.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.06,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47847.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.06,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47848.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.19,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47849.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.01,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47850.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.16,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47851.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.16,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47852.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.16,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47853.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.16,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47854.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.75,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47855.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.13,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47856.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.42,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47857.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.73,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47858.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.61,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47859.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.94,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47860.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.94,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47861.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.94,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47862.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.93,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47863.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.93,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47864.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,47865.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,47866.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.22,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47867.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.22,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47868.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.22,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47869.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.52,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,47870.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.52,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,47871.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.33,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47872.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.99,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47873.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47874.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47875.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47876.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47877.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.69,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47878.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.65,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47879.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47880.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.45,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47881.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.5,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47882.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.5,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47883.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.5,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47884.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47885.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47886.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47887.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47888.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47889.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.24,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47890.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.24,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47891.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.24,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47892.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.24,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47893.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,30.5261,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,47894.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,106.7123,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,47895.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,382.63699999999994,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47896.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,658.76,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47897.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,15.76,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47898.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,15.76,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47899.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47900.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.36,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47901.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.45,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47902.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.25,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47903.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.72,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47904.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.36,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47905.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.35,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47906.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.35,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47907.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,5.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,47908.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,5.04,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,47909.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,2.63,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47910.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.81,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47911.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.97,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47912.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.92,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47913.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.92,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47914.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.92,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47915.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.92,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47916.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.29,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47917.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.29,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47918.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.29,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47919.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47920.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.98,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47921.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.41,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47922.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.13,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47923.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.1,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47924.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.9,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47925.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.9,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47926.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47927.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47928.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47929.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47930.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,0.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47931.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.25,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,47932.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.25,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,47933.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,4.25,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,47934.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,47935.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,47936.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,47937.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS188,1.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,47938.0
