Amount,USE TYPE,Year,STATE,COUNTY
258345.2,Irrigated Agriculture ,2015,Wyoming,green river
322523.5,Irrigated Agriculture ,2016,Wyoming,green river
365162.6,Irrigated Agriculture ,2017,Wyoming,green river
345127.1,Irrigated Agriculture ,2018,Wyoming,green river
0.0,Irrigated Agriculture ,2019,Wyoming,green river
0.0,Irrigated Agriculture ,2020,Wyoming,green river
0.0,Livestock ,1971,Arizona,san juan-colorado river
0.0,Livestock ,1972,Arizona,san juan-colorado river
0.0,Livestock ,1973,Arizona,san juan-colorado river
0.0,Livestock ,1974,Arizona,san juan-colorado river
0.0,Livestock ,1975,Arizona,san juan-colorado river
0.0,Livestock ,1976,Arizona,san juan-colorado river
0.0,Livestock ,1977,Arizona,san juan-colorado river
0.0,Livestock ,1978,Arizona,san juan-colorado river
0.0,Livestock ,1979,Arizona,san juan-colorado river
0.0,Livestock ,1980,Arizona,san juan-colorado river
2400.0,Livestock ,1981,Arizona,san juan-colorado river
2400.0,Livestock ,1982,Arizona,san juan-colorado river
2400.0,Livestock ,1983,Arizona,san juan-colorado river
2400.0,Livestock ,1984,Arizona,san juan-colorado river
2400.0,Livestock ,1985,Arizona,san juan-colorado river
1500.0,Livestock ,1986,Arizona,san juan-colorado river
1500.0,Livestock ,1987,Arizona,san juan-colorado river
1500.0,Livestock ,1988,Arizona,san juan-colorado river
1500.0,Livestock ,1989,Arizona,san juan-colorado river
1500.0,Livestock ,1990,Arizona,san juan-colorado river
1500.0,Livestock ,1991,Arizona,san juan-colorado river
1500.0,Livestock ,1992,Arizona,san juan-colorado river
1500.0,Livestock ,1993,Arizona,san juan-colorado river
1470.0,Livestock ,1994,Arizona,san juan-colorado river
2590.0,Livestock ,1995,Arizona,san juan-colorado river
243.2798,Livestock ,1996,Arizona,san juan-colorado river
243.2798,Livestock ,1997,Arizona,san juan-colorado river
243.2798,Livestock ,1998,Arizona,san juan-colorado river
247.5783,Livestock ,1999,Arizona,san juan-colorado river
250.0052,Livestock ,2000,Arizona,san juan-colorado river
218.1971,Livestock ,2001,Arizona,san juan-colorado river
218.1971,Livestock ,2002,Arizona,san juan-colorado river
218.1971,Livestock ,2003,Arizona,san juan-colorado river
218.1971,Livestock ,2004,Arizona,san juan-colorado river
218.1971,Livestock ,2005,Arizona,san juan-colorado river
218.1971,Livestock ,2006,Arizona,san juan-colorado river
245.3929,Livestock ,2007,Arizona,san juan-colorado river
278.3,Livestock ,2008,Arizona,san juan-colorado river
461.3373,Livestock ,2009,Arizona,san juan-colorado river
533.3188,Livestock ,2010,Arizona,san juan-colorado river
638.4984,Livestock ,2011,Arizona,san juan-colorado river
397.1769,Livestock ,2012,Arizona,san juan-colorado river
425.5103,Livestock ,2013,Arizona,san juan-colorado river
457.1234,Livestock ,2014,Arizona,san juan-colorado river
489.4759,Livestock ,2015,Arizona,san juan-colorado river
521.8686,Livestock ,2016,Arizona,san juan-colorado river
554.2614,Livestock ,2017,Arizona,san juan-colorado river
586.6542,Livestock ,2018,Arizona,san juan-colorado river
0.0,Livestock ,2019,Arizona,san juan-colorado river
0.0,Livestock ,2020,Arizona,san juan-colorado river
2776.9559,Livestock ,1971,Colorado,green river
2321.7172,Livestock ,1972,Colorado,green river
2230.6695,Livestock ,1973,Colorado,green river
2549.3366,Livestock ,1974,Colorado,green river
2367.2411,Livestock ,1975,Colorado,green river
1800.0,Livestock ,1976,Colorado,green river
1700.0,Livestock ,1977,Colorado,green river
1500.0,Livestock ,1978,Colorado,green river
1700.0,Livestock ,1979,Colorado,green river
1600.0,Livestock ,1980,Colorado,green river
1830.0,Livestock ,1981,Colorado,green river
1730.0,Livestock ,1982,Colorado,green river
1710.0,Livestock ,1983,Colorado,green river
1740.0,Livestock ,1984,Colorado,green river
1650.0,Livestock ,1985,Colorado,green river
1606.6,Livestock ,1986,Colorado,green river
1600.8,Livestock ,1987,Colorado,green river
1507.6,Livestock ,1988,Colorado,green river
1517.2,Livestock ,1989,Colorado,green river
1486.6,Livestock ,1990,Colorado,green river
1454.9,Livestock ,1991,Colorado,green river
1471.4,Livestock ,1992,Colorado,green river
1521.6,Livestock ,1993,Colorado,green river
1571.7,Livestock ,1994,Colorado,green river
1621.6,Livestock ,1995,Colorado,green river
1429.196,Livestock ,1996,Colorado,green river
1482.4948,Livestock ,1997,Colorado,green river
1452.2825,Livestock ,1998,Colorado,green river
1422.1485,Livestock ,1999,Colorado,green river
1392.0146,Livestock ,2000,Colorado,green river
1556.1987,Livestock ,2001,Colorado,green river
1135.3956,Livestock ,2002,Colorado,green river
1293.6928,Livestock ,2003,Colorado,green river
1156.2424,Livestock ,2004,Colorado,green river
1232.6513,Livestock ,2005,Colorado,green river
991.0494,Livestock ,2006,Colorado,green river
931.2421,Livestock ,2007,Colorado,green river
930.9157,Livestock ,2008,Colorado,green river
886.3295,Livestock ,2009,Colorado,green river
891.9306,Livestock ,2010,Colorado,green river
903.1328,Livestock ,2011,Colorado,green river
931.1383,Livestock ,2012,Colorado,green river
1132.7779,Livestock ,2013,Colorado,green river
1082.368,Livestock ,2014,Colorado,green river
1093.5702,Livestock ,2015,Colorado,green river
1132.7779,Livestock ,2016,Colorado,green river
1205.5922,Livestock ,2017,Colorado,green river
1087.9691,Livestock ,2018,Colorado,green river
0.0,Livestock ,2019,Colorado,green river
0.0,Livestock ,2020,Colorado,green river
6467.0804,Livestock ,1971,Colorado,upper main stem
6991.4383,Livestock ,1972,Colorado,upper main stem
7282.7482,Livestock ,1973,Colorado,upper main stem
7515.7961,Livestock ,1974,Colorado,upper main stem
6234.0325,Livestock ,1975,Colorado,upper main stem
5300.0,Livestock ,1976,Colorado,upper main stem
4900.0,Livestock ,1977,Colorado,upper main stem
4400.0,Livestock ,1978,Colorado,upper main stem
4800.0,Livestock ,1979,Colorado,upper main stem
4900.0,Livestock ,1980,Colorado,upper main stem
4060.0,Livestock ,1981,Colorado,upper main stem
3840.0,Livestock ,1982,Colorado,upper main stem
3800.0,Livestock ,1983,Colorado,upper main stem
3870.0,Livestock ,1984,Colorado,upper main stem
3670.0,Livestock ,1985,Colorado,upper main stem
4292.855,Livestock ,1986,Colorado,upper main stem
4030.84,Livestock ,1987,Colorado,upper main stem
4017.215,Livestock ,1988,Colorado,upper main stem
4047.255,Livestock ,1989,Colorado,upper main stem
3934.155,Livestock ,1990,Colorado,upper main stem
3915.52,Livestock ,1991,Colorado,upper main stem
3917.865,Livestock ,1992,Colorado,upper main stem
4102.66,Livestock ,1993,Colorado,upper main stem
4287.49,Livestock ,1994,Colorado,upper main stem
4472.615,Livestock ,1995,Colorado,upper main stem
4469.8367,Livestock ,1996,Colorado,upper main stem
4670.9906,Livestock ,1997,Colorado,upper main stem
4389.1533,Livestock ,1998,Colorado,upper main stem
4107.2331,Livestock ,1999,Colorado,upper main stem
3825.3129,Livestock ,2000,Colorado,upper main stem
3381.1113,Livestock ,2001,Colorado,upper main stem
2704.2112,Livestock ,2002,Colorado,upper main stem
2605.2591,Livestock ,2003,Colorado,upper main stem
2212.6214,Livestock ,2004,Colorado,upper main stem
2410.1845,Livestock ,2005,Colorado,upper main stem
2560.6112,Livestock ,2006,Colorado,upper main stem
2387.5691,Livestock ,2007,Colorado,upper main stem
2429.6377,Livestock ,2008,Colorado,upper main stem
2292.5779,Livestock ,2009,Colorado,upper main stem
2216.3749,Livestock ,2010,Colorado,upper main stem
2324.7562,Livestock ,2011,Colorado,upper main stem
2402.2195,Livestock ,2012,Colorado,upper main stem
2594.9814,Livestock ,2013,Colorado,upper main stem
2496.1219,Livestock ,2014,Colorado,upper main stem
2518.5263,Livestock ,2015,Colorado,upper main stem
2631.9486,Livestock ,2016,Colorado,upper main stem
2768.6435,Livestock ,2017,Colorado,upper main stem
3052.7313,Livestock ,2018,Colorado,upper main stem
0.0,Livestock ,2019,Colorado,upper main stem
0.0,Livestock ,2020,Colorado,upper main stem
1406.5142,Livestock ,1971,Colorado,san juan-colorado river
1486.1282,Livestock ,1972,Colorado,san juan-colorado river
981.9062,Livestock ,1973,Colorado,san juan-colorado river
1300.3622,Livestock ,1974,Colorado,san juan-colorado river
1008.4442,Livestock ,1975,Colorado,san juan-colorado river
1300.0,Livestock ,1976,Colorado,san juan-colorado river
1200.0,Livestock ,1977,Colorado,san juan-colorado river
1100.0,Livestock ,1978,Colorado,san juan-colorado river
1200.0,Livestock ,1979,Colorado,san juan-colorado river
1100.0,Livestock ,1980,Colorado,san juan-colorado river
2230.0,Livestock ,1981,Colorado,san juan-colorado river
2110.0,Livestock ,1982,Colorado,san juan-colorado river
2090.0,Livestock ,1983,Colorado,san juan-colorado river
2130.0,Livestock ,1984,Colorado,san juan-colorado river
2020.0,Livestock ,1985,Colorado,san juan-colorado river
1055.345,Livestock ,1986,Colorado,san juan-colorado river
977.76,Livestock ,1987,Colorado,san juan-colorado river
1011.185,Livestock ,1988,Colorado,san juan-colorado river
1046.045,Livestock ,1989,Colorado,san juan-colorado river
1016.045,Livestock ,1990,Colorado,san juan-colorado river
986.18,Livestock ,1991,Colorado,san juan-colorado river
971.135,Livestock ,1992,Colorado,san juan-colorado river
998.64,Livestock ,1993,Colorado,san juan-colorado river
1025.91,Livestock ,1994,Colorado,san juan-colorado river
1053.385,Livestock ,1995,Colorado,san juan-colorado river
1059.7731,Livestock ,1996,Colorado,san juan-colorado river
1088.0348,Livestock ,1997,Colorado,san juan-colorado river
1006.4957,Livestock ,1998,Colorado,san juan-colorado river
924.8596,Livestock ,1999,Colorado,san juan-colorado river
843.2236,Livestock ,2000,Colorado,san juan-colorado river
942.3404,Livestock ,2001,Colorado,san juan-colorado river
712.3054,Livestock ,2002,Colorado,san juan-colorado river
691.6128,Livestock ,2003,Colorado,san juan-colorado river
600.7481,Livestock ,2004,Colorado,san juan-colorado river
606.6876,Livestock ,2005,Colorado,san juan-colorado river
653.3063,Livestock ,2006,Colorado,san juan-colorado river
730.7577,Livestock ,2007,Colorado,san juan-colorado river
755.5365,Livestock ,2008,Colorado,san juan-colorado river
709.0668,Livestock ,2009,Colorado,san juan-colorado river
714.6679,Livestock ,2010,Colorado,san juan-colorado river
721.7813,Livestock ,2011,Colorado,san juan-colorado river
741.9453,Livestock ,2012,Colorado,san juan-colorado river
828.5383,Livestock ,2013,Colorado,san juan-colorado river
799.4126,Livestock ,2014,Colorado,san juan-colorado river
811.735,Livestock ,2015,Colorado,san juan-colorado river
843.1012,Livestock ,2016,Colorado,san juan-colorado river
879.3403,Livestock ,2017,Colorado,san juan-colorado river
843.3812,Livestock ,2018,Colorado,san juan-colorado river
0.0,Livestock ,2019,Colorado,san juan-colorado river
0.0,Livestock ,2020,Colorado,san juan-colorado river
507.1839,Livestock ,1971,New Mexico,san juan-colorado river
525.2976,Livestock ,1972,New Mexico,san juan-colorado river
416.6153,Livestock ,1973,New Mexico,san juan-colorado river
543.4113,Livestock ,1974,New Mexico,san juan-colorado river
434.729,Livestock ,1975,New Mexico,san juan-colorado river
500.0,Livestock ,1976,New Mexico,san juan-colorado river
400.0,Livestock ,1977,New Mexico,san juan-colorado river
400.0,Livestock ,1978,New Mexico,san juan-colorado river
400.0,Livestock ,1979,New Mexico,san juan-colorado river
400.0,Livestock ,1980,New Mexico,san juan-colorado river
1606.4347,Livestock ,1981,New Mexico,san juan-colorado river
1624.5484,Livestock ,1982,New Mexico,san juan-colorado river
1624.5484,Livestock ,1983,New Mexico,san juan-colorado river
1624.5484,Livestock ,1984,New Mexico,san juan-colorado river
1624.5484,Livestock ,1985,New Mexico,san juan-colorado river
821.0,Livestock ,1986,New Mexico,san juan-colorado river
828.0,Livestock ,1987,New Mexico,san juan-colorado river
848.0,Livestock ,1988,New Mexico,san juan-colorado river
862.0,Livestock ,1989,New Mexico,san juan-colorado river
828.0,Livestock ,1990,New Mexico,san juan-colorado river
842.0,Livestock ,1991,New Mexico,san juan-colorado river
817.0,Livestock ,1992,New Mexico,san juan-colorado river
769.0,Livestock ,1993,New Mexico,san juan-colorado river
758.0,Livestock ,1994,New Mexico,san juan-colorado river
770.0,Livestock ,1995,New Mexico,san juan-colorado river
711.6221,Livestock ,1996,New Mexico,san juan-colorado river
719.0416,Livestock ,1997,New Mexico,san juan-colorado river
781.3493,Livestock ,1998,New Mexico,san juan-colorado river
805.6158,Livestock ,1999,New Mexico,san juan-colorado river
782.0795,Livestock ,2000,New Mexico,san juan-colorado river
693.7476,Livestock ,2001,New Mexico,san juan-colorado river
558.9321,Livestock ,2002,New Mexico,san juan-colorado river
452.4384,Livestock ,2003,New Mexico,san juan-colorado river
446.8605,Livestock ,2004,New Mexico,san juan-colorado river
457.531,Livestock ,2005,New Mexico,san juan-colorado river
559.0,Livestock ,2006,New Mexico,san juan-colorado river
600.0,Livestock ,2007,New Mexico,san juan-colorado river
636.0,Livestock ,2008,New Mexico,san juan-colorado river
645.0,Livestock ,2009,New Mexico,san juan-colorado river
661.0,Livestock ,2010,New Mexico,san juan-colorado river
673.823,Livestock ,2011,New Mexico,san juan-colorado river
652.7336,Livestock ,2012,New Mexico,san juan-colorado river
630.0926,Livestock ,2013,New Mexico,san juan-colorado river
621.5412,Livestock ,2014,New Mexico,san juan-colorado river
625.9633,Livestock ,2015,New Mexico,san juan-colorado river
653.0,Livestock ,2016,New Mexico,san juan-colorado river
675.0,Livestock ,2017,New Mexico,san juan-colorado river
675.0,Livestock ,2018,New Mexico,san juan-colorado river
0.0,Livestock ,2019,New Mexico,san juan-colorado river
0.0,Livestock ,2020,New Mexico,san juan-colorado river
1654.2812,Livestock ,1971,Utah,green river
1693.6689,Livestock ,1972,Utah,green river
1417.9554,Livestock ,1973,Utah,green river
1890.6071,Livestock ,1974,Utah,green river
1772.4442,Livestock ,1975,Utah,green river
1700.0,Livestock ,1976,Utah,green river
1500.0,Livestock ,1977,Utah,green river
1500.0,Livestock ,1978,Utah,green river
1400.0,Livestock ,1979,Utah,green river
1500.0,Livestock ,1980,Utah,green river
1550.0,Livestock ,1981,Utah,green river
1600.0,Livestock ,1982,Utah,green river
1590.0,Livestock ,1983,Utah,green river
1470.0,Livestock ,1984,Utah,green river
1350.0,Livestock ,1985,Utah,green river
1594.59,Livestock ,1986,Utah,green river
1545.005,Livestock ,1987,Utah,green river
1578.525,Livestock ,1988,Utah,green river
1720.115,Livestock ,1989,Utah,green river
1665.05,Livestock ,1990,Utah,green river
1668.15,Livestock ,1991,Utah,green river
1665.3,Livestock ,1992,Utah,green river
1728.095,Livestock ,1993,Utah,green river
1842.55,Livestock ,1994,Utah,green river
1860.955,Livestock ,1995,Utah,green river
2255.3246,Livestock ,1996,Utah,green river
2095.1759,Livestock ,1997,Utah,green river
2067.6409,Livestock ,1998,Utah,green river
1965.0511,Livestock ,1999,Utah,green river
1994.262,Livestock ,2000,Utah,green river
1883.6097,Livestock ,2001,Utah,green river
1922.5115,Livestock ,2002,Utah,green river
1673.6191,Livestock ,2003,Utah,green river
1752.2998,Livestock ,2004,Utah,green river
1781.0671,Livestock ,2005,Utah,green river
1883.7963,Livestock ,2006,Utah,green river
1925.6994,Livestock ,2007,Utah,green river
1883.8192,Livestock ,2008,Utah,green river
1888.738,Livestock ,2009,Utah,green river
1888.738,Livestock ,2010,Utah,green river
1857.4502,Livestock ,2011,Utah,green river
1871.9324,Livestock ,2012,Utah,green river
1884.3041,Livestock ,2013,Utah,green river
1877.1078,Livestock ,2014,Utah,green river
1832.9667,Livestock ,2015,Utah,green river
1926.7829,Livestock ,2016,Utah,green river
1891.198,Livestock ,2017,Utah,green river
1793.2481,Livestock ,2018,Utah,green river
0.0,Livestock ,2019,Utah,green river
0.0,Livestock ,2020,Utah,green river
286.4385,Livestock ,1971,Utah,upper main stem
229.1508,Livestock ,1972,Utah,upper main stem
229.1508,Livestock ,1973,Utah,upper main stem
286.4385,Livestock ,1974,Utah,upper main stem
229.1508,Livestock ,1975,Utah,upper main stem
100.0,Livestock ,1976,Utah,upper main stem
100.0,Livestock ,1977,Utah,upper main stem
100.0,Livestock ,1978,Utah,upper main stem
100.0,Livestock ,1979,Utah,upper main stem
100.0,Livestock ,1980,Utah,upper main stem
50.0,Livestock ,1981,Utah,upper main stem
50.0,Livestock ,1982,Utah,upper main stem
50.0,Livestock ,1983,Utah,upper main stem
50.0,Livestock ,1984,Utah,upper main stem
40.0,Livestock ,1985,Utah,upper main stem
156.6,Livestock ,1986,Utah,upper main stem
153.575,Livestock ,1987,Utah,upper main stem
144.5,Livestock ,1988,Utah,upper main stem
138.15,Livestock ,1989,Utah,upper main stem
121.85,Livestock ,1990,Utah,upper main stem
105.4,Livestock ,1991,Utah,upper main stem
106.275,Livestock ,1992,Utah,upper main stem
96.175,Livestock ,1993,Utah,upper main stem
108.825,Livestock ,1994,Utah,upper main stem
112.775,Livestock ,1995,Utah,upper main stem
109.3111,Livestock ,1996,Utah,upper main stem
156.9793,Livestock ,1997,Utah,upper main stem
148.5776,Livestock ,1998,Utah,upper main stem
