WaDESiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDMetadataID
2005882-CODWR,2005882-CODWR,2005882-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000874-CODWR,2000874-CODWR,2000874-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000968-CODWR,2000968-CODWR,2000968-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005194-CODWR,2005194-CODWR,2005194-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005318-CODWR,2005318-CODWR,2005318-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005888-CODWR,2005888-CODWR,2005888-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005895-CODWR,2005895-CODWR,2005895-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011015-CODWR,2011015-CODWR,2011015-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011085-CODWR,2011085-CODWR,2011085-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912727-CODWR,1912727-CODWR,1912727-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912728-CODWR,1912728-CODWR,1912728-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005211-CODWR,2005211-CODWR,2005211-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005316-CODWR,2005316-CODWR,2005316-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2001122-CODWR,2001122-CODWR,2001122-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2001125-CODWR,2001125-CODWR,2001125-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912729-CODWR,1912729-CODWR,1912729-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912751-CODWR,1912751-CODWR,1912751-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005899-CODWR,2005899-CODWR,2005899-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005901-CODWR,2005901-CODWR,2005901-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011131-CODWR,2011131-CODWR,2011131-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011158-CODWR,2011158-CODWR,2011158-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005321-CODWR,2005321-CODWR,2005321-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005340-CODWR,2005340-CODWR,2005340-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2001129-CODWR,2001129-CODWR,2001129-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2001130-CODWR,2001130-CODWR,2001130-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005322-CODWR,2005322-CODWR,2005322-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005383-CODWR,2005383-CODWR,2005383-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1301037-CODWR,1301037-CODWR,1301037-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1301081-CODWR,1301081-CODWR,1301081-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912757-CODWR,1912757-CODWR,1912757-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912758-CODWR,1912758-CODWR,1912758-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005909-CODWR,2005909-CODWR,2005909-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005949-CODWR,2005949-CODWR,2005949-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011163-CODWR,2011163-CODWR,2011163-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011200-CODWR,2011200-CODWR,2011200-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005391-CODWR,2005391-CODWR,2005391-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005399-CODWR,2005399-CODWR,2005399-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912762-CODWR,1912762-CODWR,1912762-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912765-CODWR,1912765-CODWR,1912765-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2001676-CODWR,2001676-CODWR,2001676-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2001883-CODWR,2001883-CODWR,2001883-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011301-CODWR,2011301-CODWR,2011301-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011326-CODWR,2011326-CODWR,2011326-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005951-CODWR,2005951-CODWR,2005951-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006000-CODWR,2006000-CODWR,2006000-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2002048-CODWR,2002048-CODWR,2002048-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2002051-CODWR,2002051-CODWR,2002051-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005419-CODWR,2005419-CODWR,2005419-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005424-CODWR,2005424-CODWR,2005424-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000504-CODWR,2000504-CODWR,2000504-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000514-CODWR,2000514-CODWR,2000514-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011331-CODWR,2011331-CODWR,2011331-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011360-CODWR,2011360-CODWR,2011360-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005506-CODWR,2005506-CODWR,2005506-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005508-CODWR,2005508-CODWR,2005508-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2002067-CODWR,2002067-CODWR,2002067-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2002074-CODWR,2002074-CODWR,2002074-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006009-CODWR,2006009-CODWR,2006009-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006031-CODWR,2006031-CODWR,2006031-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005515-CODWR,2005515-CODWR,2005515-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005516-CODWR,2005516-CODWR,2005516-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005434-CODWR,2005434-CODWR,2005434-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005435-CODWR,2005435-CODWR,2005435-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005481-CODWR,2005481-CODWR,2005481-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005483-CODWR,2005483-CODWR,2005483-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011375-CODWR,2011375-CODWR,2011375-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011598-CODWR,2011598-CODWR,2011598-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006073-CODWR,2006073-CODWR,2006073-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006130-CODWR,2006130-CODWR,2006130-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005537-CODWR,2005537-CODWR,2005537-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005568-CODWR,2005568-CODWR,2005568-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000516-CODWR,2000516-CODWR,2000516-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000527-CODWR,2000527-CODWR,2000527-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005503-CODWR,2005503-CODWR,2005503-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005504-CODWR,2005504-CODWR,2005504-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011685-CODWR,2011685-CODWR,2011685-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011907-CODWR,2011907-CODWR,2011907-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000528-CODWR,2000528-CODWR,2000528-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000531-CODWR,2000531-CODWR,2000531-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006247-CODWR,2006247-CODWR,2006247-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006259-CODWR,2006259-CODWR,2006259-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2011983-CODWR,2011983-CODWR,2011983-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012026-CODWR,2012026-CODWR,2012026-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000534-CODWR,2000534-CODWR,2000534-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000556-CODWR,2000556-CODWR,2000556-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005570-CODWR,2005570-CODWR,2005570-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005590-CODWR,2005590-CODWR,2005590-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005507-CODWR,2005507-CODWR,2005507-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005519-CODWR,2005519-CODWR,2005519-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006261-CODWR,2006261-CODWR,2006261-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006283-CODWR,2006283-CODWR,2006283-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000561-CODWR,2000561-CODWR,2000561-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000615-CODWR,2000615-CODWR,2000615-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005521-CODWR,2005521-CODWR,2005521-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005578-CODWR,2005578-CODWR,2005578-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000642-CODWR,2000642-CODWR,2000642-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000645-CODWR,2000645-CODWR,2000645-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012033-CODWR,2012033-CODWR,2012033-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012155-CODWR,2012155-CODWR,2012155-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2002090-CODWR,2002090-CODWR,2002090-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2003559-CODWR,2003559-CODWR,2003559-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006316-CODWR,2006316-CODWR,2006316-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006320-CODWR,2006320-CODWR,2006320-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005603-CODWR,2005603-CODWR,2005603-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005604-CODWR,2005604-CODWR,2005604-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005595-CODWR,2005595-CODWR,2005595-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005653-CODWR,2005653-CODWR,2005653-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012179-CODWR,2012179-CODWR,2012179-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012249-CODWR,2012249-CODWR,2012249-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012274-CODWR,2012274-CODWR,2012274-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012418-CODWR,2012418-CODWR,2012418-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005659-CODWR,2005659-CODWR,2005659-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005663-CODWR,2005663-CODWR,2005663-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005607-CODWR,2005607-CODWR,2005607-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005652-CODWR,2005652-CODWR,2005652-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005674-CODWR,2005674-CODWR,2005674-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005690-CODWR,2005690-CODWR,2005690-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005699-CODWR,2005699-CODWR,2005699-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005719-CODWR,2005719-CODWR,2005719-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005721-CODWR,2005721-CODWR,2005721-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005751-CODWR,2005751-CODWR,2005751-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2003571-CODWR,2003571-CODWR,2003571-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2003572-CODWR,2003572-CODWR,2003572-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006330-CODWR,2006330-CODWR,2006330-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006331-CODWR,2006331-CODWR,2006331-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005754-CODWR,2005754-CODWR,2005754-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005758-CODWR,2005758-CODWR,2005758-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005451-CODWR,2005451-CODWR,2005451-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005460-CODWR,2005460-CODWR,2005460-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2003629-CODWR,2003629-CODWR,2003629-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2003680-CODWR,2003680-CODWR,2003680-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006349-CODWR,2006349-CODWR,2006349-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006374-CODWR,2006374-CODWR,2006374-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005765-CODWR,2005765-CODWR,2005765-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005769-CODWR,2005769-CODWR,2005769-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005665-CODWR,2005665-CODWR,2005665-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005673-CODWR,2005673-CODWR,2005673-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005787-CODWR,2005787-CODWR,2005787-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005789-CODWR,2005789-CODWR,2005789-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006376-CODWR,2006376-CODWR,2006376-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006381-CODWR,2006381-CODWR,2006381-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006385-CODWR,2006385-CODWR,2006385-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006392-CODWR,2006392-CODWR,2006392-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000647-CODWR,2000647-CODWR,2000647-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000665-CODWR,2000665-CODWR,2000665-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005470-CODWR,2005470-CODWR,2005470-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005489-CODWR,2005489-CODWR,2005489-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2004002-CODWR,2004002-CODWR,2004002-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005031-CODWR,2005031-CODWR,2005031-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005679-CODWR,2005679-CODWR,2005679-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005713-CODWR,2005713-CODWR,2005713-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005720-CODWR,2005720-CODWR,2005720-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005741-CODWR,2005741-CODWR,2005741-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006398-CODWR,2006398-CODWR,2006398-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006400-CODWR,2006400-CODWR,2006400-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005828-CODWR,2005828-CODWR,2005828-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005830-CODWR,2005830-CODWR,2005830-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012522-CODWR,2012522-CODWR,2012522-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012524-CODWR,2012524-CODWR,2012524-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005746-CODWR,2005746-CODWR,2005746-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005750-CODWR,2005750-CODWR,2005750-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005848-CODWR,2005848-CODWR,2005848-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005852-CODWR,2005852-CODWR,2005852-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005038-CODWR,2005038-CODWR,2005038-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005054-CODWR,2005054-CODWR,2005054-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012529-CODWR,2012529-CODWR,2012529-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012540-CODWR,2012540-CODWR,2012540-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005766-CODWR,2005766-CODWR,2005766-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005772-CODWR,2005772-CODWR,2005772-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006413-CODWR,2006413-CODWR,2006413-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006428-CODWR,2006428-CODWR,2006428-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005868-CODWR,2005868-CODWR,2005868-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005871-CODWR,2005871-CODWR,2005871-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000677-CODWR,2000677-CODWR,2000677-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000689-CODWR,2000689-CODWR,2000689-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005084-CODWR,2005084-CODWR,2005084-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005099-CODWR,2005099-CODWR,2005099-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012553-CODWR,2012553-CODWR,2012553-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012585-CODWR,2012585-CODWR,2012585-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1301084-CODWR,1301084-CODWR,1301084-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1301106-CODWR,1301106-CODWR,1301106-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005779-CODWR,2005779-CODWR,2005779-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005811-CODWR,2005811-CODWR,2005811-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005894-CODWR,2005894-CODWR,2005894-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005924-CODWR,2005924-CODWR,2005924-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000690-CODWR,2000690-CODWR,2000690-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000691-CODWR,2000691-CODWR,2000691-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005100-CODWR,2005100-CODWR,2005100-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005103-CODWR,2005103-CODWR,2005103-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1301166-CODWR,1301166-CODWR,1301166-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1301186-CODWR,1301186-CODWR,1301186-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012587-CODWR,2012587-CODWR,2012587-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012609-CODWR,2012609-CODWR,2012609-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006459-CODWR,2006459-CODWR,2006459-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006466-CODWR,2006466-CODWR,2006466-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005825-CODWR,2005825-CODWR,2005825-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005827-CODWR,2005827-CODWR,2005827-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012676-CODWR,2012676-CODWR,2012676-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012704-CODWR,2012704-CODWR,2012704-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006016-CODWR,2006016-CODWR,2006016-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006021-CODWR,2006021-CODWR,2006021-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005495-CODWR,2005495-CODWR,2005495-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005510-CODWR,2005510-CODWR,2005510-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005836-CODWR,2005836-CODWR,2005836-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005841-CODWR,2005841-CODWR,2005841-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006026-CODWR,2006026-CODWR,2006026-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006032-CODWR,2006032-CODWR,2006032-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005127-CODWR,2005127-CODWR,2005127-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005137-CODWR,2005137-CODWR,2005137-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006474-CODWR,2006474-CODWR,2006474-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006516-CODWR,2006516-CODWR,2006516-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005560-CODWR,2005560-CODWR,2005560-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005571-CODWR,2005571-CODWR,2005571-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005843-CODWR,2005843-CODWR,2005843-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005844-CODWR,2005844-CODWR,2005844-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2012708-CODWR,2012708-CODWR,2012708-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2013257-CODWR,2013257-CODWR,2013257-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006122-CODWR,2006122-CODWR,2006122-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006153-CODWR,2006153-CODWR,2006153-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005146-CODWR,2005146-CODWR,2005146-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005157-CODWR,2005157-CODWR,2005157-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005855-CODWR,2005855-CODWR,2005855-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005889-CODWR,2005889-CODWR,2005889-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005576-CODWR,2005576-CODWR,2005576-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005593-CODWR,2005593-CODWR,2005593-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2013334-CODWR,2013334-CODWR,2013334-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2013351-CODWR,2013351-CODWR,2013351-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006253-CODWR,2006253-CODWR,2006253-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006263-CODWR,2006263-CODWR,2006263-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006525-CODWR,2006525-CODWR,2006525-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006532-CODWR,2006532-CODWR,2006532-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005172-CODWR,2005172-CODWR,2005172-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005190-CODWR,2005190-CODWR,2005190-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005896-CODWR,2005896-CODWR,2005896-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005904-CODWR,2005904-CODWR,2005904-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005599-CODWR,2005599-CODWR,2005599-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005614-CODWR,2005614-CODWR,2005614-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006276-CODWR,2006276-CODWR,2006276-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2006295-CODWR,2006295-CODWR,2006295-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2013363-CODWR,2013363-CODWR,2013363-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2013381-CODWR,2013381-CODWR,2013381-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005205-CODWR,2005205-CODWR,2005205-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2005212-CODWR,2005212-CODWR,2005212-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
