SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,SitePoint,SiteNativeURL,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,NHDUpdateDate,NHDReachCode,NHDMeasureNumber,StateCV,HUC8,HUC12,County
AZ_313008110483701,313008110483701,Unspecified,,GWSI,-110.8095850177629,31.502829942700124,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335207112050101,335207112050101,Unspecified,,GWSI,-112.08383191526315,33.868995085006276,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332901112432001,332901112432001,Unspecified,,GWSI,-112.72220424498416,33.48199556066354,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332027112090301,332027112090301,Unspecified,,GWSI,-112.14975965302862,33.33932828422802,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313453111155901,313453111155901,Unspecified,,GWSI,-111.26767879427706,31.582242316036076,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334454112301401,334454112301401,Unspecified,,GWSI,-112.50447037630549,33.74687450962784,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330708111271801,330708111271801,Unspecified,,GWSI,-111.45548092078121,33.119417584225495,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330723111271801,330723111271801,Unspecified,,GWSI,-111.45547610329206,33.12305269687469,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344729112320501,344729112320501,Unspecified,,GWSI,-112.53339125614113,34.793674186689934,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344852112271201,344852112271201,Unspecified,,GWSI,-112.45392143380725,34.81503642493458,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344628112261001,344628112261001,Unspecified,,GWSI,-112.43758971033859,34.7737264145572,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335043111573301,335043111573301,Unspecified,,GWSI,-111.95942441495927,33.84534240651312,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344413112264301,344413112264301,Unspecified,,GWSI,-112.44647072118177,34.73747288823162,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344846112271401,344846112271401,Unspecified,,INDEX,-112.4561696579825,34.81313406282953,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344908112274701,344908112274701,Unspecified,,GWSI,-112.46309186177392,34.818740539597385,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344847112273901,344847112273901,Unspecified,,GWSI,-112.46069092820366,34.81310691271354,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344443112265201,344443112265201,Unspecified,,GWSI,-112.44883081337059,34.74471237921837,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335522112073201,335522112073201,Unspecified,,GWSI,-112.12719557123492,33.92287885410254,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332900111573701,332900111573701,Unspecified,,GWSI,-111.96201385491109,33.482743671739826,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334312112054401,334312112054401,Unspecified,,GWSI,-112.09688240370112,33.72021723948594,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343206112182801,343206112182801,Unspecified,,GWSI,-112.30800527950316,34.53512518283451,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343127112182401,343127112182401,Unspecified,,GWSI,-112.30696671924998,34.52333266484545,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320917110440301,320917110440301,Unspecified,,GWSI,-110.7350884017862,32.15451988437053,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343553112283501,343553112283501,Unspecified,,GWSI,-112.4779708958535,34.59605279183614,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314001109385501,314001109385501,Unspecified,,GWSI,-109.64338326180678,31.66263812532458,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325005111442001,325005111442001,Unspecified,,GWSI,-111.73908717733192,32.83482695187897,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322758110005301,322758110005301,Unspecified,,GWSI,-111.0219890552684,32.46645652121208,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335505112080401,335505112080401,Unspecified,,GWSI,-112.13591283681129,33.91742380400327,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330030111195301,330030111195301,Unspecified,,GWSI,-111.33304970623695,33.00566301480964,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314053110333401,314053110333401,Unspecified,,GWSI,-110.56035962664286,31.682337070515022,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332512112212801,332512112212801,Unspecified,,GWSI,-112.35891067623892,33.41993634945112,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322617111115801,322617111115801,Unspecified,,GWSI,-111.20090392402349,32.438007842086996,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335459112065101,335459112065101,Unspecified,,INDEX,-112.11414138693034,33.91564767060065,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314708111024401,314708111024401,Unspecified,,GWSI,-111.05511225098503,31.78602589551623,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315959111064701,315959111064701,Unspecified,,GWSI,-111.11333358745978,31.99970856245176,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321410110491201,321410110491201,Unspecified,,GWSI,-110.82061657540235,32.23649516917608,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322255110582801,322255110582801,Unspecified,,GWSI,-110.97538214339167,32.38183710832201,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343017112130901,343017112130901,Unspecified,,GWSI,-112.21941622473415,34.505400827895365,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320540110493801,320540110493801,Unspecified,,GWSI,-110.82501170049142,32.0929231931092,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321623111025201,321623111025201,Unspecified,,GWSI,-111.0480636634303,32.27435005653252,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333013112275101,333013112275101,Unspecified,,GWSI,-112.46467997144714,33.503632977965694,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343206112130301,343206112130301,Unspecified,,GWSI,-112.2191724098104,34.53434917191871,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331352111481001,331352111481001,Unspecified,,GWSI,-111.80340305656746,33.230849211405015,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322107111004501,322107111004501,Unspecified,,GWSI,-111.01389915292586,32.35261878951577,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342410110144801,342410110144801,Unspecified,,GWSI,-110.24642729726934,34.402849913525735,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343044112140201,343044112140201,Unspecified,,GWSI,-112.23454999221103,34.51267916945735,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332043111533201,332043111533201,Unspecified,,GWSI,-111.89153575943836,33.34389480042014,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332520112423601,332520112423601,Unspecified,,GWSI,-112.71103246692729,33.42383910955542,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332416112454301,332416112454301,Unspecified,,INDEX,-112.7629043165211,33.403795812083615,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335309112020601,335309112020601,Unspecified,,GWSI,-112.0412840850554,33.88432369025846,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332858112031401,332858112031401,Unspecified,,GWSI,-112.05303331240844,33.48467332771576,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332907112031501,332907112031501,Unspecified,,GWSI,-112.05519996848994,33.48467293548688,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332832111574201,332832111574201,Unspecified,,GWSI,-111.96426762413742,33.473607765057565,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332823111575001,332823111575001,Unspecified,,GWSI,-111.96426762413742,33.473607765057565,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333213112110701,333213112110701,Unspecified,,GWSI,-112.18510792770287,33.53764799400577,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335551112065701,335551112065701,Unspecified,,GWSI,-112.11630982371523,33.93012959311292,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335045111573301,335045111573301,Unspecified,,GWSI,-111.95942306178159,33.84715516808944,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343156112164101,343156112164101,Unspecified,,GWSI,-112.27879864597269,34.54012355641825,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321519110465701,321519110465701,Unspecified,,GWSI,-110.78623067276656,32.25179617124422,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344704112283601,344704112283601,Unspecified,,GWSI,-112.47534391031,34.784825078650734,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343716109391101,343716109391101,Unspecified,,GWSI,-109.64840136052764,34.62173823107874,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343716109385702,343716109385702,Unspecified,,GWSI,-109.6533010808572,34.62173832761116,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343703109392101,343703109392101,Unspecified,,GWSI,-109.65837285136226,34.61809720246098,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343716109393101,343716109393101,Unspecified,,GWSI,-109.66079055725548,34.62172160504784,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343703109390301,343703109390301,Unspecified,,GWSI,-109.6558359972473,34.61808730626086,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343742109403701,343742109403701,Unspecified,,GWSI,-109.38557982379828,34.46818680951077,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314921111311401,314921111311401,Unspecified,,GWSI,-111.52255108842704,31.82362462984666,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314913111320701,314913111320701,Unspecified,,GWSI,-111.53329417625943,31.821784706563427,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314902111325101,314902111325101,Unspecified,,GWSI,-111.54914094852062,31.81630418238847,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314844111321201,314844111321201,Unspecified,,GWSI,-111.53966775475071,31.81995346050606,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333211112211201,333211112211201,Unspecified,,GWSI,-112.35284634363663,33.535919892049655,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333211112211301,333211112211301,Unspecified,,GWSI,-112.35499837164464,33.535941453233455,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333125112194101,333125112194101,Unspecified,,GWSI,-112.3345294756153,33.52397055061643,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333106112200701,333106112200701,Unspecified,,GWSI,-112.33561131946966,33.5176458271202,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321957111040801,321957111040801,Unspecified,,GWSI,-111.06842997848223,32.333114938875056,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322013111043201,322013111043201,Unspecified,,GWSI,-111.077051460016,32.33671850149912,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321945111033601,321945111033601,Unspecified,,GWSI,-111.05985484978211,32.32948369853582,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330152111302401,330152111302401,Unspecified,,GWSI,-111.50860264650056,33.030390920588694,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335341112032201,335341112032201,Unspecified,,GWSI,-112.05760665514514,33.89430341332121,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332739112185901,332739112185901,Unspecified,,GWSI,-112.31841023221835,33.46141799776105,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335516112404801,335516112404801,Unspecified,,GWSI,-112.67996502446505,33.920978522341535,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314056110162101,314056110162101,Unspecified,,GWSI,-110.27296986295364,31.68236720219956,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312620110132901,312620110132901,Unspecified,,INDEX,-110.22489903902571,31.439147143131777,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344303113365601,344303113365601,Unspecified,,GWSI,-113.61567920351608,34.71692435961492,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345240111470501,345240111470501,Unspecified,,GWSI,-111.7833316250542,34.8784805774016,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325303113201501,325303113201501,Unspecified,,GWSI,-113.33820514405119,32.883257131671996,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351959113382601,351959113382601,Unspecified,,GWSI,-113.64681009317658,35.332932964043025,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353414113423701,353414113423701,Unspecified,,GWSI,-113.71149550611744,35.5702284261825,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353630113455801,353630113455801,Unspecified,,GWSI,-113.76238664265044,35.60841459542605,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351832114060701,351832114060701,Unspecified,,GWSI,-114.1044935205001,35.307329563808274,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342613109250101,342613109250101,Unspecified,,GWSI,-109.41465837861702,34.43559232728748,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343822111465401,343822111465401,Unspecified,,GWSI,-111.78198360485155,34.64116663430505,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313955110321401,313955110321401,Unspecified,,GWSI,-110.53822422643664,31.66488221496443,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351407112100601,351407112100601,Unspecified,,GWSI,-112.17201118963617,35.23469793639832,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351413112100501,351413112100501,Unspecified,,GWSI,-112.16975396316545,35.238371438701584,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335657112452201,335657112452201,Unspecified,,GWSI,-112.75757550510662,33.94988697063408,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_340448112084301,340448112084301,Unspecified,,GWSI,-112.14351409970149,34.0748210723384,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324014114080701,324014114080701,Unspecified,,GWSI,-114.1368744823201,32.66997511883721,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313126110383001,313126110383001,Unspecified,,GWSI,-110.64434318494172,31.52282296696318,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313129110374001,313129110374001,Unspecified,,GWSI,-110.62733089471915,31.526491768791587,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313021110352401,313021110352401,Unspecified,,GWSI,-110.58922315746894,31.504567945104704,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312017110195901,312017110195901,Unspecified,,GWSI,-110.33247139758205,31.33771851805694,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313300110330801,313300110330801,Unspecified,,GWSI,-110.55141317156887,31.551664006702975,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312846110374601,312846110374601,Unspecified,,GWSI,-110.63163094353206,31.479118403144312,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313104110302901,313104110302901,Unspecified,,INDEX,-110.50949797240018,31.518858299509546,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313044110302101,313044110302101,Unspecified,,GWSI,-110.5052819870185,31.51165125517228,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312207110400301,312207110400301,Unspecified,,INDEX,-110.66932187282768,31.36721521792556,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312245110450301,312245110450301,Unspecified,,GWSI,-110.75190415741785,31.38010541831191,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312509110492501,312509110492501,Unspecified,,GWSI,-110.82372832394242,31.419824628959194,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313033110405501,313033110405501,Unspecified,,GWSI,-110.68018821321402,31.509221540831202,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313013110421501,313013110421501,Unspecified,,GWSI,-110.70459279583882,31.503018621582545,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322755109484201,322755109484201,Unspecified,,GWSI,-109.81383322610002,32.46634602469832,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344822111473401,344822111473401,Unspecified,,GWSI,-111.79260507739096,34.806371656754585,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322449109571701,322449109571701,Unspecified,,GWSI,-109.9557368046021,32.41399405412165,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350514113490301,350514113490301,Unspecified,,GWSI,-113.81691378990989,35.089184390563354,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350804113551801,350804113551801,Unspecified,,GWSI,-113.92094808128502,35.133517956637064,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325510109424701,325510109424701,Unspecified,,INDEX,-109.71351297729451,32.91901501997433,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325557109432501,325557109432501,Unspecified,,GWSI,-109.72371099371384,32.931584614377726,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314359109264701,314359109264701,Unspecified,,GWSI,-109.44772345927687,31.734143364375846,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324646114302801,324646114302801,Unspecified,,GWSI,-114.50822641261045,32.779672514110835,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330029109575301,330029109575301,Unspecified,,GWSI,-109.96462996752507,33.036007352612785,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314338109414501,314338109414501,Unspecified,,GWSI,-109.70200149841568,31.723978654414694,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324158114304601,324158114304601,Unspecified,,GWSI,-114.51078572435365,32.701046503705385,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312520109375001,312520109375001,Unspecified,,GWSI,-109.63159084061846,31.4219956048102,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314926109431101,314926109431101,Unspecified,,GWSI,-109.71941690730621,31.82446970593486,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314923109430401,314923109430401,Unspecified,,GWSI,-109.71729718059711,31.82265316484559,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312704109374701,312704109374701,Unspecified,,GWSI,-109.63125922268846,31.451041065818064,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_354036114110601,354036114110601,Unspecified,,INDEX,-114.18651772346131,35.675899047743094,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313403109412501,313403109412501,Unspecified,,GWSI,-109.69387420354376,31.565491388082126,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343810111470401,343810111470401,Unspecified,,GWSI,-111.78649284469226,34.63570899562156,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325535109052601,325535109052601,Unspecified,,GWSI,-109.09130810529958,32.926771299096735,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321250112434801,321250112434801,Unspecified,,GWSI,-112.7295938683682,32.213421494703915,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342010109433801,342010109433801,Unspecified,,GWSI,-109.72576558701043,34.33542071682884,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351438111402801,351438111402801,Unspecified,,GWSI,-111.67476924336653,35.24406407057877,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343347111505701,343347111505701,Unspecified,,GWSI,-111.84913474662248,34.563066323734525,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342247112113301,342247112113301,Unspecified,,GWSI,-112.19091423140094,34.377993345140524,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314517109244201,314517109244201,Unspecified,,GWSI,-109.41405392579419,31.75535119575218,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320318110041801,320318110041801,Unspecified,,GWSI,-110.0720481511433,32.05493178391781,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343319111513101,343319111513101,Unspecified,,GWSI,-111.8577473230967,34.55573781930784,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313219110314601,313219110314601,Unspecified,,GWSI,-110.52938725077992,31.53792504144741,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323634114345601,323634114345601,Unspecified,,GWSI,-114.58713278318513,32.60968650311714,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324713109092201,324713109092201,Unspecified,,GWSI,-109.15595131351425,32.78720453042379,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350321113481801,350321113481801,Unspecified,,GWSI,-113.80821648644925,35.05653161184095,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350130113482301,350130113482301,Unspecified,,GWSI,-113.80822245875447,35.02396510558189,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350615113481001,350615113481001,Unspecified,,GWSI,-113.80396397272465,35.10365416595275,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350100113500801,350100113500801,Unspecified,,GWSI,-113.83455398681039,35.027579834857534,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350311113485301,350311113485301,Unspecified,,GWSI,-113.82134295642952,35.052927808162394,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350430113460201,350430113460201,Unspecified,,GWSI,-113.7691413509525,35.07461077221411,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350618113454701,350618113454701,Unspecified,,GWSI,-113.76474836260311,35.103618079093394,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312134109332501,312134109332501,Unspecified,,GWSI,-109.55704912768533,31.359670231498296,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344845112031301,344845112031301,Unspecified,,GWSI,-112.0520412275502,34.81436926546808,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345514112524101,345514112524101,Unspecified,,GWSI,-112.87940257849831,34.9206443553929,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_340538111203401,340538111203401,Unspecified,,GWSI,-111.28348339200615,34.09349626420299,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312821110172101,312821110172101,Unspecified,,GWSI,-110.29017863279087,31.473638652295282,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315518110250701,315518110250701,Unspecified,,GWSI,-110.41860402397495,31.922194057526767,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315745110223401,315745110223401,Unspecified,,GWSI,-110.37608749778849,31.962436468348184,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315650110233801,315650110233801,Unspecified,,GWSI,-110.39501538444262,31.947723541238002,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315647110233901,315647110233901,Unspecified,,GWSI,-110.39501538444262,31.947723541238002,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315514110224601,315514110224601,Unspecified,,GWSI,-110.38019871501103,31.920514894829992,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_341141111191501,341141111191501,Unspecified,,GWSI,-111.32253736338345,34.19485981502896,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344106111502701,344106111502701,Unspecified,,GWSI,-111.83996039125283,34.68384011632021,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312119109564801,312119109564801,Unspecified,,GWSI,-109.94766403581502,31.355448855282553,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312021109554301,312021109554301,Unspecified,,GWSI,-109.93091291338398,31.34088416789743,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314624110524501,314624110524501,Unspecified,,GWSI,-110.88014344791694,31.7729895662302,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_340316109275201,340316109275201,Unspecified,,GWSI,-109.4656035458646,34.05401429492096,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_354251114284901,354251114284901,Unspecified,,GWSI,-114.48144413588001,35.714184730725734,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345844111443801,345844111443801,Unspecified,,GWSI,-111.74501850915175,34.97827220312546,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323828114324601,323828114324601,Unspecified,,GWSI,-114.54780840802519,32.641793672757146,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323823114342001,323823114342001,Unspecified,,GWSI,-114.57355223284888,32.63971057699837,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_340628109192201,340628109192201,Unspecified,,GWSI,-109.3218300169059,34.107745169244666,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323718114082301,323718114082301,Unspecified,,GWSI,-114.14084311129378,32.62284353369406,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323731114082101,323731114082101,Unspecified,,GWSI,-114.14085105451018,32.62465539156849,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323725114091901,323725114091901,Unspecified,,GWSI,-114.15583952557708,32.62445955352978,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323713114082601,323713114082601,Unspecified,,GWSI,-114.14083485667942,32.62102266802644,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314225109512801,314225109512801,Unspecified,,GWSI,-109.86014614407608,31.70870217904683,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314051109510001,314051109510001,Unspecified,,GWSI,-109.85171912243274,31.681508145588293,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314206109522701,314206109522701,Unspecified,,GWSI,-109.87506741378039,31.701572438823618,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313953109513001,313953109513001,Unspecified,,GWSI,-109.85826428281655,31.66512076136422,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313951109525801,313951109525801,Unspecified,,GWSI,-109.88377168526897,31.66517504695717,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313851109511601,313851109511601,Unspecified,,GWSI,-109.85592521533793,31.64692151091923,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314200109442801,314200109442801,Unspecified,,GWSI,-109.74142489822395,31.70079250731834,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
