"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2013,"Colorado River Deliveries - Agriculture","SPL11A","North Coast","Agriculture",0
2013,"State Water Project Deliveries - Agriculture","SPL12A","North Coast","Agriculture",0
2013,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","North Coast","Agriculture",0
2013,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","North Coast","Agriculture",0
2013,"Other Federal Deliveries - Agriculture","SPL15A","North Coast","Agriculture",133.5
2013,"Ocean Desalination - Agriculture","SPL16A","North Coast","Agriculture",0
2013,"Water from Refineries - Agriculture","SPL17A","North Coast","Agriculture",0
2013,"Water Transfers - Regional - Agriculture","SPL18A","North Coast","Agriculture",0
2013,"Inter-basin Water Transfers - Agriculture","SPL19A","North Coast","Agriculture",0
2013,"Local Supplies - Agriculture","SPL1A","North Coast","Agriculture",197.8
2013,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","North Coast","Agriculture",14.4
2013,"Return Flow from Other PA - Agriculture","SPL2B1","North Coast","Agriculture",0
2013,"Return Flow from Other Region - Agriculture","SPL2C1","North Coast","Agriculture",49.1
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","North Coast","Agriculture",0
2013,"Local Imports - Agriculture","SPL3A","North Coast","Agriculture",1.2
2013,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","North Coast","Agriculture",356
2013,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","North Coast","Agriculture",0
2013,"Groundwater Extraction - Banked - Agriculture","SPL6A","North Coast","Agriculture",0
2013,"Desalination - Instream Flow Requirements","SPL10B","North Coast","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","North Coast","Instream Flow Requirements",0
2013,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","North Coast","Instream Flow Requirements",0
2013,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","North Coast","Instream Flow Requirements",0
2013,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","North Coast","Instream Flow Requirements",0
2013,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","North Coast","Instream Flow Requirements",0
2013,"Ocean Desalination - Instream Flow Requirements","SPL16D","North Coast","Instream Flow Requirements",0
2013,"Water from Refineries - Instream Flow Requirements","SPL17D","North Coast","Instream Flow Requirements",0
2013,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","North Coast","Instream Flow Requirements",0
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","North Coast","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","North Coast","Instream Flow Requirements",1379.1
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","North Coast","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","North Coast","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","North Coast","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","North Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","North Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","North Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","North Coast","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","North Coast","Managed Wetlands",0
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","North Coast","Managed Wetlands",0
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","North Coast","Managed Wetlands",0
2013,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","North Coast","Managed Wetlands",0
2013,"Other Federal Deliveries - Managed Wetlands","SPL15B","North Coast","Managed Wetlands",98
2013,"Ocean Desalination - Managed Wetlands","SPL16B","North Coast","Managed Wetlands",0
2013,"Water from Refineries - Managed Wetlands","SPL17B","North Coast","Managed Wetlands",0
2013,"Water Transfers - Regional - Managed Wetlands","SPL18B","North Coast","Managed Wetlands",0
2013,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","North Coast","Managed Wetlands",0
2013,"Local Supplies - Managed Wetlands","SPL1B","North Coast","Managed Wetlands",19.1
2013,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","North Coast","Managed Wetlands",0.3
2013,"Return Flow from Other PA - Managed Wetlands","SPL2B2","North Coast","Managed Wetlands",0
2013,"Return Flow from Other Region - Managed Wetlands","SPL2C2","North Coast","Managed Wetlands",13.2
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","North Coast","Managed Wetlands",2.2
2013,"Local Imports - Managed Wetlands","SPL3B","North Coast","Managed Wetlands",0
2013,"Groundwater Extraction - Unadjudicated - Managed Wetlands","SPL4B","North Coast","Managed Wetlands",2.3
2013,"Groundwater Extraction - Adjudicated - Managed Wetlands","SPL5B","North Coast","Managed Wetlands",0
2013,"Groundwater Extraction - Banked - Managed Wetlands","SPL6B","North Coast","Managed Wetlands",0
2013,"Desalination - Required Delta Outflow","SPL10D","North Coast","Required Delta Outflow",0
2013,"Colorado River Deliveries - Required Delta Outflow","SPL11F","North Coast","Required Delta Outflow",0
2013,"State Water Project Deliveries - Required Delta Outflow","SPL12F","North Coast","Required Delta Outflow",0
2013,"Central Valley Project - Base Deliveries - Required Delta Outflow","SPL13F","North Coast","Required Delta Outflow",0
2013,"Central Valley Project - Project Deliveries - Required Delta Outflow","SPL14F","North Coast","Required Delta Outflow",0
2013,"Other Federal Deliveries - Required Delta Outflow","SPL15F","North Coast","Required Delta Outflow",0
2013,"Ocean Desalination - Required Delta Outflow","SPL16F","North Coast","Required Delta Outflow",0
2013,"Water from Refineries - Required Delta Outflow","SPL17F","North Coast","Required Delta Outflow",0
2013,"Water Transfers - Regional - Required Delta Outflow","SPL18F","North Coast","Required Delta Outflow",0
2013,"Inter-basin Water Transfers - Required Delta Outflow","SPL19F","North Coast","Required Delta Outflow",0
2013,"Local Supplies - Required Delta Outflow","SPL1F","North Coast","Required Delta Outflow",0
2013,"Return Flow from Other DAUCO within PA - Required Delta Outflow","SPL2A6","North Coast","Required Delta Outflow",0
2013,"Return Flow from Other PA - Required Delta Outflow","SPL2B6","North Coast","Required Delta Outflow",0
2013,"Return Flow from Other Region - Required Delta Outflow","SPL2C6","North Coast","Required Delta Outflow",0
2013,"Local Imports - Required Delta Outflow","SPL3F","North Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Unadjudicated - Required Delta Outflow","SPL4F","North Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Adjudicated - Required Delta Outflow","SPL5F","North Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Banked - Required Delta Outflow","SPL6F","North Coast","Required Delta Outflow",0
2013,"Desalination - Urban","SPL10A","North Coast","Urban",0
2013,"Colorado River Deliveries - Urban","SPL11C","North Coast","Urban",0
2013,"State Water Project Deliveries - Urban","SPL12C","North Coast","Urban",0
2013,"Central Valley Project - Base Deliveries - Urban","SPL13C","North Coast","Urban",0
2013,"Central Valley Project - Project Deliveries - Urban","SPL14C","North Coast","Urban",0
2013,"Other Federal Deliveries - Urban","SPL15C","North Coast","Urban",0
2013,"Ocean Desalination - Urban","SPL16C","North Coast","Urban",0
2013,"Water from Refineries - Urban","SPL17C","North Coast","Urban",0
2013,"Water Transfers - Regional - Urban","SPL18C","North Coast","Urban",0
2013,"Inter-basin Water Transfers - Urban","SPL19C","North Coast","Urban",0
2013,"Local Supplies - Urban","SPL1C","North Coast","Urban",49.9
2013,"Return Flow from Other DAUCO within PA - Urban","SPL2A3","North Coast","Urban",27.2
2013,"Return Flow from Other PA - Urban","SPL2B3","North Coast","Urban",0
2013,"Return Flow from Other Region - Urban","SPL2C3","North Coast","Urban",4
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Urban","SPL2D3","North Coast","Urban",0
2013,"Local Imports - Urban","SPL3C","North Coast","Urban",0.4
2013,"Groundwater Extraction - Unadjudicated - Urban","SPL4C","North Coast","Urban",66.7
2013,"Groundwater Extraction - Adjudicated - Urban","SPL5C","North Coast","Urban",0
2013,"Groundwater Extraction - Banked - Urban","SPL6C","North Coast","Urban",0
2013,"Total Developed Supply (TDS)","SPL23","North Coast","Water Supplies",15245.7
2013,"Total Return Flow and Reuse (TRFR)","SPL24","North Coast","Water Supplies",201
2013,"Total Supply and Retuse (TSR)","SPL25","North Coast","Water Supplies",15446.7
2013,"Total Reuse of Deep Percolation (TRDP)","SPL26","North Coast","Water Supplies",92.8
2013,"Total Net Supply (TNS)","SPL27","North Coast","Water Supplies",15152.9
2013,"Total Reuse (TR)","SPL28","North Coast","Water Supplies",293.8
2013,"Desalination - Wild and Scenic Flows","SPL10C","North Coast","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Wild and Scenic Flows","SPL11E","North Coast","Wild and Scenic Rivers",0
2013,"State Water Project Deliveries - Wild and Scenic Flows","SPL12E","North Coast","Wild and Scenic Rivers",0
2013,"Central Valley Project - Base Deliveries - Wild and Scenic Flows","SPL13E","North Coast","Wild and Scenic Rivers",0
2013,"Central Valley Project - Project Deliveries - Wild and Scenic Flows","SPL14E","North Coast","Wild and Scenic Rivers",0
2013,"Other Federal Deliveries - Wild and Scenic Flows","SPL15E","North Coast","Wild and Scenic Rivers",0
2013,"Ocean Desalination - Wild and Scenic Flows","SPL16E","North Coast","Wild and Scenic Rivers",0
2013,"Water from Refineries - Wild and Scenic Flows","SPL17E","North Coast","Wild and Scenic Rivers",0
2013,"Water Transfers - Regional - Wild and Scenic Flows","SPL18E","North Coast","Wild and Scenic Rivers",0
2013,"Inter-basin Water Transfers - Wild and Scenic Flows","SPL19E","North Coast","Wild and Scenic Rivers",0
2013,"Local Supplies - Wild and Scenic Flows","SPL1E","North Coast","Wild and Scenic Rivers",12873.2
2013,"Return Flow from Other DAUCO within PA - Wild and Scenic Flows","SPL2A5","North Coast","Wild and Scenic Rivers",0
2013,"Return Flow from Other PA - Wild and Scenic Flows","SPL2B5","North Coast","Wild and Scenic Rivers",0
2013,"Return Flow from Other Region - Wild and Scenic Flows","SPL2C5","North Coast","Wild and Scenic Rivers",0
2013,"Local Imports - Wild and Scenic Flows","SPL3E","North Coast","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Unadjudicated - Wild and Scenic Flows","SPL4E","North Coast","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Adjudicated - Wild and Scenic Flows","SPL5E","North Coast","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Banked - Wild and Scenic Flows","SPL6E","North Coast","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Agriculture","SPL11A","North Lahontan","Agriculture",0
2013,"State Water Project Deliveries - Agriculture","SPL12A","North Lahontan","Agriculture",0
2013,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","North Lahontan","Agriculture",0
2013,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","North Lahontan","Agriculture",0
2013,"Other Federal Deliveries - Agriculture","SPL15A","North Lahontan","Agriculture",0
2013,"Ocean Desalination - Agriculture","SPL16A","North Lahontan","Agriculture",0
2013,"Water from Refineries - Agriculture","SPL17A","North Lahontan","Agriculture",0
2013,"Water Transfers - Regional - Agriculture","SPL18A","North Lahontan","Agriculture",0
2013,"Inter-basin Water Transfers - Agriculture","SPL19A","North Lahontan","Agriculture",0
2013,"Local Supplies - Agriculture","SPL1A","North Lahontan","Agriculture",152.8
2013,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","North Lahontan","Agriculture",0.3
2013,"Return Flow from Other PA - Agriculture","SPL2B1","North Lahontan","Agriculture",0
2013,"Return Flow from Other Region - Agriculture","SPL2C1","North Lahontan","Agriculture",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","North Lahontan","Agriculture",0
2013,"Local Imports - Agriculture","SPL3A","North Lahontan","Agriculture",0
2013,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","North Lahontan","Agriculture",65.2
2013,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","North Lahontan","Agriculture",0
2013,"Groundwater Extraction - Banked - Agriculture","SPL6A","North Lahontan","Agriculture",0
2013,"Desalination - Instream Flow Requirements","SPL10B","North Lahontan","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","North Lahontan","Instream Flow Requirements",0
2013,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","North Lahontan","Instream Flow Requirements",0
2013,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","North Lahontan","Instream Flow Requirements",0
2013,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","North Lahontan","Instream Flow Requirements",0
2013,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","North Lahontan","Instream Flow Requirements",0
2013,"Ocean Desalination - Instream Flow Requirements","SPL16D","North Lahontan","Instream Flow Requirements",0
2013,"Water from Refineries - Instream Flow Requirements","SPL17D","North Lahontan","Instream Flow Requirements",0
2013,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","North Lahontan","Instream Flow Requirements",0
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","North Lahontan","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","North Lahontan","Instream Flow Requirements",0
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","North Lahontan","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","North Lahontan","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","North Lahontan","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","North Lahontan","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","North Lahontan","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","North Lahontan","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","North Lahontan","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","North Lahontan","Managed Wetlands",0
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","North Lahontan","Managed Wetlands",0
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","North Lahontan","Managed Wetlands",0
