"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2013,"Depletion","DEPRDO","Tulare Lake","Required Delta Outflow",0
2013,"Net Water Use (Applied Water - Reuse)","NW1RDO","Tulare Lake","Required Delta Outflow",0
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2RDO","Tulare Lake","Required Delta Outflow",0
2013,"Applied Water","RDO1","Tulare Lake","Required Delta Outflow",0
2013,"Return Flow for Delta Outflow","RDO2","Tulare Lake","Required Delta Outflow",0
2013,"Applied Water Use","AWUURB","Tulare Lake","Urban",586
2013,"Conveyance Applied Water Use","AWUURBC","Tulare Lake","Urban",0
2013,"Depletion","DEPURB","Tulare Lake","Urban",200
2013,"Conveyance Depletion","DEPURBC","Tulare Lake","Urban",0
2013,"Net Water Use (Applied Water - Reuse)","NW1URB","Tulare Lake","Urban",199.5
2013,"Conveyance Net Water Use (Applied Water - Reuse)","NW1URBC","Tulare Lake","Urban",0
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URB","Tulare Lake","Urban",200
2013,"Conveyance Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2URBC","Tulare Lake","Urban",0
2013,"Applied Water - Residential - Single Family Interior","URB1","Tulare Lake","Urban",108.9
2013,"Evapotranspiration of Applied Water","URB10","Tulare Lake","Urban",200
2013,"Evaporation and Evapotranspiration of Groundwater Recharge","URB11","Tulare Lake","Urban",0
2013,"Deep Percolation of Applied Water","URB12","Tulare Lake","Urban",307
2013,"Deep Percolation of Applied Water to Salt Sink","URB13","Tulare Lake","Urban",0
2013,"Deep Percolation of Groundwater Recharge","URB14","Tulare Lake","Urban",1.3
2013,"Reuse of Return Flows within DAUCO","URB15A","Tulare Lake","Urban",78.2
2013,"Urban - Wastewater Recycling","URB15B","Tulare Lake","Urban",0
2013,"Urban - Desalination","URB15C","Tulare Lake","Urban",0
2013,"Evaporation and Evapotranspiration of Wastewater","URB16","Tulare Lake","Urban",0
2013,"Return Flow to Oregon","URB17A","Tulare Lake","Urban",0
2013,"Return Flow to Nevada","URB17B","Tulare Lake","Urban",0
2013,"Return Flow to Mexico","URB17C","Tulare Lake","Urban",0
2013,"Deep Percolation to Oregon","URB17D","Tulare Lake","Urban",0
2013,"Deep Percolation to Nevada","URB17E","Tulare Lake","Urban",0
2013,"Deep Percolation to Mexico","URB17F","Tulare Lake","Urban",0
2013,"Return Flow to Salt Sink","URB18A","Tulare Lake","Urban",0
2013,"Return Flow for Delta Outflow","URB18B","Tulare Lake","Urban",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","URB19A","Tulare Lake","Urban",0
2013,"Return Flow to Developed Supply (Other PA)","URB19B","Tulare Lake","Urban",0
2013,"Return Flow to Developed Supply (Other Region)","URB19C","Tulare Lake","Urban",0
2013,"Return Flow to Carryover Storage for Next Water Year within DAU","URB19D","Tulare Lake","Urban",0
2013,"Applied Water - Residential - Single Family Exterior","URB2","Tulare Lake","Urban",165.6
2013,"Return Flows Evaporation and Evapotranspiration","URB20","Tulare Lake","Urban",0
2013,"Conveyance Evaporation and ETAW","URB25","Tulare Lake","Urban",0
2013,"Conveyance Return Flow to Oregon","URB26A","Tulare Lake","Urban",0
2013,"Conveyance Return Flow to Nevada","URB26B","Tulare Lake","Urban",0
2013,"Conveyance Return Flow to Mexico","URB26C","Tulare Lake","Urban",0
2013,"Conveyance Deep Percolation to Oregon","URB26D","Tulare Lake","Urban",0
2013,"Conveyance Deep Percolation to Nevada","URB26E","Tulare Lake","Urban",0
2013,"Conveyance Deep Percolation to Mexico","URB26F","Tulare Lake","Urban",0
2013,"Conveyance Return Flows to Salt Sink","URB27A","Tulare Lake","Urban",0
2013,"Conveyance Return Flow for Delta Outflow","URB27B","Tulare Lake","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","Tulare Lake","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","Tulare Lake","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","Tulare Lake","Urban",0
2013,"Conveyance Seepage","URB29","Tulare Lake","Urban",0
2013,"Applied Water - Residential - Multi Family Interior","URB3","Tulare Lake","Urban",114.2
2013,"Conveyance Deep Percolation","URB30","Tulare Lake","Urban",0
2013,"Conveyance Deep Percolation to Salt Sink","URB31","Tulare Lake","Urban",0
2013,"Applied Water - Residential - Multi Family Exterior","URB4","Tulare Lake","Urban",68.5
2013,"Applied Water - Commercial Use","URB5","Tulare Lake","Urban",39.8
2013,"Applied Water - Industrial Use","URB6","Tulare Lake","Urban",56.8
2013,"Applied Water - Urban Large Landscape","URB7","Tulare Lake","Urban",16.8
2013,"Applied Water - Energy Production","URB8","Tulare Lake","Urban",14.1
2013,"Applied Water - Groundwater","URB9","Tulare Lake","Urban",1.3
2013,"Applied Water Use","AWUWSR","Tulare Lake","Wild and Scenic River",524.7
2013,"Depletion","DEPWSR","Tulare Lake","Wild and Scenic River",0
2013,"Net Water Use (Applied Water - Reuse)","NW1WSR","Tulare Lake","Wild and Scenic River",0
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","Tulare Lake","Wild and Scenic River",0
2013,"Applied Water","WSR1","Tulare Lake","Wild and Scenic River",524.7
2013,"Reuse of Return Flows within DAUCO","WSR2","Tulare Lake","Wild and Scenic River",524.7
2013,"Return Flow to Salt Sink","WSR3A","Tulare Lake","Wild and Scenic River",0
2013,"Return Flow to Oregon - Mexico - Nevada","WSR3B","Tulare Lake","Wild and Scenic River",0
2013,"Return Flow for Delta Outflow","WSR3C","Tulare Lake","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","Tulare Lake","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other PA)","WSR4B","Tulare Lake","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other Region)","WSR4C","Tulare Lake","Wild and Scenic River",0
2013,"Colorado River Deliveries - Agriculture","SPL11A","Central Coast","Agriculture",0
2013,"State Water Project Deliveries - Agriculture","SPL12A","Central Coast","Agriculture",0.6
2013,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","Central Coast","Agriculture",0
2013,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","Central Coast","Agriculture",23.8
2013,"Other Federal Deliveries - Agriculture","SPL15A","Central Coast","Agriculture",23
2013,"Ocean Desalination - Agriculture","SPL16A","Central Coast","Agriculture",0
2013,"Water from Refineries - Agriculture","SPL17A","Central Coast","Agriculture",0
2013,"Water Transfers - Regional - Agriculture","SPL18A","Central Coast","Agriculture",9.7
2013,"Inter-basin Water Transfers - Agriculture","SPL19A","Central Coast","Agriculture",0
2013,"Local Supplies - Agriculture","SPL1A","Central Coast","Agriculture",0
2013,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","Central Coast","Agriculture",0
2013,"Return Flow from Other PA - Agriculture","SPL2B1","Central Coast","Agriculture",0
2013,"Return Flow from Other Region - Agriculture","SPL2C1","Central Coast","Agriculture",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","Central Coast","Agriculture",0
2013,"Local Imports - Agriculture","SPL3A","Central Coast","Agriculture",0
2013,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","Central Coast","Agriculture",1020.5
2013,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","Central Coast","Agriculture",176.4
2013,"Groundwater Extraction - Banked - Agriculture","SPL6A","Central Coast","Agriculture",0
2013,"Desalination - Instream Flow Requirements","SPL10B","Central Coast","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","Central Coast","Instream Flow Requirements",0
2013,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","Central Coast","Instream Flow Requirements",0
2013,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","Central Coast","Instream Flow Requirements",0
2013,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","Central Coast","Instream Flow Requirements",0
2013,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","Central Coast","Instream Flow Requirements",0
2013,"Ocean Desalination - Instream Flow Requirements","SPL16D","Central Coast","Instream Flow Requirements",0
2013,"Water from Refineries - Instream Flow Requirements","SPL17D","Central Coast","Instream Flow Requirements",0
2013,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","Central Coast","Instream Flow Requirements",0
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","Central Coast","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","Central Coast","Instream Flow Requirements",0
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","Central Coast","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","Central Coast","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","Central Coast","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","Central Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","Central Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","Central Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","Central Coast","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","Central Coast","Managed Wetlands",0
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","Central Coast","Managed Wetlands",0
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","Central Coast","Managed Wetlands",0
2013,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","Central Coast","Managed Wetlands",0
2013,"Other Federal Deliveries - Managed Wetlands","SPL15B","Central Coast","Managed Wetlands",0
2013,"Ocean Desalination - Managed Wetlands","SPL16B","Central Coast","Managed Wetlands",0
2013,"Water from Refineries - Managed Wetlands","SPL17B","Central Coast","Managed Wetlands",0
2013,"Water Transfers - Regional - Managed Wetlands","SPL18B","Central Coast","Managed Wetlands",0
2013,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","Central Coast","Managed Wetlands",0
2013,"Local Supplies - Managed Wetlands","SPL1B","Central Coast","Managed Wetlands",0.4
2013,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","Central Coast","Managed Wetlands",0
2013,"Return Flow from Other PA - Managed Wetlands","SPL2B2","Central Coast","Managed Wetlands",0
2013,"Return Flow from Other Region - Managed Wetlands","SPL2C2","Central Coast","Managed Wetlands",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","Central Coast","Managed Wetlands",0
2013,"Local Imports - Managed Wetlands","SPL3B","Central Coast","Managed Wetlands",0
2013,"Groundwater Extraction - Unadjudicated - Managed Wetlands","SPL4B","Central Coast","Managed Wetlands",0
2013,"Groundwater Extraction - Adjudicated - Managed Wetlands","SPL5B","Central Coast","Managed Wetlands",0
2013,"Groundwater Extraction - Banked - Managed Wetlands","SPL6B","Central Coast","Managed Wetlands",0
2013,"Desalination - Required Delta Outflow","SPL10D","Central Coast","Required Delta Outflow",0
2013,"Colorado River Deliveries - Required Delta Outflow","SPL11F","Central Coast","Required Delta Outflow",0
2013,"State Water Project Deliveries - Required Delta Outflow","SPL12F","Central Coast","Required Delta Outflow",0
2013,"Central Valley Project - Base Deliveries - Required Delta Outflow","SPL13F","Central Coast","Required Delta Outflow",0
2013,"Central Valley Project - Project Deliveries - Required Delta Outflow","SPL14F","Central Coast","Required Delta Outflow",0
2013,"Other Federal Deliveries - Required Delta Outflow","SPL15F","Central Coast","Required Delta Outflow",0
2013,"Ocean Desalination - Required Delta Outflow","SPL16F","Central Coast","Required Delta Outflow",0
2013,"Water from Refineries - Required Delta Outflow","SPL17F","Central Coast","Required Delta Outflow",0
2013,"Water Transfers - Regional - Required Delta Outflow","SPL18F","Central Coast","Required Delta Outflow",0
2013,"Inter-basin Water Transfers - Required Delta Outflow","SPL19F","Central Coast","Required Delta Outflow",0
2013,"Local Supplies - Required Delta Outflow","SPL1F","Central Coast","Required Delta Outflow",0
2013,"Return Flow from Other DAUCO within PA - Required Delta Outflow","SPL2A6","Central Coast","Required Delta Outflow",0
2013,"Return Flow from Other PA - Required Delta Outflow","SPL2B6","Central Coast","Required Delta Outflow",0
2013,"Return Flow from Other Region - Required Delta Outflow","SPL2C6","Central Coast","Required Delta Outflow",0
2013,"Local Imports - Required Delta Outflow","SPL3F","Central Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Unadjudicated - Required Delta Outflow","SPL4F","Central Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Adjudicated - Required Delta Outflow","SPL5F","Central Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Banked - Required Delta Outflow","SPL6F","Central Coast","Required Delta Outflow",0
2013,"Desalination - Urban","SPL10A","Central Coast","Urban",0
2013,"Colorado River Deliveries - Urban","SPL11C","Central Coast","Urban",0
2013,"State Water Project Deliveries - Urban","SPL12C","Central Coast","Urban",23.2
2013,"Central Valley Project - Base Deliveries - Urban","SPL13C","Central Coast","Urban",0
2013,"Central Valley Project - Project Deliveries - Urban","SPL14C","Central Coast","Urban",12.2
2013,"Other Federal Deliveries - Urban","SPL15C","Central Coast","Urban",28.1
2013,"Ocean Desalination - Urban","SPL16C","Central Coast","Urban",0
2013,"Water from Refineries - Urban","SPL17C","Central Coast","Urban",0
2013,"Water Transfers - Regional - Urban","SPL18C","Central Coast","Urban",0
2013,"Inter-basin Water Transfers - Urban","SPL19C","Central Coast","Urban",0
2013,"Local Supplies - Urban","SPL1C","Central Coast","Urban",25.4
2013,"Return Flow from Other DAUCO within PA - Urban","SPL2A3","Central Coast","Urban",0
2013,"Return Flow from Other PA - Urban","SPL2B3","Central Coast","Urban",0
2013,"Return Flow from Other Region - Urban","SPL2C3","Central Coast","Urban",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Urban","SPL2D3","Central Coast","Urban",0
2013,"Local Imports - Urban","SPL3C","Central Coast","Urban",0
2013,"Groundwater Extraction - Unadjudicated - Urban","SPL4C","Central Coast","Urban",165.6
2013,"Groundwater Extraction - Adjudicated - Urban","SPL5C","Central Coast","Urban",17.5
2013,"Groundwater Extraction - Banked - Urban","SPL6C","Central Coast","Urban",0
2013,"Total Developed Supply (TDS)","SPL23","Central Coast","Water Supplies",1526.4
2013,"Total Return Flow and Reuse (TRFR)","SPL24","Central Coast","Water Supplies",84.2
2013,"Total Supply and Retuse (TSR)","SPL25","Central Coast","Water Supplies",1610.6
2013,"Total Reuse of Deep Percolation (TRDP)","SPL26","Central Coast","Water Supplies",276.3
2013,"Total Net Supply (TNS)","SPL27","Central Coast","Water Supplies",1250.1
2013,"Total Reuse (TR)","SPL28","Central Coast","Water Supplies",360.5
2013,"Desalination - Wild and Scenic Flows","SPL10C","Central Coast","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Wild and Scenic Flows","SPL11E","Central Coast","Wild and Scenic Rivers",0
2013,"State Water Project Deliveries - Wild and Scenic Flows","SPL12E","Central Coast","Wild and Scenic Rivers",0
2013,"Central Valley Project - Base Deliveries - Wild and Scenic Flows","SPL13E","Central Coast","Wild and Scenic Rivers",0
2013,"Central Valley Project - Project Deliveries - Wild and Scenic Flows","SPL14E","Central Coast","Wild and Scenic Rivers",0
2013,"Other Federal Deliveries - Wild and Scenic Flows","SPL15E","Central Coast","Wild and Scenic Rivers",0
2013,"Ocean Desalination - Wild and Scenic Flows","SPL16E","Central Coast","Wild and Scenic Rivers",0
2013,"Water from Refineries - Wild and Scenic Flows","SPL17E","Central Coast","Wild and Scenic Rivers",0
2013,"Water Transfers - Regional - Wild and Scenic Flows","SPL18E","Central Coast","Wild and Scenic Rivers",0
2013,"Inter-basin Water Transfers - Wild and Scenic Flows","SPL19E","Central Coast","Wild and Scenic Rivers",0
2013,"Local Supplies - Wild and Scenic Flows","SPL1E","Central Coast","Wild and Scenic Rivers",0
2013,"Return Flow from Other DAUCO within PA - Wild and Scenic Flows","SPL2A5","Central Coast","Wild and Scenic Rivers",0
2013,"Return Flow from Other PA - Wild and Scenic Flows","SPL2B5","Central Coast","Wild and Scenic Rivers",0
2013,"Return Flow from Other Region - Wild and Scenic Flows","SPL2C5","Central Coast","Wild and Scenic Rivers",0
2013,"Local Imports - Wild and Scenic Flows","SPL3E","Central Coast","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Unadjudicated - Wild and Scenic Flows","SPL4E","Central Coast","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Adjudicated - Wild and Scenic Flows","SPL5E","Central Coast","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Banked - Wild and Scenic Flows","SPL6E","Central Coast","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Agriculture","SPL11A","Colorado River","Agriculture",3906.6
2013,"State Water Project Deliveries - Agriculture","SPL12A","Colorado River","Agriculture",0
2013,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","Colorado River","Agriculture",0
2013,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","Colorado River","Agriculture",0
2013,"Other Federal Deliveries - Agriculture","SPL15A","Colorado River","Agriculture",0
2013,"Ocean Desalination - Agriculture","SPL16A","Colorado River","Agriculture",0
2013,"Water from Refineries - Agriculture","SPL17A","Colorado River","Agriculture",0
2013,"Water Transfers - Regional - Agriculture","SPL18A","Colorado River","Agriculture",0
2013,"Inter-basin Water Transfers - Agriculture","SPL19A","Colorado River","Agriculture",0
2013,"Local Supplies - Agriculture","SPL1A","Colorado River","Agriculture",0
2013,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","Colorado River","Agriculture",61.7
2013,"Return Flow from Other PA - Agriculture","SPL2B1","Colorado River","Agriculture",195.9
2013,"Return Flow from Other Region - Agriculture","SPL2C1","Colorado River","Agriculture",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","Colorado River","Agriculture",0
2013,"Local Imports - Agriculture","SPL3A","Colorado River","Agriculture",0
2013,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","Colorado River","Agriculture",58.2
2013,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","Colorado River","Agriculture",3.3
2013,"Groundwater Extraction - Banked - Agriculture","SPL6A","Colorado River","Agriculture",0
2013,"Desalination - Instream Flow Requirements","SPL10B","Colorado River","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","Colorado River","Instream Flow Requirements",0
2013,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","Colorado River","Instream Flow Requirements",0
2013,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","Colorado River","Instream Flow Requirements",0
2013,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","Colorado River","Instream Flow Requirements",0
2013,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","Colorado River","Instream Flow Requirements",0
2013,"Ocean Desalination - Instream Flow Requirements","SPL16D","Colorado River","Instream Flow Requirements",0
2013,"Water from Refineries - Instream Flow Requirements","SPL17D","Colorado River","Instream Flow Requirements",0
2013,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","Colorado River","Instream Flow Requirements",0
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","Colorado River","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","Colorado River","Instream Flow Requirements",0
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","Colorado River","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","Colorado River","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","Colorado River","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","Colorado River","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","Colorado River","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","Colorado River","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","Colorado River","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","Colorado River","Managed Wetlands",30.3
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","Colorado River","Managed Wetlands",0
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","Colorado River","Managed Wetlands",0
2013,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","Colorado River","Managed Wetlands",0
2013,"Other Federal Deliveries - Managed Wetlands","SPL15B","Colorado River","Managed Wetlands",0
2013,"Ocean Desalination - Managed Wetlands","SPL16B","Colorado River","Managed Wetlands",0
2013,"Water from Refineries - Managed Wetlands","SPL17B","Colorado River","Managed Wetlands",0
2013,"Water Transfers - Regional - Managed Wetlands","SPL18B","Colorado River","Managed Wetlands",0
2013,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","Colorado River","Managed Wetlands",0
2013,"Local Supplies - Managed Wetlands","SPL1B","Colorado River","Managed Wetlands",0
2013,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","Colorado River","Managed Wetlands",0
2013,"Return Flow from Other PA - Managed Wetlands","SPL2B2","Colorado River","Managed Wetlands",0
2013,"Return Flow from Other Region - Managed Wetlands","SPL2C2","Colorado River","Managed Wetlands",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","Colorado River","Managed Wetlands",0
2013,"Local Imports - Managed Wetlands","SPL3B","Colorado River","Managed Wetlands",0
2013,"Groundwater Extraction - Unadjudicated - Managed Wetlands","SPL4B","Colorado River","Managed Wetlands",0
2013,"Groundwater Extraction - Adjudicated - Managed Wetlands","SPL5B","Colorado River","Managed Wetlands",0
2013,"Groundwater Extraction - Banked - Managed Wetlands","SPL6B","Colorado River","Managed Wetlands",0
2013,"Desalination - Required Delta Outflow","SPL10D","Colorado River","Required Delta Outflow",0
2013,"Colorado River Deliveries - Required Delta Outflow","SPL11F","Colorado River","Required Delta Outflow",0
2013,"State Water Project Deliveries - Required Delta Outflow","SPL12F","Colorado River","Required Delta Outflow",0
2013,"Central Valley Project - Base Deliveries - Required Delta Outflow","SPL13F","Colorado River","Required Delta Outflow",0
2013,"Central Valley Project - Project Deliveries - Required Delta Outflow","SPL14F","Colorado River","Required Delta Outflow",0
2013,"Other Federal Deliveries - Required Delta Outflow","SPL15F","Colorado River","Required Delta Outflow",0
2013,"Ocean Desalination - Required Delta Outflow","SPL16F","Colorado River","Required Delta Outflow",0
2013,"Water from Refineries - Required Delta Outflow","SPL17F","Colorado River","Required Delta Outflow",0
2013,"Water Transfers - Regional - Required Delta Outflow","SPL18F","Colorado River","Required Delta Outflow",0
2013,"Inter-basin Water Transfers - Required Delta Outflow","SPL19F","Colorado River","Required Delta Outflow",0
2013,"Local Supplies - Required Delta Outflow","SPL1F","Colorado River","Required Delta Outflow",0
2013,"Return Flow from Other DAUCO within PA - Required Delta Outflow","SPL2A6","Colorado River","Required Delta Outflow",0
2013,"Return Flow from Other PA - Required Delta Outflow","SPL2B6","Colorado River","Required Delta Outflow",0
2013,"Return Flow from Other Region - Required Delta Outflow","SPL2C6","Colorado River","Required Delta Outflow",0
2013,"Local Imports - Required Delta Outflow","SPL3F","Colorado River","Required Delta Outflow",0
2013,"Groundwater Extraction - Unadjudicated - Required Delta Outflow","SPL4F","Colorado River","Required Delta Outflow",0
2013,"Groundwater Extraction - Adjudicated - Required Delta Outflow","SPL5F","Colorado River","Required Delta Outflow",0
2013,"Groundwater Extraction - Banked - Required Delta Outflow","SPL6F","Colorado River","Required Delta Outflow",0
2013,"Desalination - Urban","SPL10A","Colorado River","Urban",0
2013,"Colorado River Deliveries - Urban","SPL11C","Colorado River","Urban",61.1
2013,"State Water Project Deliveries - Urban","SPL12C","Colorado River","Urban",93.5
2013,"Central Valley Project - Base Deliveries - Urban","SPL13C","Colorado River","Urban",0
2013,"Central Valley Project - Project Deliveries - Urban","SPL14C","Colorado River","Urban",0
2013,"Other Federal Deliveries - Urban","SPL15C","Colorado River","Urban",0
2013,"Ocean Desalination - Urban","SPL16C","Colorado River","Urban",0
2013,"Water from Refineries - Urban","SPL17C","Colorado River","Urban",0
2013,"Water Transfers - Regional - Urban","SPL18C","Colorado River","Urban",0
2013,"Inter-basin Water Transfers - Urban","SPL19C","Colorado River","Urban",0
2013,"Local Supplies - Urban","SPL1C","Colorado River","Urban",1.8
2013,"Return Flow from Other DAUCO within PA - Urban","SPL2A3","Colorado River","Urban",1.1
2013,"Return Flow from Other PA - Urban","SPL2B3","Colorado River","Urban",1.9
2013,"Return Flow from Other Region - Urban","SPL2C3","Colorado River","Urban",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Urban","SPL2D3","Colorado River","Urban",0
2013,"Local Imports - Urban","SPL3C","Colorado River","Urban",0
2013,"Groundwater Extraction - Unadjudicated - Urban","SPL4C","Colorado River","Urban",161.7
2013,"Groundwater Extraction - Adjudicated - Urban","SPL5C","Colorado River","Urban",4.6
2013,"Groundwater Extraction - Banked - Urban","SPL6C","Colorado River","Urban",0
2013,"Total Developed Supply (TDS)","SPL23","Colorado River","Water Supplies",4321.1
2013,"Total Return Flow and Reuse (TRFR)","SPL24","Colorado River","Water Supplies",669.4
2013,"Total Supply and Retuse (TSR)","SPL25","Colorado River","Water Supplies",4990.5
2013,"Total Reuse of Deep Percolation (TRDP)","SPL26","Colorado River","Water Supplies",226.5
2013,"Total Net Supply (TNS)","SPL27","Colorado River","Water Supplies",4094.6
2013,"Total Reuse (TR)","SPL28","Colorado River","Water Supplies",895.9
2013,"Desalination - Wild and Scenic Flows","SPL10C","Colorado River","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Wild and Scenic Flows","SPL11E","Colorado River","Wild and Scenic Rivers",0
2013,"State Water Project Deliveries - Wild and Scenic Flows","SPL12E","Colorado River","Wild and Scenic Rivers",0
2013,"Central Valley Project - Base Deliveries - Wild and Scenic Flows","SPL13E","Colorado River","Wild and Scenic Rivers",0
2013,"Central Valley Project - Project Deliveries - Wild and Scenic Flows","SPL14E","Colorado River","Wild and Scenic Rivers",0
2013,"Other Federal Deliveries - Wild and Scenic Flows","SPL15E","Colorado River","Wild and Scenic Rivers",0
2013,"Ocean Desalination - Wild and Scenic Flows","SPL16E","Colorado River","Wild and Scenic Rivers",0
2013,"Water from Refineries - Wild and Scenic Flows","SPL17E","Colorado River","Wild and Scenic Rivers",0
2013,"Water Transfers - Regional - Wild and Scenic Flows","SPL18E","Colorado River","Wild and Scenic Rivers",0
2013,"Inter-basin Water Transfers - Wild and Scenic Flows","SPL19E","Colorado River","Wild and Scenic Rivers",0
2013,"Local Supplies - Wild and Scenic Flows","SPL1E","Colorado River","Wild and Scenic Rivers",0
2013,"Return Flow from Other DAUCO within PA - Wild and Scenic Flows","SPL2A5","Colorado River","Wild and Scenic Rivers",0
2013,"Return Flow from Other PA - Wild and Scenic Flows","SPL2B5","Colorado River","Wild and Scenic Rivers",0
2013,"Return Flow from Other Region - Wild and Scenic Flows","SPL2C5","Colorado River","Wild and Scenic Rivers",0
2013,"Local Imports - Wild and Scenic Flows","SPL3E","Colorado River","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Unadjudicated - Wild and Scenic Flows","SPL4E","Colorado River","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Adjudicated - Wild and Scenic Flows","SPL5E","Colorado River","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Banked - Wild and Scenic Flows","SPL6E","Colorado River","Wild and Scenic Rivers",0
