WaterSourceUUID,Geometry,GNISFeatureNameCV,WaterQualityIndicatorCV,WaterSourceName,WaterSourceNativeID,WaterSourceTypeCV
MTwr_WS74,,,Fresh,TRAIL CREEK,WaDEMT_WS74,Surface Water
MTwr_WS75,,,Fresh,DEEP CREEK,WaDEMT_WS75,Surface Water
MTwr_WS76,,,Fresh,CLEAR FORK,WaDEMT_WS76,Surface Water
MTwr_WS77,,,Fresh,EAST L O CREEK,WaDEMT_WS77,Surface Water
MTwr_WS78,,,Fresh,UNNAMED TRIBUTARY OF IKEY CREEK,WaDEMT_WS78,Surface Water
MTwr_WS79,,,Fresh,CORRAL CREEK,WaDEMT_WS79,Surface Water
MTwr_WS80,,,Fresh,FLAT CREEK,WaDEMT_WS80,Surface Water
MTwr_WS81,,,Fresh,CABIN CREEK,WaDEMT_WS81,Surface Water
MTwr_WS82,,,Fresh,COAL CREEK,WaDEMT_WS82,Surface Water
MTwr_WS83,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF COAL CREEK",WaDEMT_WS83,Groundwater
MTwr_WS84,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF FLASTED CREEK",WaDEMT_WS84,Groundwater
MTwr_WS85,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF SOUTH FORK COAL BANK CREEK",WaDEMT_WS85,Groundwater
MTwr_WS86,,,Fresh,UNNAMED TRIBUTARY OF LITTLE RAMME CREEK,WaDEMT_WS86,Surface Water
MTwr_WS87,,,Fresh,LITTLE RAMME CREEK,WaDEMT_WS87,Surface Water
MTwr_WS88,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF LITTLE RAMME CREEK",WaDEMT_WS88,Groundwater
MTwr_WS89,,,Fresh,UNNAMED TRIBUTARY OF HARMON CREEK,WaDEMT_WS89,Surface Water
MTwr_WS90,,,Fresh,UNNAMED TRIBUTARY OF SNOW CREEK,WaDEMT_WS90,Surface Water
MTwr_WS91,,,Fresh,SNOW CREEK,WaDEMT_WS91,Surface Water
MTwr_WS92,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF BUFFALO CREEK",WaDEMT_WS92,Groundwater
MTwr_WS93,,,Fresh,UNNAMED TRIBUTARY OF SODA CREEK,WaDEMT_WS93,Surface Water
MTwr_WS94,,,Fresh,L O CREEK,WaDEMT_WS94,Surface Water
MTwr_WS95,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF SOUTH FORK COAL BANK CREEK,WaDEMT_WS95,Surface Water
MTwr_WS96,,,Fresh,WHITETAIL CREEK,WaDEMT_WS96,Surface Water
MTwr_WS97,,,Fresh,"WHITETAIL CREEK, SOUTH FORK",WaDEMT_WS97,Surface Water
MTwr_WS98,,,Fresh,CHITO CREEK,WaDEMT_WS98,Surface Water
MTwr_WS99,,,Fresh,UNNAMED TRIBUTARY OF SHORT DRAW,WaDEMT_WS99,Surface Water
MTwr_WS100,,,Fresh,UNNAMED TRIBUTARY OF T L CREEK,WaDEMT_WS100,Surface Water
MTwr_WS101,,,Fresh,UNNAMED TRIBUTARY OF HAY CREEK,WaDEMT_WS101,Surface Water
