SiteUUID,Longitude,Latitude
NEwr_S10333,-96.3299748345003,41.1020573822949
NEwr_S10334,-96.3299748345003,41.1020573822949
NEwr_S10335,-96.3299748345003,41.1020573822949
NEwr_S10336,-96.3299748345003,41.1020573822949
NEwr_S10337,-97.282670022592,41.3995454543903
NEwr_S10338,-97.282670022592,41.3995454543903
NEwr_S10339,-96.0044319194292,41.059023191411
NEwr_S1034,-97.8228618816295,41.3928264881821
NEwr_S10340,-96.0044319194292,41.059023191411
NEwr_S10341,-96.0044319194292,41.059023191411
NEwr_S10342,-96.0044319194292,41.059023191411
NEwr_S10343,-96.312921735233,41.121179875047
NEwr_S10344,-96.312921735233,41.121179875047
NEwr_S10345,-96.0116751091246,41.4446327750916
NEwr_S10346,-97.1592463490039,40.3350349827976
NEwr_S10347,-97.1427599310666,40.3627946839918
NEwr_S10348,-97.1427599310666,40.3627946839918
NEwr_S10349,-97.1390860770883,40.3663152900663
NEwr_S1035,-97.8228618816295,41.3928264881821
NEwr_S10350,-97.202175767706,40.3727498321072
NEwr_S10351,-97.202175767706,40.3727498321072
NEwr_S10352,-97.135164810651,40.3669000384098
NEwr_S10353,-97.135164810651,40.3669000384098
NEwr_S10354,-97.135164810651,40.3669000384098
NEwr_S10355,-97.2579239598474,40.5157533866847
NEwr_S10356,-97.1979839679789,40.4606140167588
NEwr_S10357,-97.1979839679789,40.4606140167588
NEwr_S10358,-97.1979839679789,40.4606140167588
NEwr_S10359,-97.1979839679789,40.4606140167588
NEwr_S1036,-98.0573639485131,41.7249265491628
NEwr_S10360,-97.1828139250375,40.4512242277661
NEwr_S10361,-97.1828139250375,40.4512242277661
NEwr_S10362,-97.1828139250375,40.4512242277661
NEwr_S10363,-97.1390907989848,40.3973190213222
NEwr_S10364,-97.1390907989848,40.3973190213222
NEwr_S10365,-97.1660774608955,40.3674521259368
NEwr_S10366,-97.3020703220582,40.5199561398985
NEwr_S10367,-97.3020703220582,40.5199561398985
NEwr_S10368,-97.1185975840949,40.3752611684547
NEwr_S10369,-97.1185975840949,40.3752611684547
NEwr_S1037,-98.0573639485131,41.7249265491628
NEwr_S10370,-97.1185975840949,40.3752611684547
NEwr_S10371,-97.0545163892557,40.3853286245108
NEwr_S10372,-97.0265405262574,40.3939098786626
NEwr_S10373,-97.0265405262574,40.3939098786626
NEwr_S10374,-97.0265405262574,40.3939098786626
NEwr_S10375,-97.0146412441633,40.3926774065745
NEwr_S10376,-97.0146412441633,40.3926774065745
NEwr_S10377,-97.0146412441633,40.3926774065745
NEwr_S10378,-97.0072666275505,40.3901018988357
NEwr_S10379,-97.0072666275505,40.3901018988357
NEwr_S1038,-97.8958851456117,41.5893094472812
NEwr_S10380,-97.0072666275505,40.3901018988357
NEwr_S10381,-97.0034801918898,40.3895144109715
NEwr_S10382,-96.9943594715444,40.3968082270125
NEwr_S10383,-97.0084866431891,40.3420111768169
NEwr_S10384,-97.0003859792425,40.3492207676941
NEwr_S10385,-97.0003859792425,40.3492207676941
NEwr_S10386,-104.046186917996,42.0015876392223
NEwr_S10387,-104.046186917996,42.0015876392223
NEwr_S10388,-104.046186917996,42.0015876392223
NEwr_S10389,-104.046186917996,42.0015876392223
NEwr_S1039,-97.8958851456117,41.5893094472812
NEwr_S10390,-104.042452044927,41.9995303235966
NEwr_S10391,-104.040426887312,41.9985347362811
NEwr_S10392,-104.026327243941,41.9829643921921
NEwr_S10393,-104.01996589912,41.9772275936906
NEwr_S10394,-104.020185135361,41.9773237406846
NEwr_S10396,-104.005928651161,41.9730215347197
NEwr_S10397,-104.023539820927,41.7204496511754
NEwr_S10398,-103.914744965098,41.9821646785797
NEwr_S10399,-103.914744965098,41.9821646785797
NEwr_S104,-97.4532467659836,40.0566381518836
NEwr_S1040,-97.8958851456117,41.5893094472812
NEwr_S10400,-103.890074448095,41.9750316282443
NEwr_S10401,-103.588980337396,41.8604473261714
NEwr_S10402,-103.202133849547,41.7219409650095
NEwr_S10403,-102.116473350911,41.3909438499075
NEwr_S10404,-102.115564913842,41.3844168646689
NEwr_S10405,-102.115564913842,41.3844168646689
NEwr_S10406,-102.120429250973,41.3785684053505
NEwr_S10407,-102.120429250973,41.3785684053505
NEwr_S10408,-102.120429250973,41.3785684053505
NEwr_S10409,-102.120429250973,41.3785684053505
NEwr_S1041,-97.7535177757028,41.4478855299141
NEwr_S10410,-102.120429250973,41.3785684053505
NEwr_S10411,-101.606423499601,41.2438632688047
NEwr_S10412,-101.58047630921,41.2411652556007
NEwr_S10413,-101.538832030903,41.2284249157885
NEwr_S10414,-101.538832030903,41.2284249157885
NEwr_S10415,-99.5680186951624,40.5334473808162
NEwr_S10416,-99.4823225774775,40.5032925485154
NEwr_S10417,-99.4825913229836,40.5032068958536
NEwr_S10418,-104.596632566825,42.200477287337
NEwr_S10419,-103.786755506517,42.0204301482988
NEwr_S1042,-97.7535177757028,41.4478855299141
NEwr_S10420,-103.786755506517,42.0204301482988
NEwr_S10421,-103.786755506517,42.0204301482988
NEwr_S10422,-103.203947787516,41.4955757722235
NEwr_S10423,-103.203947787516,41.4955757722235
NEwr_S10424,-103.203947787516,41.4955757722235
NEwr_S10425,-102.187520074504,41.009441670958
NEwr_S10426,-102.187520074504,41.009441670958
NEwr_S10427,-99.5593683111324,40.5392636189431
NEwr_S10428,-102.187520074504,41.009441670958
NEwr_S10429,-102.851608191233,41.6487321055616
NEwr_S1043,-97.7535177757028,41.4478855299141
NEwr_S10430,-103.017278462519,41.4850592356019
NEwr_S10431,-102.954997485773,41.5484544595829
NEwr_S10432,-102.954997485773,41.5484544595829
NEwr_S10433,-102.855351927203,41.641450928395
NEwr_S10434,-99.2072496745966,42.9101228868761
NEwr_S10435,-99.6719531476827,42.6880492286864
NEwr_S10436,-99.6818580957772,42.6896987165304
NEwr_S10437,-99.6818580957772,42.6896987165304
NEwr_S10438,-99.6818580957772,42.6896987165304
NEwr_S10439,-96.9450092444969,40.3969052999302
NEwr_S1044,-100.186509537548,42.8375472268689
NEwr_S10440,-96.9450092444969,40.3969052999302
NEwr_S10441,-97.1924213941454,40.4340679172243
NEwr_S10442,-96.9244973193037,40.3876552006018
NEwr_S10443,-96.9099981652501,40.3813059507479
NEwr_S10444,-96.9099981652501,40.3813059507479
NEwr_S10445,-96.9099981652501,40.3813059507479
NEwr_S10446,-96.9099981652501,40.3813059507479
NEwr_S10447,-96.9099981652501,40.3813059507479
NEwr_S10448,-96.9099981652501,40.3813059507479
NEwr_S10449,-96.8963320452001,40.3713248077543
NEwr_S1045,-100.186509537548,42.8375472268689
NEwr_S10450,-96.8963320452001,40.3713248077543
NEwr_S10451,-96.889414092542,40.3683571274157
NEwr_S10452,-102.187520074504,41.009441670958
NEwr_S10453,-96.8703596288982,40.3710282163948
NEwr_S10454,-96.8703596288982,40.3710282163948
NEwr_S10455,-96.847468500403,40.3459067038871
NEwr_S10456,-96.8472407337309,40.3812210780225
NEwr_S10457,-97.3166079841096,40.373701662043
NEwr_S10458,-96.2721082830941,40.1839386079228
NEwr_S10459,-102.551646809487,41.8001170396294
NEwr_S1046,-100.186509537548,42.8375472268689
NEwr_S10460,-97.6255668715745,40.8675033212087
NEwr_S10461,-100.16145366521,40.9162384134943
NEwr_S10462,-99.9939077316074,40.8431739316617
NEwr_S10463,-99.3503436536265,40.6878890240707
NEwr_S10464,-100.676439525622,41.1128078247643
NEwr_S10465,-100.676439525622,41.1128078247643
NEwr_S10466,-99.2194382548299,41.8273343979382
NEwr_S10467,-102.187520074504,41.009441670958
NEwr_S10468,-102.187520074504,41.009441670958
NEwr_S10469,-97.0127956296551,40.3167690843688
NEwr_S1047,-100.186509537548,42.8375472268689
NEwr_S10470,-96.9855382425112,40.327267228639
NEwr_S10471,-96.9855382425112,40.327267228639
NEwr_S10472,-96.9825192251853,40.3237019162079
NEwr_S10473,-96.9736903778804,40.3250524206862
NEwr_S10474,-96.9723303706053,40.3252339941159
NEwr_S10475,-96.9723303706053,40.3252339941159
NEwr_S10476,-96.9723303706053,40.3252339941159
NEwr_S10477,-96.9723303706053,40.3252339941159
NEwr_S10478,-96.9678625559081,40.3098928778289
NEwr_S10479,-96.9508569117523,40.3168270583147
NEwr_S1048,-100.186509537548,42.8375472268689
NEwr_S10480,-96.9313376258821,40.3116640094066
NEwr_S10481,-96.8486600651242,40.3326909839581
NEwr_S10482,-96.8486600651242,40.3326909839581
NEwr_S10483,-96.8175473607921,40.3312818570927
NEwr_S10484,-96.8161016528368,40.3158092270713
NEwr_S10485,-96.8161016528368,40.3158092270713
NEwr_S10486,-96.8161016528368,40.3158092270713
NEwr_S10487,-96.8164889649855,40.3087353460559
NEwr_S10488,-96.8164889649855,40.3087353460559
