SiteUUID,PODorPOUSite,Longitude,Latitude
NVwr_S10696,POD,-115.516179999547,40.6717599988663
NVwr_S10697,POD,-115.649162000023,40.7874979992944
NVwr_S10698,POD,-115.565269000238,40.7482359992423
NVwr_S10698,POD,-115.565269000238,40.7482359992423
NVwr_S10698,POD,-115.565269000238,40.7482359992423
NVwr_S10699,POD,-115.658615000012,40.7799989990864
NVwr_S10700,POD,-115.555000000008,40.7447239987888
NVwr_S10701,POD,-114.959736000327,41.4742839993712
NVwr_S10702,POD,-114.947501999453,41.730277998867
NVwr_S10703,POD,-114.934512999662,41.6014109987796
NVwr_S10704,POD,-114.938159000113,41.6091359991274
NVwr_S10737,POD,-116.581108000003,40.1775019994633
NVwr_S1076,POD,-119.888350000339,41.6698639988111
NVwr_S1077,POD,-119.871948000438,41.5058329992108
NVwr_S10778,POD,-117.032226999852,39.8186109995198
NVwr_S10779,POD,-116.856940999683,40.2641679989292
NVwr_S1078,POD,-119.712921000481,41.8861179989275
NVwr_S10780,POD,-116.943893000086,40.2680549991929
NVwr_S10781,POD,-117.138328999887,39.8774989992993
NVwr_S10782,POD,-116.871666000219,40.256942998858
NVwr_S10783,POD,-116.883342999914,39.9894229994595
NVwr_S10784,POD,-116.846389999524,40.3066669988468
NVwr_S1079,POD,-119.710556000334,41.920554998829
NVwr_S1080,POD,-119.688648000484,41.9001829988586
NVwr_S10802,POD,-117.425552000116,38.7972219986436
NVwr_S10802,POD,-117.425552000116,38.7972219986436
NVwr_S10803,POD,-117.077624999765,39.4784119991885
NVwr_S10804,POD,-117.324255000201,39.3199939986674
NVwr_S10805,POD,-117.235833000149,39.2036109986673
NVwr_S10806,POD,-117.15027599957,39.4374999989857
NVwr_S10806,POD,-117.15027599957,39.4374999989857
NVwr_S10807,POD,-116.803337000292,38.4949989994927
NVwr_S10808,POD,-117.060280000471,39.4855579992383
NVwr_S10809,POD,-117.2391660004,39.3938899991717
NVwr_S1081,POD,-119.892760000094,41.7113859989432
NVwr_S10810,POD,-117.243888999766,39.361110998993
NVwr_S10811,POD,-117.234161000029,39.14333299884
NVwr_S10811,POD,-117.234161000029,39.14333299884
NVwr_S10812,POD,-117.195281999905,39.6594469987826
NVwr_S10813,POD,-117.253051999454,39.4341659994141
NVwr_S10813,POD,-117.253051999454,39.4341659994141
NVwr_S10813,POD,-117.253051999454,39.4341659994141
NVwr_S10813,POD,-117.253051999454,39.4341659994141
