in_MethodTypeCV,in_VariableSpecificCV,in_WaterSourceTypeCV,in_ReportingUnitName,in_ReportingUnitNativeID,in_ReportingUnitTypeCV,in_ReportYearCV,in_Amount,in_WaterSourceNativeID
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,1996,23577,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,1997,23254,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,1998,23474,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,1999,24221,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2000,28124,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2001,21754,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2002,22176,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2003,20086,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2004,16930,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2005,20531,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2006,20754,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2007,15922,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2008,15392,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2009,20370,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2010,23796,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2011,20904,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Above Box Butte,901,Subbasin,2012,22856,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1988,61529,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1989,58787,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1990,57184,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1991,55869,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1992,65531,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1993,67470,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1994,69021,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1995,65662,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1996,68384,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1997,71199,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1998,77499,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1999,75872,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2000,80898,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2001,76600,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2002,76142,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2003,79010,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2004,70825,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2005,67784,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2006,62640,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2007,65198,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2008,65729,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2009,62668,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2010,69359,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2011,67749,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2012,68749,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1988,433088,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1989,414478,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1990,428601,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1991,440735,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1992,425758,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1993,449153,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1994,449838,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1995,421121,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1996,433793,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1997,453074,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1998,492031,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1999,483838,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2000,503506,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2001,461047,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2002,439989,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2003,454452,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2004,420042,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2005,437229,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2006,408527,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2007,440708,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2008,473285,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2009,489701,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2010,482431,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2011,507364,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2012,488187,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1988,1106380,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1989,963918,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1990,1008980,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1991,1040059,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1992,1066587,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1993,1161960,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1994,1142438,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1995,1158232,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1996,1223248,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1997,1273144,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1998,1290032,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1999,1290004,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2000,1158534,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2001,1136765,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2002,1028188,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2003,1038947,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2004,961356,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2005,1062323,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2006,982288,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2007,1046727,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2008,1104247,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2009,1175095,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2010,1237039,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2011,1264046,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2012,1114702,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1988,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1989,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1990,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1991,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1992,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1993,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1994,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1995,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1996,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1997,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1998,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1999,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2000,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2001,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2002,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2003,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2004,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2005,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2006,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2007,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2008,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2009,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2010,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2011,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2012,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1988,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1989,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1990,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1991,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1992,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1993,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1994,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1995,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1996,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1997,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1998,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,1999,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2000,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2001,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2002,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2003,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2004,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2005,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2006,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2007,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2008,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2009,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2010,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2011,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Above Overton,1001,Subbasin,2012,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1988,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1989,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1990,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1991,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1992,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1993,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1994,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1995,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1996,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1997,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1998,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1999,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2000,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2001,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2002,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2003,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2004,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2005,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2006,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2007,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2008,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2009,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2010,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2011,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,2012,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1988,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1989,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1990,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1991,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1992,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1993,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1994,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1995,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1996,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1997,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1998,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,1999,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2000,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2001,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2002,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2003,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2004,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2005,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2006,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2007,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2008,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2009,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2010,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2011,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,Middle Platte River Overton to Grand Island,1003,Subbasin,2012,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1988,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1989,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1990,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1991,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1992,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1993,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1994,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1995,0,WaDENE_WS3
Modeled,Total Non-Consumptive Demand,Surface and Groundwater,North Platte River Above Lewellen,1004,Subbasin,1996,0,WaDENE_WS3
