OBJECTID,TCEQ_ID,TYPE,VERIFIED,LAT_DD,LONG_DD,HORZ_METH,HORZ_ACC,HORZ_REF,HORZ_DATE,HORZ_ORG,HORZ_DATUM,WR_ID,WR_TYPE_NO,SHAPE
27305,10812751005,Diversion Point,1,33.405278,-97.444806,DOQ,5,OTHER,2/2/2015,TCEQ,NAD83,P12751,WRPERM12751,Point
27306,60304799702,IBT - Release Point,1,32.777222,-96.937222,DOQ,5,OTHER,3/24/2015,TCEQ,NAD83,C4799,ADJ4799,Point
27307,60304799003,IBT - Diversion Point,1,32.784857,-96.913819,DOQ,5,OTHER,3/24/2015,TCEQ,NAD83,C4799,ADJ4799,Point
27308,60304799401,IBT - Off-channel Reservoir,1,32.786907,-96.913851,DOQ,5,OTHER,3/24/2015,TCEQ,NAD83,C4799,ADJ4799,Point
27309,10813037201,U/S Limit - Diversion Segment,1,32.641098,-96.484443,DOQ,5,OTHER,7/2/2015,TCEQ,NAD83,P13037,WRPERM13037,Point
27310,10813037101,D/S Limit - Diversion Segment,1,32.638816,-96.484925,DOQ,5,OTHER,7/2/2015,TCEQ,NAD83,P13037,WRPERM13037,Point
27311,10813037001,Diversion Point,1,33.032277,-96.471244,DOQ,5,OTHER,7/2/2015,TCEQ,NAD83,P13037,WRPERM13037,Point
27312,10813037701,Release Point,1,32.802253,-96.507507,DOQ,5,OTHER,7/2/2015,TCEQ,NAD83,P13037,WRPERM13037,Point
27313,11005430003,Diversion Point,1,29.725977,-95.256962,DOQ,5,OTHER,5/31/2017,TCEQ,NAD83,P5430,WRPERM5430,Point
27314,11013238101,D/S Limit - Diversion Segment,1,29.738573,-95.129754,DOQ,5,OTHER,8/1/2017,TCEQ,NAD83,P13238,WRPERM13238,Point
27315,11013238201,U/S Limit - Diversion Segment,1,29.73583,-95.131033,DOQ,5,OTHER,8/1/2017,TCEQ,NAD83,P13238,WRPERM13238,Point
27316,11012510701,Discharge Point,1,30.390833,-95.604722,DOQ,5,OTHER,8/11/2017,TCEQ,NAD83,P12510,WRPERM12510,Point
27317,11012510702,Discharge Point,1,30.389722,-95.604167,DOQ,5,OTHER,8/11/2017,TCEQ,NAD83,P12510,WRPERM12510,Point
27318,11913129308,On-channel Reservoir,1,29.392532,-98.494856,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27319,11913129309,On-channel Reservoir,1,29.391939,-98.496927,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27320,11913129310,On-channel Reservoir,1,29.390762,-98.498441,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27321,11913129311,On-channel Reservoir,1,29.389065,-98.498861,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27322,11913129312,On-channel Reservoir,1,29.386453,-98.498872,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27323,11913129313,On-channel Reservoir,1,29.385809,-98.499207,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27324,11913129314,On-channel Reservoir,1,29.384794,-98.497838,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27325,11913129315,On-channel Reservoir,1,29.382913,-98.495259,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27326,11913129316,On-channel Reservoir,1,29.38101,-98.493032,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27327,11913129317,On-channel Reservoir,1,29.37989,-98.490037,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27328,11913129318,On-channel Reservoir,1,29.378939,-98.486973,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27329,11913129319,On-channel Reservoir,1,29.377372,-98.484788,DOQ,5,OTHER,1/28/2019,TCEQ,NAD83,P13129,WRPERM13129,Point
27330,60504724309,On-channel Reservoir,1,32.476253,-95.46105,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4724,ADJ4724,Point
27331,60504724308,On-channel Reservoir,1,32.477806,-95.456153,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4724,ADJ4724,Point
27332,60504724002,Diversion Point,3,32.477806,-95.456153,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4724,ADJ4724,Point
27333,10512049301,On-channel Reservoir,1,32.445372,-94.418061,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,P12049,WRPERM12049,Point
27334,10505889301,On-channel Reservoir,1,32.251503,-94.5366,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,P5889,WRPERM5889,Point
27335,10505889302,On-channel Reservoir,1,32.251887,-94.53038,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,P5889,WRPERM5889,Point
27336,10505834007,Diversion Point,2,32.264814,-94.677051,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27337,10505834006,Diversion Point,2,32.260424,-94.6773,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27338,10505834005,Diversion Point,2,32.256215,-94.67754,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27339,10505834004,Diversion Point,2,32.236107,-94.677319,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27340,10505834003,Diversion Point,2,32.229066,-94.688256,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27341,10505834002,Diversion Point,2,32.218336,-94.712532,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27342,10505834001,Diversion Point,2,32.214925,-94.717361,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5834,WRPERM5834,Point
27343,10505918001,Diversion Point,2,32.402987,-94.360182,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5918,WRPERM5918,Point
27344,10505918301,On-channel Reservoir,1,32.402082,-94.355708,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,P5918,WRPERM5918,Point
27345,10505419001,Diversion Point,2,32.720999,-95.222298,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5419,WRPERM5419,Point
27346,10505662301,On-channel Reservoir,1,32.411064,-94.388935,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,P5662,WRPERM5662,Point
27347,10505662001,Diversion Point,2,32.411064,-94.388935,DRG,12,OTHER,8/25/2008,TCEQ,NAD83,P5662,WRPERM5662,Point
27348,10512098301,On-channel Reservoir,1,32.718433,-95.680228,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,P12098,WRPERM12098,Point
27349,60504687301,On-channel Reservoir,1,32.631086,-95.704831,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4687,ADJ4687,Point
27350,60504687302,On-channel Reservoir,1,32.627698,-95.70348,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4687,ADJ4687,Point
27351,60504687303,On-channel Reservoir,1,32.624382,-95.70887,DOQ,5,OTHER,2/23/2014,TCEQ,NAD83,C4687,ADJ4687,Point
27352,60504688001,Diversion Point,3,32.626556,-95.689305,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4688,ADJ4688,Point
27353,60504688301,On-channel Reservoir,1,32.626262,-95.691452,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4688,ADJ4688,Point
27354,60504689001,Diversion Point,3,32.666474,-95.72349,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4689,ADJ4689,Point
27355,60504689301,On-channel Reservoir,1,32.666474,-95.72349,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4689,ADJ4689,Point
27356,60504759002,Diversion Point,3,32.572089,-95.083885,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4759,ADJ4759,Point
27357,60504759301,On-channel Reservoir,1,32.572089,-95.083885,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4759,ADJ4759,Point
27358,60504690301,On-channel Reservoir,1,32.686806,-95.552308,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4690,ADJ4690,Point
27359,60504691301,On-channel Reservoir,1,32.682262,-95.49669,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4691,ADJ4691,Point
27360,60504692301,On-channel Reservoir,1,32.68014,-95.489513,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4692,ADJ4692,Point
27361,60504704001,Diversion Point,3,32.906193,-95.620798,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4704,ADJ4704,Point
27362,60504704301,On-channel Reservoir,1,32.905722,-95.621856,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4704,ADJ4704,Point
27363,60504704002,Diversion Point,3,32.904514,-95.622988,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4704,ADJ4704,Point
27364,60504704302,On-channel Reservoir,1,32.904495,-95.622933,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4704,ADJ4704,Point
27365,60504707301,On-channel Reservoir,1,32.75728,-95.484485,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4707,ADJ4707,Point
27366,60504708301,On-channel Reservoir,1,32.857534,-95.453836,DOQ,5,OTHER,8/25/2008,TCEQ,NAD83,C4708,ADJ4708,Point
27367,60504710003,Diversion Point,3,32.752636,-95.459034,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4710,ADJ4710,Point
27368,60504710002,Diversion Point,3,32.75042,-95.457091,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4710,ADJ4710,Point
27369,60504710001,Diversion Point,3,32.747382,-95.456823,MAP_MAN,125,OTHER,8/25/2008,TCEQ,NAD83,C4710,ADJ4710,Point
27370,61105335301,On-channel Reservior,1,29.593522,-95.579252,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,C5335,ADJ5335,Point
27371,61105336401,Off-channel Reservoir,1,29.592189,-95.569843,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,C5336,ADJ5336,Point
27372,61105336402,Off-channel Reservoir,1,29.586848,-95.567445,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,C5336,ADJ5336,Point
27373,61105336001,Diversion Point,3,29.589591,-95.574838,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5336,ADJ5336,Point
27374,61105337401,Off-channel Reservoir,1,29.542717,-95.530306,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,C5337,ADJ5337,Point
27375,11105365301,On-channel Reservior,1,29.562686,-95.546219,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,P5365,WRPERM5365,Point
27376,11005565001,Diversion Point,3,29.85078,-95.463063,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5565,WRPERM5565,Point
27377,61003982001,Diversion Point,3,29.722864,-95.744862,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,C3982,ADJ3982,Point
27378,11005257001,Diversion Point,3,29.761999,-95.587385,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5257,WRPERM5257,Point
27379,11005257501,Discharge Point,3,29.763646,-95.58656,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5257,WRPERM5257,Point
27380,11005363001,Diversion Point,3,29.763202,-95.572002,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5363,WRPERM5363,Point
27381,11005363501,Discharge Point,3,29.761849,-95.568632,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5363,WRPERM5363,Point
27382,11005257407,Off-channel Reservoir,1,29.76303,-95.578768,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5257,WRPERM5257,Point
27383,11005362001,Diversion Point,3,29.660437,-95.553121,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5362,WRPERM5362,Point
27384,11005362002,Diversion Point,3,29.628542,-95.514717,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5362,WRPERM5362,Point
27385,11005362501,Discharge Point,3,29.62761,-95.513989,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5362,WRPERM5362,Point
27386,11005311002,Diversion Point,3,29.672342,-95.522987,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5311,WRPERM5311,Point
27387,11005311401,Off-channel Reservoir,1,29.674451,-95.523068,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5311,WRPERM5311,Point
27388,11005311403,Off-channel Reservoir,1,29.674354,-95.520754,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5311,WRPERM5311,Point
27389,11005311402,Off-channel Reservoir,1,29.672973,-95.520636,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5311,WRPERM5311,Point
27390,11005336201,U/S Limit - Diversion Segment,3,29.76152,-95.496159,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5336,WRPERM5336,Point
27391,11005336401,Off-channel Reservoir,1,29.763475,-95.489822,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5336,WRPERM5336,Point
27392,11005336402,Off-channel Reservoir,1,29.769528,-95.483505,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5336,WRPERM5336,Point
27393,11005336101,D/S Limit - Diversion Segment,3,29.770341,-95.481735,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5336,WRPERM5336,Point
27394,11004038001,Diversion Point,3,29.621589,-95.412137,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P4038,WRPERM4038,Point
27395,11004038501,Discharge Point,3,29.621622,-95.412113,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P4038,WRPERM4038,Point
27396,11904031201,U/S Limit - Diversion Segment,3,29.432597,-98.300571,MAP_MAN,70,OTHER,11/4/2009,TCEQ,NAD 1983,P4031,WRPERM4031,Point
27397,61105349001,Diversion Point,9,29.200303,-95.357027,UNKNOWN,-9999,OTHER,12/17/2009,TCEQ,NAD83,C5349,ADJ5349,Point
27398,61105349002,Diversion Point,3,29.20278,-95.358214,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5349,ADJ5349,Point
27399,61105347001,Diversion Point,3,29.206444,-95.29592,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5347,ADJ5347,Point
27400,61105348001,Diversion Point,3,29.194215,-95.302903,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5348,ADJ5348,Point
27401,61105345001,Diversion Point,3,29.244074,-95.32778,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5345,ADJ5345,Point
27402,61105364002,Diversion Point,9,29.579657,-95.260267,UNKNOWN,-9999,OTHER,12/17/2009,TCEQ,NAD83,C5364,ADJ5364,Point
27403,61105364001,Diversion Point,3,29.573801,-95.259174,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5364,ADJ5364,Point
27404,61105343002,Diversion Point,3,29.173115,-95.371573,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5343,ADJ5343,Point
27405,61105343003,Diversion Point,3,29.169768,-95.369683,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5343,ADJ5343,Point
27406,61105343001,Diversion Point,3,29.185231,-95.332516,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5343,ADJ5343,Point
27407,61105343401,Off-channel Reservoir,1,29.171711,-95.379761,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,C5343,ADJ5343,Point
27408,61105343301,On-channel Reservior,1,29.169879,-95.369554,DOQ,5,OTHER,12/17/2009,TCEQ,NAD83,C5343,ADJ5343,Point
27409,61105343004,Diversion Point,3,29.158678,-95.362904,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,C5343,ADJ5343,Point
27410,11105020001,Diversion Point,3,29.111973,-95.375456,MAP_MAN,150,OTHER,12/17/2009,TCEQ,NAD83,P5020,WRPERM5020,Point
27411,11005522405,Off-channel Reservoir,1,29.697042,-95.137246,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5522,WRPERM5522,Point
27412,11005522410,Off-channel Reservoir,1,29.695587,-95.137035,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5522,WRPERM5522,Point
27413,11005522403,Off-channel Reservoir,1,29.69784,-95.130138,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5522,WRPERM5522,Point
27414,11005522404,Off-channel Reservoir,1,29.698347,-95.133699,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5522,WRPERM5522,Point
27415,11005522402,Off-channel Reservoir,1,29.698189,-95.131457,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,P5522,WRPERM5522,Point
27416,11005644602,Off-channel Diversion Point,3,30.052774,-95.838169,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5644,WRPERM5644,Point
27417,11005716003,Diversion Point,3,29.74281,-95.197467,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5716,WRPERM5716,Point
27418,11005716002,Diversion Point,3,29.742333,-95.199447,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5716,WRPERM5716,Point
27419,11005849701,Release Point,3,29.712766,-95.820949,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5849,WRPERM5849,Point
27420,61003959001,Diversion Point,3,30.160429,-95.466747,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,C3959,ADJ3959,Point
27421,61003959002,Diversion Point,3,30.164066,-95.470358,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,C3959,ADJ3959,Point
27422,11005436601,Off-channel Diversion Point,3,30.034729,-95.197784,MAP_MAN,130,OTHER,8/15/2008,TCEQ,NAD83,P5436,WRPERM5436,Point
27423,11005809703,WWTP Release Point,2,30.217307,-95.449419,DRG,12,OTHER,8/22/2008,TCEQ,NAD83,P5809,WRPERM5809,Point
27424,11005809702,WWTP Release Point,2,30.195294,-95.488807,DRG,12,OTHER,8/22/2008,TCEQ,NAD83,P5809,WRPERM5809,Point
27425,11005809701,WWTP Release Point,1,30.134949,-95.477403,DOQ,5,OTHER,8/22/2008,TCEQ,NAD83,P5809,WRPERM5809,Point
27426,60804261303,On-channel Reservoir,1,29.919551,-95.132873,DOQ,5,OTHER,8/15/2008,TCEQ,NAD83,C4261,ADJ4261,Point
27427,60804261401,Off-channel Reservoir,1,29.776394,-95.068927,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C4261,ADJ4261,Point
27428,60802410702,Release Point,2,32.877159,-96.458313,DRG,12,OTHER,9/30/2009,TCEQ,NAD83,C2410,ADJ2410,Point
27429,60802410703,Release Point,2,33.155313,-96.375874,DRG,12,OTHER,9/30/2009,TCEQ,NAD83,C2410,ADJ2410,Point
27430,60802410704,Release Point,2,33.155313,-96.375874,DRG,12,OTHER,9/30/2009,TCEQ,NAD83,C2410,ADJ2410,Point
27431,11205851206,U/S Limit - Diversion Segment,0,31.866563,-97.371444,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27432,11205851207,U/S Limit - Diversion Segment,0,31.897946,-97.207033,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27433,11205851208,U/S Limit - Diversion Segment,0,31.844331,-97.20175,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27434,11205851209,U/S Limit - Diversion Segment,0,31.664653,-97.168361,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27435,11205851210,U/S Limit - Diversion Segment,0,31.971939,-98.476591,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27436,11205851211,U/S Limit - Diversion Segment,0,31.432894,-97.761858,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27437,11205851212,U/S Limit - Diversion Segment,0,31.105876,-97.473638,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27438,10813037702,Release Point,1,33.139597,-96.412616,DOQ,5,OTHER,7/2/2015,TCEQ,NAD83,P13037,WRPERM13037,Point
27439,60802367305,On-channel Reservoir,1,32.938975,-96.865156,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2367,ADJ2367,Point
27440,60802368101,D/S Limit - Diversion Segment,3,32.869692,-96.929373,MAP_MAN,130,OTHER,9/30/2009,TCEQ,NAD83,C2368,ADJ2368,Point
27441,60802373401,Off-channel Reservoir,1,32.840213,-96.892121,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2373,ADJ2373,Point
27442,60802383601,Off-channel Diversion Point,3,32.934204,-96.794567,MAP_MAN,130,OTHER,9/30/2009,TCEQ,NAD83,C2383,ADJ2383,Point
27443,60802383401,Off-channel Reservoir,1,32.934328,-96.79488,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2383,ADJ2383,Point
27444,60802387401,Off-channel Reservoir,1,32.790818,-96.724765,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2387,ADJ2387,Point
27445,60802388401,Off-channel Reservoir,1,32.771758,-96.732348,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2388,ADJ2388,Point
27446,60802388002,Diversion Point,1,31.789375,-95.983842,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2388,ADJ2388,Point
27447,60802392001,Diversion Point,1,32.626662,-96.764975,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2392,ADJ2392,Point
27448,60802397401,Off-channel Reservoir,3,32.550605,-96.555587,MAP_MAN,130,OTHER,9/30/2009,TCEQ,NAD83,C2397,ADJ2397,Point
27449,60802407401,Off-channel Reservoir,1,33.160559,-96.551542,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2407,ADJ2407,Point
27450,60802407402,Off-channel Reservoir,3,33.16016,-96.552623,MAP_MAN,130,OTHER,9/30/2009,TCEQ,NAD83,C2407,ADJ2407,Point
27451,60802407403,Off-channel Reservoir,3,33.159654,-96.552106,MAP_MAN,130,OTHER,9/30/2009,TCEQ,NAD83,C2407,ADJ2407,Point
27452,60802407601,Off-channel Diversion Point,9,33.160559,-96.551542,UNKNOWN,-9999,OTHER,9/30/2009,TCEQ,NAD83,C2407,ADJ2407,Point
27453,11205851202,U/S Limit - Diversion Segment,0,32.862843,-98.302569,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27454,11205851203,U/S Limit - Diversion Segment,0,32.615731,-97.925884,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27455,11205851204,U/S Limit - Diversion Segment,0,32.373578,-97.687857,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27456,11205851205,U/S Limit - Diversion Segment,0,32.258731,-97.702472,DOQ,5,OTHER,11/30/2016,TCEQ,NAD83,P5851,WRPERM5851,Point
27457,60802407602,Off-channel Diversion Point,9,33.16016,-96.552623,UNKNOWN,-9999,OTHER,9/30/2009,TCEQ,NAD83,C2407,ADJ2407,Point
27458,60802407603,Off-channel Diversion Point,9,33.159654,-96.552106,UNKNOWN,-9999,OTHER,9/30/2009,TCEQ,NAD83,C2407,ADJ2407,Point
27459,60802417401,Off-channel Reservoir,1,32.857339,-96.620587,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C2417,ADJ2417,Point
27460,60802461701,Release Point,2,32.815227,-96.724672,DRG,12,OTHER,9/30/2009,TCEQ,NAD83,C2461,ADJ2461,Point
27461,60803338401,Off-channel Reservoir,1,32.967331,-97.729322,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3338,ADJ3338,Point
27462,60803340003,Diversion Point,1,32.781936,-97.453888,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3340,ADJ3340,Point
27463,60803371304,On-channel Reservoir,9,32.708467,-97.417818,UNKNOWN,-9999,OTHER,9/30/2009,TCEQ,NAD83,C3371,ADJ3371,Point
27464,60803390401,Off-channel Reservoir,1,32.624403,-97.255326,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3390,ADJ3390,Point
27465,60803390404,Off-channel Reservoir,1,32.626527,-97.257503,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3390,ADJ3390,Point
27466,60803390403,Off-channel Reservoir,1,32.629696,-97.255388,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3390,ADJ3390,Point
27467,60803390402,Off-channel Reservoir,1,32.627941,-97.254573,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3390,ADJ3390,Point
27468,60803399402,Off-channel Reservoir,1,32.768149,-97.058992,DOQ,5,OTHER,9/30/2009,TCEQ,NAD83,C3399,ADJ3399,Point
27469,10812292305,On-channel Reservoir,9,31.4494,-96.1619,UNKNOWN,-9999,OTHER,11/20/2015,TCEQ,NAD83,P12292,WRPERM12292,Point
27470,10812292304,On-channel Reservoir,9,31.4539,-96.1394,UNKNOWN,-9999,OTHER,11/20/2015,TCEQ,NAD83,P12292,WRPERM12292,Point
27471,10812292303,On-channel Reservoir,9,31.4636,-96.1369,UNKNOWN,-9999,OTHER,11/20/2015,TCEQ,NAD83,P12292,WRPERM12292,Point
27472,10812292302,On-channel Reservoir,9,31.4789,-96.1244,UNKNOWN,-9999,OTHER,11/20/2015,TCEQ,NAD83,P12292,WRPERM12292,Point
27473,10812292301,On-channel Reservoir,9,31.4967,-96.1211,UNKNOWN,-9999,OTHER,11/20/2015,TCEQ,NAD83,P12292,WRPERM12292,Point
27474,10812793302,On-channel Reservoir,1,33.044123,-96.850699,DOQ,5,OTHER,1/21/2016,TCEQ,NAD83,P12793,WRPERM12793,Point
27475,10812793303,On-channel Reservoir,1,33.039982,-96.847448,DOQ,5,OTHER,1/21/2016,TCEQ,NAD83,P12793,WRPERM12793,Point
27476,10812793001,Diversion Point,1,33.041619,-96.843441,DOQ,5,OTHER,1/21/2016,TCEQ,NAD83,P12793,WRPERM12793,Point
27477,10812793002,Diversion Point,1,33.044123,-96.850699,DOQ,5,OTHER,1/21/2016,TCEQ,NAD83,P12793,WRPERM12793,Point
27478,10812793701,Release Point,1,33.041619,-96.843441,DOQ,5,OTHER,1/21/2016,TCEQ,NAD83,P12793,WRPERM12793,Point
27479,10812793301,On-channel Reservoir,1,33.041619,-96.843441,DOQ,5,OTHER,1/21/2016,TCEQ,NAD83,P12793,WRPERM12793,Point
27480,10812906501,Discharge Point,2,32.4958,-97.3519,DRG,12,OTHER,3/24/2016,TCEQ,NAD83,P12906,WRPERM12906,Point
27481,10812906201,U/S Limit - Diversion Segment,2,32.4958,-97.3519,DRG,12,OTHER,3/24/2016,TCEQ,NAD83,P12906,WRPERM12906,Point
27482,10812906101,D/S Limit - Diversion Segment,2,32.6033,-97.2647,DRG,12,OTHER,3/24/2016,TCEQ,NAD83,P12906,WRPERM12906,Point
27483,10813148301,On-channel Reservoir,1,33.147949,-96.909095,DOQ,5,OTHER,3/28/2016,TCEQ,NAD83,P13148,WRPERM13148,Point
27484,10813148501,Discharge Point,1,33.147949,-96.909095,DOQ,5,OTHER,3/28/2016,TCEQ,NAD83,P13148,WRPERM13148,Point
27485,10813148001,Diversion Point,1,33.14843,-96.911302,DOQ,5,OTHER,3/28/2016,TCEQ,NAD83,P13148,WRPERM13148,Point
27486,10813148302,On-channel Reservoir,1,33.14843,-96.911302,DOQ,5,OTHER,3/28/2016,TCEQ,NAD83,P13148,WRPERM13148,Point
