OID_,BasinID,BasinName,Total,COM,CON,DOM,ENV,IND,IRR,MM,MUN,OTH,PWR,QM,REC,STK,WLD,Shape_Length,Shape_Area
80,054,Crescent Valley,8311.060211699999854,0.000000000000000,0.000000000000000,77.000000000000000,0.000000000000000,0.000000000000000,4372.939999999999600,3583.120211699999800,164.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,114,0.000000000000000,223431.807970056892373,1943299766.396453380584717
81,178A,Butte Valley,17.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,15,0.000000000000000,130784.107946079224348,703577782.048225522041321
82,186B,Antelope Valley,30.199999999999999,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,11.199999999999999,0.000000000000000,18,0.000000000000000,122501.327267890213989,707836282.857497334480286
83,098,Skedaddle Creek Valley,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,53192.329265814987593,110181225.930552959442139
84,130,Pleasant Valley,1732.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,1719.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,10,0.000000000000000,135947.556313912326004,729496118.013951539993286
85,073,Lovelock Valley,4788.781384730000354,272.879999999999995,0.000000000000000,54.000000000000000,0.000000000000000,0.000000000000000,4382.000000000000000,49.289999999999999,18.861384730000001,0.000000000000000,0,0.000000000000000,1.750000000000000,10,0.000000000000000,198613.498112870147452,1631579812.937299251556396
86,073A,Lovelock Valley,1924.506902860000082,37.920000000000002,0.000000000000000,73.000000000000000,0.000000000000000,0.000000000000000,303.000000000000000,0.000000000000000,1324.126902859999973,0.000000000000000,0,183.879999999999995,2.580000000000000,0,0.000000000000000,76711.374721273299656,260928322.312649190425873
87,080,Winnemucca Lake Valley,5.690000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.690000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,160264.597654844634235,958807673.134646773338318
88,019,Dry Valley,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0.000000000000000,44918.544646719063167,107279187.357950419187546
89,081,Pyramid Lake Valley,68.340000000000003,15.340000000000000,0.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,2,0.000000000000000,254129.787188498186879,1753439741.402900695800781
