X,Y,OBJECTID,PERMIT_NUMBER,LATITUDE,LONGITUDE,WATER_CODE,LEGAL_QUARTER3,LEGAL_QUARTER2,LEGAL_QUARTER1,LEGAL_SECTION,LEGAL_TOWNSHIP,LEGAL_RANGE,LEGAL_TYPE,NWELLS,COUNTY,LL_METHOD,TOTAL_ACRE_FEET,PURPOSE_CODE,SIC_CODE,ENTITY_NAME,DATE_ISSUED,EXP_DATE,BRANCH_OFFICE_CODE,DIV_METHOD,DIV_RATE,DIV_FROM,DIV_TYPE,IRR_ACRES,LEASE,WR_NUMBER,STREAM_SYSTEM,AQUIFER_CODE,BASIN_CODE,STATUS_CODE
-97.785166204666893,34.964131143852825,258,2019S0750,34.96412505,-97.78515829,Surface Water,,,SE,25,06N,06WI,L,1,Grady,,4,"Oil, Gas & Mining",Crude petroleum and natural gas production,"Continental Resources, Inc.",2019-08-09T00:00:00.000Z,2019-11-07T00:00:00.000Z,O,Pump,100,Williams Creek ,Creek,,Umbach 2-21-28-33XHW,,1082,,,A
-98.218978062315784,35.94945492454616,259,2019S0759,35.94944868,-98.21896996,Surface Water,,,SE,13,17N,10WI,L,1,Blaine,,4,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-08-13T00:00:00.000Z,2019-11-11T00:00:00.000Z,W,Pump,80,Sandy Stark Pond,Pond,,"Channel 1709 2H, 3H & 4H-30X",,2092,,,A
-95.526894982399526,35.179237210920448,260,2019S0886,35.17923097,-95.52688762,Surface Water,SE,NE,SE,08,08N,17EI,L,1,Pittsburg,,129,"Oil, Gas & Mining",Drilling oil and gas wells,Trinity Operating,2019-09-18T00:00:00.000Z,2019-12-17T00:00:00.000Z,M,Pump,3800,Lake Eufaula,Federal,,Maverick Pad,,2030,,,A
-97.781524661679228,35.704775694422018,261,2019S0811,35.70476947,-97.78151669,Surface Water,SE,SE,NE,12,14N,06WI,L,0,Canadian,,50,"Oil, Gas & Mining",Drilling oil and gas wells,H2Services,2019-08-28T00:00:00.000Z,2019-11-26T00:00:00.000Z,O,Pump,1000,Lake,Lake,,Redbluff Brueggen,,2092,,,
-97.679334251286107,34.993213096557575,262,2019S0823,34.99320699,-97.67932636,Surface Water,,,SE,13,06N,05WI,L,1,Grady,,4,"Oil, Gas & Mining",Drilling oil and gas wells,"Continental Resources, Inc.",2019-09-10T00:00:00.000Z,2019-12-09T00:00:00.000Z,O,Pump,100,Palmer Pond ,Pond,,Cooley 3-25-24XHW,,1082,,,A
-99.952041403699241,36.182930898425994,263,2019G0172,36.18292471,-99.95203285,Groundwater,NW,SW,NW,26,20N,26WI,L,1,Ellis,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Four Point Energy,2019-09-12T00:00:00.000Z,2019-12-11T00:00:00.000Z,W,Pump,920,,,,Rock Creek 36X25-20-26 2HB&IHA,,,121OGLL,,
-97.100039841206012,33.918512233493779,264,2019S0758,33.9185063,-97.10003217,Surface Water,,NW,W2,28,07S,02EI,L,1,Love,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"XTO Energy, Inc.",2019-08-17T00:00:00.000Z,2019-11-15T00:00:00.000Z,L,Pump,120,Private,Pond,,Miller 1-28H20X17X8,,1090,,,A
-97.589357953341406,34.732003544939076,265,2019S0836,34.73199748,-97.5893501,Surface Water,,,NE,14,03N,04WI,L,1,Garvin,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-09-13T00:00:00.000Z,2019-12-12T00:00:00.000Z,O,Pump,126,Dutton Pond,Pond,,Jurgens 0304 2-11-2MXH and Ralph 0304 4-11-2WXH,,1081,,,A
-97.424175866227387,35.955583628057433,266,2019S0935,35.95557734,-97.42416796,Surface Water,NW,NW,NW,16,17N,02WI,L,0,Logan,,50,"Oil, Gas & Mining",Drilling oil and gas wells,H2Services,2019-10-10T00:00:00.000Z,2020-01-08T00:00:00.000Z,O,Pump,1000,Private,Pond,,Redbluff Plagg,,2092,,,
-98.290304080922866,35.964064945561169,267,2019S0967,35.9640587,-98.29029596,Surface Water,,,NE,08,17N,10WI,L,1,Blaine,,26,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,W,Pump,450,Hitchcock Facility,Pond,,"Channel 1709 2H, 3H & 4H-30X Frac - Hitchcock Facility",,2092,,,A
-98.163101852680271,35.8773787252928,268,2019S0980,35.87737249,-98.16309377,Surface Water,,,SE,09,16N,09WI,L,1,Kingfisher,,32,"Oil, Gas & Mining",Drilling oil and gas wells,"Devon Energy Production Company, LP",2019-11-04T00:00:00.000Z,2020-02-02T00:00:00.000Z,O,Pump,120,Private,Pond,,"Privott 17_20-16N-9W 5HX, 6HX",,2092,,,A
-97.589464641052572,34.761166331266764,175,2019S0839,34.76116027,-97.58945679,Surface Water,,,NW,02,03N,04WI,L,0,Garvin,,4,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-09-10T00:00:00.000Z,2019-12-09T00:00:00.000Z,O,Pump,126,Pond,Pond,,"Kathy A 0304 1-11-2MXH, Ralph 0304 2-11-2WXH, Ralph 0304 3-11-2WXH",,1082,,,A
-98.16581022364187,35.978350191312771,176,2019S0979,35.97834394,-98.16580213,Surface Water,,,SE,04,17N,09WI,L,1,Kingfisher,,52,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-10-29T00:00:00.000Z,2020-01-27T00:00:00.000Z,O,Pump,440,Meyer Pond,Pond,,"Channel 1709 2H-30X, 3H-30X, 4H-30X Frac",,2092,,,A
-98.041511826582436,36.022000451197712,177,2019S0958,36.02199419,-98.04150376,Surface Water,,,S2,22,18N,08WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Crude petroleum and natural gas production,"Chisholm Oil and Gas Operating, LLC",2019-10-24T00:00:00.000Z,2020-01-22T00:00:00.000Z,O,Pump,2000,Cimarron River ,Stream,,CLARA ALLEN 1808 26-35 1XMH,,2092,,,A
-97.574131328587498,35.312353677002335,178,2019G0186,35.31234751,-97.57412344,Groundwater,,NW,SE,25,10N,04WI,L,1,Cleveland,,0.5,"Oil, Gas & Mining",Drilling oil and gas wells,Gulf Exploration,2019-10-22T00:00:00.000Z,2020-01-20T00:00:00.000Z,O,Pump,60,,,,Conrado 1-25,,,318GSWF,,
-97.501730384832882,34.833619104258581,179,2019S0866,34.83361302,-97.50172255,Surface Water,,SW,SW,10,04N,03WI,L,1,Garvin,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Select Energy Services,2019-10-01T00:00:00.000Z,2019-12-30T00:00:00.000Z,O,Pump,2100,Washita River,Stream,,Daylight-Lewis,,1082,,,A
-97.390447267875047,34.264531172469447,180,2019S0810,34.26452519,-97.3904395,Surface Water,SW,NE,SE,27,03S,02WI,L,0,Carter,,0.1,"Oil, Gas & Mining",Drilling oil and gas wells,Ardmore Production and Exploration,2019-08-28T00:00:00.000Z,2019-11-26T00:00:00.000Z,L,Pump,1,Private,Pond,,Leeman R1,,1100,,,
-98.783534283324485,36.413171794012733,181,2019S0754,36.4131655,-98.783526,Surface Water,SE,SE,NE,03,22N,15WI,L,1,Major,,40,"Oil, Gas & Mining",Crude petroleum and natural gas production,D&B Oilfield Services Inc,2019-08-09T00:00:00.000Z,2019-11-07T00:00:00.000Z,W,Pump,500,Griever Creek,Creek,,Fairway Hutchison 1-12H,,2092,,,A
-98.041532323081839,36.050920766520449,182,2019G0162,36.0509145,-98.04152426,Groundwater,,,S2,10,18N,08WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"Chisholm Oil and Gas Operating, LLC",2019-08-13T00:00:00.000Z,2019-11-11T00:00:00.000Z,O,Pump,2000,,,,BRISTOL 1808 15-1MH,,,313ELRN,,A
-98.183374430764545,35.905920663937465,183,2019S0968,35.90591443,-98.18336634,Surface Water,,,SW,32,17N,09WI,L,1,Kingfisher,,7,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,O,Pump,120,Maxwell/Harden Pond,Pond,,Biehler 1709 1H-29X Re-Charge,,2092,,,A
-99.689062671769136,36.176336211475729,184,2019G0183,36.17633001,-99.68905418,Groundwater,NW,SE,SE,30,20N,23WI,L,1,Ellis,,26,"Oil, Gas & Mining",Drilling oil and gas wells,Canadian Water Well Rental,2019-10-08T00:00:00.000Z,2020-01-06T00:00:00.000Z,W,Pump,700,,,,Bayless,,,121OGLL,,
-97.970738239732142,36.036915725105082,185,2019S0769,36.03690945,-97.97073019,Surface Water,,,E2,17,18N,07WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"Chisholm Oil and Gas Operating, LLC",2019-08-14T00:00:00.000Z,2019-11-12T00:00:00.000Z,O,Pump,2000,Hobbs Pond,Pond,,Andrews 1807 17-1MH,,2092,,,A
-98.269395642230378,35.761577966654713,186,2019S0923,35.76157176,-98.26938754,Surface Water,,,SW,21,15N,10WI,L,1,Blaine,,7,"Oil, Gas & Mining",Drilling oil and gas wells,Cimarex Energy Co,2019-10-07T00:00:00.000Z,2020-01-05T00:00:00.000Z,W,Pump,100,Bob Landreth - Pond,Pond,,Rocky 1-17H,,2092,,,A
-99.947574552395281,36.17768469096778,187,2019G0172,36.1776785,-99.947566,Groundwater,SW,NE,SW,26,20N,26WI,L,1,Ellis,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Four Point Energy,2019-09-12T00:00:00.000Z,2019-12-11T00:00:00.000Z,W,Pump,920,,,,Rock Creek 36X25-20-26 2HB&IHA,,,121OGLL,,
-97.667563787779272,35.273700689229784,188,2019S0940,35.27369454,-97.66755588,Surface Water,SE,NW,NW,07,09N,04WI,L,1,McClain,,4,"Oil, Gas & Mining",Drilling oil and gas wells,"Bluefin Water Solutions, LLC",2019-10-21T00:00:00.000Z,2020-01-19T00:00:00.000Z,O,Pump,210,Ricky Thomas Pond,Pond,,EOG Nighthawk,,2062,,,A
-98.047324608334961,36.529559853744566,189,2019G0187,36.5295535,-98.0473165,Groundwater,SE,SW,NW,27,24N,08WI,L,1,Garfield,,90,Irrigation,,Lew Meibergen,2019-10-23T00:00:00.000Z,2020-01-21T00:00:00.000Z,W,Pump,75,,,200,,,,318BSON,,A
-96.990574759988817,35.854301276781328,190,2019S0933,35.85429499,-96.99056697,Surface Water,NW,NW,NE,21,16N,03EI,L,0,Lincoln,,25,"Oil, Gas & Mining",Drilling oil and gas wells,Roberson Oil Co,2019-10-10T00:00:00.000Z,2020-01-08T00:00:00.000Z,O,Pump,2500,Private,Pond,,Potter 1-12MH,,2091,,,
-97.571913740516962,34.833591145206277,191,2019S0939,34.83358507,-97.57190588,Surface Water,,,SE,12,04N,04WI,L,0,Garvin,,64,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-10-21T00:00:00.000Z,2020-01-19T00:00:00.000Z,O,Pump,4200,Washita River,Stream,,Campbell 0304 1-6WH & Collins 0404 1-31-30WXH Completion Water,,1082,,,A
-99.837794512062374,36.007655667812067,192,2019S0937,36.0076495,-99.837786,Surface Water,SE,SE,NW,26,18N,25WI,L,1,Ellis,,38,"Oil, Gas & Mining",Drilling oil and gas wells,Recoil Oilfield Services LLC,2019-10-11T00:00:00.000Z,2020-01-09T00:00:00.000Z,W,Pump,2730,Canadian,Stream,,Warchime,,2063,,,A
-98.592261729031591,35.964096404625892,193,2019S0768,35.96409018,-98.59225353,Surface Water,,,SW,09,17N,13WI,L,1,Blaine,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fast Line,2019-08-21T00:00:00.000Z,2019-11-19T00:00:00.000Z,W,Pump,100,Dwayne Sinclair Pond,Pond,,Moon Duck #4-6H (Acacia Expl.),,2052,,,A
-98.534584976817683,35.602293504470268,194,2019S0842,35.60228734,-98.53457682,Surface Water,,SE,SW,13,13N,13WI,L,0,Blaine,,51,"Oil, Gas & Mining",Drilling oil and gas wells,Select Energy Services,2019-09-13T00:00:00.000Z,2019-12-12T00:00:00.000Z,W,Pump,2100,South Canadian River,Stream,,Continental-Donnie FIU,,2063,,,A
-99.79292956394238,36.023366333477185,195,2019G0178,36.02336016,-99.79292106,Groundwater,NE,SE,NE,19,18N,24WI,L,1,Ellis,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Canadian Water Well Rental,2019-09-24T00:00:00.000Z,2019-12-23T00:00:00.000Z,W,Pump,150,,,,Word,,,121OGLL,,
-97.802988992628954,35.821031673684907,196,2019G0170,35.82102543,-97.802981,Groundwater,S2,S2,NE,35,16N,06WI,L,4,Kingfisher,,50,"Recreation, Fish & Wildlife",Fish hatcheries / preserves,Estack LLC,2019-09-09T00:00:00.000Z,2019-12-08T00:00:00.000Z,O,Pump,500,,,,,20110547,,318SLPL,,
-95.394684336728972,35.357895783267985,197,2019S0771,35.3578895,-95.394677,Surface Water,NE,SW,NW,10,10N,18EI,L,1,McIntosh,,10,Industrial,Highway and street construction,Verdigris Valley Sod Farms,2019-08-15T00:00:00.000Z,2019-11-13T00:00:00.000Z,M,Pump,600,Eufaula,Lake,,,,2030,,,A
-97.679334251286107,34.993213096557575,198,2019S0789,34.99320699,-97.67932636,Surface Water,,,SE,13,06N,05WI,L,0,Grady,,4,"Oil, Gas & Mining",Dimensional Stone,"Continental Resources, Inc.",2019-08-19T00:00:00.000Z,2019-11-17T00:00:00.000Z,O,Pump,100,Palmer Pond ,Pond,,Cooley 5-24-25-36XHW,,1082,,,A
-97.732403950277316,35.548708700516315,199,2019S0853,35.5487025,-97.732396,Surface Water,SW,NW,NE,04,12N,05WI,L,0,Canadian,,50,"Oil, Gas & Mining",Drilling oil and gas wells,H2Services,2019-09-12T00:00:00.000Z,2019-12-11T00:00:00.000Z,O,Pump,1000,Private,Pond,,Redbluff Bolding,,2052,,,
-97.967943338407949,35.733179364714339,200,6016S0001,35.73317315,-97.96793531,Surface Water,NW,,,32,15N,07WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Devon Energy Production Co,6016-05-16T00:00:00.000Z,6016-08-14T00:00:00.000Z,O,Pump,100,Private,Pond,,Chicken Yard 32-15N-7W 1H,,2092,,,A
-98.290304080922866,35.964064945561169,201,2019S0967,35.9640587,-98.29029596,Surface Water,,N2,SE,08,17N,10WI,L,1,Blaine,,26,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-10-28T00:00:00.000Z,2020-01-26T00:00:00.000Z,W,Pump,450,Hitchcock Facility,Pond,,"Channel 1709 2H, 3H & 4H-30X Frac - Hitchcock Facility",,2092,,,A
-97.807615459301019,35.410718672601512,202,2019S0841,35.4107125,-97.8076075,Surface Water,SW,NE,SW,23,11N,06WI,L,1,Canadian,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fastline Inc.,2019-08-23T00:00:00.000Z,2019-11-21T00:00:00.000Z,O,Pump,130,Wildcat Pond,Pond,,Tater,,2062,,,A
-97.433072906310784,35.953767786602882,203,2019S0918,35.9537615,-97.433065,Surface Water,SW,NW,NE,17,17N,02WI,L,1,Logan,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fastline Inc.,2019-10-05T00:00:00.000Z,2020-01-03T00:00:00.000Z,O,Pump,130,Plagg pond,Pond,,Plagg,,2092,,,A
-99.85270003613023,36.252507208311002,204,2019G0167,36.252501,-99.8526915,Groundwater,NE,NW,SW,35,21N,25WI,L,1,Ellis,,56,Irrigation,,"Cascade Land and Cattle, LLC",2019-09-05T00:00:00.000Z,2019-12-04T00:00:00.000Z,W,Pump,750,,,120,,20190539,,121OGLL,,A
-98.496831025987149,35.022877333336496,205,2019S0791,35.02287127,-98.49682292,Surface Water,SW,SW,NW,05,06N,12WI,L,0,Caddo,,20,"Oil, Gas & Mining",Drilling oil and gas wells,King Energy LLC,2019-08-24T00:00:00.000Z,2019-11-22T00:00:00.000Z,L,Pump,3520,pond ,Pond,,Baker 5-8 #1 WH,,1083,,,A
-96.413300500346466,33.936921473366027,206,2019G0180,33.9369155,-96.413293,Groundwater,SE,NW,NE,24,07S,08EI,L,0,Bryan,,640,Irrigation,,RWC Rev Trust,2019-09-27T00:00:00.000Z,2019-12-26T00:00:00.000Z,M,Pump,200,,,320,,,,212WDBN,,
-97.78959211731167,35.820127990713502,207,2019G0169,35.82012175,-97.78958413,Groundwater,,,NE,36,16N,06WI,L,9,Kingfisher,,300,"Oil, Gas & Mining",Drilling oil and gas wells,RJC Holdings LLC,2019-09-09T00:00:00.000Z,2019-12-08T00:00:00.000Z,O,Pump,250,,,,,20190532,,318SLPL,,
-98.561787230194184,36.431543808812101,208,2019S0959,36.4315375,-98.561779,Surface Water,SE,NE,NW,35,23N,13WI,L,1,Woods,,2,"Oil, Gas & Mining",Drilling oil and gas wells,Brickman Fast Line,2019-10-29T00:00:00.000Z,2020-01-27T00:00:00.000Z,W,Pump,175,Private,Pond,,Northern Lights 1-35-26XH,,2092,,,A
-98.162844936050362,35.776019874151814,209,2019S0981,35.77601366,-98.16283686,Surface Water,,SW,SW,16,15N,09WI,L,1,Kingfisher,,16,"Oil, Gas & Mining",Drilling oil and gas wells,"Devon Energy Production Company, LP",2019-11-04T00:00:00.000Z,2020-02-02T00:00:00.000Z,O,Pump,120,Private,Pond,,Harold 16_9-15N-9W 1HX,,2092,,,A
-98.044852735304545,35.666602954806301,210,2019S0855,35.66659675,-98.0448447,Surface Water,NE,NW,NW,27,14N,08WI,L,1,Canadian,,15,"Oil, Gas & Mining",Drilling oil and gas wells,"Citizen Energy II, L.L.C",2019-09-18T00:00:00.000Z,2019-12-17T00:00:00.000Z,O,Pump,150,Private Pond,Pond,,Heupel 1H-22 &  2H-22,,2092,,,A
-97.825206533211656,35.64573612196709,211,2019S0884,35.64572991,-97.82519855,Surface Water,,,NW,34,14N,06WI,L,1,Canadian,,34,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-09-18T00:00:00.000Z,2019-12-17T00:00:00.000Z,O,Pump,450,Mary Schulte Parrish Pond,Pond,,"Slash C 1406 6H, 7H, and 8H-17X, Frac - Mary Schulte Parrish Pond to Location ",,2092,,,A
-97.057877195868045,36.904863017004672,212,2019G0185,36.90485655,-97.05786931,Groundwater,,,NE,14,28N,02EI,L,1,Kay,,9.7,Industrial,Construction sand and gravel,Merz Bros Construction,2019-10-19T00:00:00.000Z,2020-01-17T00:00:00.000Z,T,Pump,100,,,,,,,111SFAR,,A
-96.850260904381543,35.87678943018129,213,2019S0946,35.87678313,-96.85025315,Surface Water,,NW,NE,11,16N,04EI,L,0,Lincoln,,1,"Oil, Gas & Mining",Drilling oil and gas wells,Spess Oil Company,2019-10-16T00:00:00.000Z,2020-01-14T00:00:00.000Z,O,Pump,30,Private,Pond,,Vaughan-Summers 1-11,,2070,,,
-99.033604005724712,36.935737858697813,214,2019S0896,36.93573149,-99.03359561,Surface Water,,NW,NW,04,28N,17WI,L,1,Woods,,6,"Oil, Gas & Mining",Drilling oil and gas wells,Select Energy Services,2019-09-28T00:00:00.000Z,2019-12-27T00:00:00.000Z,W,Pump,2100,Myers Pond,Pond,,Mach-LM,,2102,,,A
-97.343849191969596,34.557747850848429,215,2019S0801,34.55774181,-97.34384141,Surface Water,,,SW,18,01N,01WI,L,1,Garvin,,4,"Oil, Gas & Mining",Drilling oil and gas wells,"Continental Resources, Inc.",2019-10-04T00:00:00.000Z,2020-01-02T00:00:00.000Z,O,Pump,100,Hensley Creek,Creek,,James Trust 1-24-23XHW,,1081,,,A
-96.413279351133482,33.933307444770165,216,2019G0180,33.93330147,-96.41327185,Groundwater,SE,SW,NE,24,07S,08EI,L,4,Bryan,,640,Irrigation,,RWC Rev Trust,2019-09-27T00:00:00.000Z,2019-12-26T00:00:00.000Z,M,Pump,200,,,320,,,,212WDBN,,
-97.84287596259054,35.674745415678956,217,2019S0872,35.6747392,-97.84286797,Surface Water,,,NE,21,14N,06WI,L,1,Canadian,,65,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield,2019-09-17T00:00:00.000Z,2019-12-16T00:00:00.000Z,O,Pump,2500,HermanRotherPond,Pond,,"Slash C 1406 2H, 3H & 4H-17X FRAC",,2092,,,A
-95.58764786099961,35.019022712517518,218,2019S0797,35.0190165,-95.5876405,Surface Water,SE,NE,SW,02,06N,16EI,L,1,Pittsburg,,24,"Oil, Gas & Mining",Drilling oil and gas wells,Trinity Operating,2019-08-22T00:00:00.000Z,2019-11-20T00:00:00.000Z,M,Pump,3800,Lake Eufaula,Lake,,Fannie East Pad,,2030,,,A
-97.71465527206631,34.96422328045017,219,2019S0781,34.96421719,-97.71464737,Surface Water,,,N2,27,06N,05WI,L,1,Grady,,4,"Oil, Gas & Mining",Drilling oil and gas wells,"Continental Resources, Inc.",2019-10-10T00:00:00.000Z,2020-01-08T00:00:00.000Z,O,Pump,100,Glenn Pond,Pond,,"Galvin 5,6,7 Sparks 3,4,5",,1082,,,A
-97.589248005077948,34.630477060744148,220,2019S0826,34.63047102,-97.58924016,Surface Water,,,SE,23,02N,04WI,L,1,Stephens,,6,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-09-08T00:00:00.000Z,2019-12-07T00:00:00.000Z,L,Pump,90,Newfield Pond,Pond,,"Mary J 2-4-25-35HA, Mary J 2-4-36-5HA, Mary J 2-4-25-36-12HA",,1081,,,A
-97.922445373452007,35.845005027797093,221,2019S0815,35.84499879,-97.92243735,Surface Water,NW,SW,SW,23,16N,07WI,L,1,Kingfisher,,38,"Oil, Gas & Mining",Drilling oil and gas wells,Recoil Oilfield Services LLC,2019-08-31T00:00:00.000Z,2019-11-29T00:00:00.000Z,O,Pump,2000,Uncle Johns Creek,Creek,,Paloma Little Joe,,2092,,,A
-97.679312237904824,34.964176185767968,222,2019S0834,34.96417009,-97.67930434,Surface Water,,,SW,25,06N,05WI,L,1,Grady,,4,"Oil, Gas & Mining",Drilling oil and gas wells,"Continental Resources, Inc.",2019-09-06T00:00:00.000Z,2019-12-05T00:00:00.000Z,O,Pump,100,Bridwell Pond ,Pond,,Cooley 2-25-24XHW,,1082,,,A
-97.978411340315546,36.028701102105096,223,2019G0154,36.02869483,-97.97840329,Groundwater,NW,NW,NW,20,18N,07WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"Chisholm Oil and Gas Operating, LLC",2019-08-07T00:00:00.000Z,2019-11-05T00:00:00.000Z,O,Pump,2000,,,,Andrews 1807 17-1MH,,,111CMRN,,A
-97.953702711498593,35.088464334412897,224,2019S0919,35.08845823,-97.95369474,Surface Water,SE,SE,SE,08,07N,07WI,L,1,Grady,,168,"Oil, Gas & Mining",Drilling oil and gas wells,Dakota Midstream RedFork Water,2019-10-11T00:00:00.000Z,2020-01-09T00:00:00.000Z,O,Pump,2100,Washita River Francis O'Hara,Stream,,Holden 0706 16-21-1WH,,1082,,,A
-97.732468551223747,35.022441650379548,225,2019S0785,35.02243555,-97.73246064,Surface Water,,N2,SW,04,06N,05WI,L,1,Grady,,3,"Oil, Gas & Mining",Drilling oil and gas wells,Marathon Oil Company,2019-08-23T00:00:00.000Z,2019-11-21T00:00:00.000Z,O,Pump,126,Bluefin Pond,Pond,,"Walter Victor 0605 2-4-9WXH, Walter Victor 0605 3-4-9WXH, Walter Victor 0605 4-4-9WXH and Ethel Mae 0605 1-4-9MXH",,1082,,,A
-97.860843480919584,35.689282906346918,226,2019S0889,35.68927669,-97.86083549,Surface Water,,,NW,17,14N,06WI,L,1,Canadian,,39,"Oil, Gas & Mining",Drilling oil and gas wells,NewField Exploration,2019-09-18T00:00:00.000Z,2019-12-17T00:00:00.000Z,O,Pump,120,Steve Jacobs E. Pond,Stream,,"WM Wallace 1406 2H, 3H & 4H-18X  - Steve Jacobs E Pond  to Staging Pond",,2092,,,A
-99.266793298411812,35.077749539434564,227,2019S0914,35.0777435,-99.266785,Surface Water,SW,NE,SW,13,07N,20WI,L,1,Greer,,2,Industrial,Highway and street construction,Ebert Construction,2019-10-14T00:00:00.000Z,2020-01-12T00:00:00.000Z,L,Pump,700,N. Fork Red,Stream,,,,1151,,,A
-98.236779019647926,35.94953665875525,228,2019S0951,35.94953042,-98.23677091,Surface Water,,,NE,14,17N,10WI,L,1,Blaine,,69,"Oil, Gas & Mining",Drilling oil and gas wells,Newfield Exploration,2019-10-22T00:00:00.000Z,2020-01-20T00:00:00.000Z,W,Pump,450,Meier Bros. Pond,Pond,,"Channel 1709 2H, 3H & 4H-30X Frac - Meier Bros.",,2092,,,A
-98.09488059583154,36.021688402707333,269,2019S0784,36.02168214,-98.09487252,Surface Water,,,NW,19,18N,08WI,L,1,Kingfisher,,3,"Oil, Gas & Mining",Drilling oil and gas wells,"Chisholm Oil and Gas Operating, LLC",2019-08-19T00:00:00.000Z,2019-11-17T00:00:00.000Z,O,Pump,2000,Meinders Pond,Pond,,Doris 18-08-19 1MH,,2092,,,A
-98.706810498335997,36.198126476494899,270,2019S0977,36.19812022,-98.70680225,Surface Water,NW,SW,NW,21,20N,14WI,L,0,Major,,50,"Oil, Gas & Mining",Drilling oil and gas wells,H2Services,2019-10-29T00:00:00.000Z,2020-01-27T00:00:00.000Z,W,Pump,1000,Private,Pond,,Bowers,,2053,,,
-97.250235025186072,36.45895098531394,271,2019S0976,36.4589446,-97.25022712,Surface Water,NW,SE,NE,24,23N,01WI,L,0,Noble,,5,"Oil, Gas & Mining",Drilling oil and gas wells,Lance Ruffel Oil & Gas,2019-10-29T00:00:00.000Z,2020-01-27T00:00:00.000Z,T,Pump,,Creek,Creek,,Ruth Williams 1-24,,2120,,,
-98.145077015212451,35.776094050398235,272,2019S0857,35.77608783,-98.14506894,Surface Water,NE,,,15,15N,09WI,L,1,Kingfisher,,32,"Oil, Gas & Mining",Drilling oil and gas wells,Devon Energy Production Company LP,2019-09-16T00:00:00.000Z,2019-12-15T00:00:00.000Z,O,Pump,1200,Private,Pond,,"McCarthy 10_3-15N-9W 4HX,5HX,6HX,2HX",,2092,,,A
